,4,156
O,1563385364,142544,123
O,1563385364,142548,118
O,1563385365,142533,90
O,1563385365,142530,138
O,1563385366,142529,79
O,1563385367,142561,169
O,1563385367,142530,84
O,1563385368,142547,142
O,1563385368,142519,124
O,1563385369,142518,95
O,1563385369,142521,131
O,1563385370,142459,96
O,1563385371,142499,65
O,1563385371,142523,104
O,1563385372,142487,70
O,1563385372,142492,128
O,1563385373,142521,72
O,1563385373,142479,129
O,1563385374,142513,125
P,1563385374,5091
O,1563385375,142537,106
O,1563385375,142541,98
O,1563385376,142556,134
O,1563385376,142529,123
O,1563385377,142504,123
O,1563385377,142485,185
O,1563385378,142526,156
O,1563385379,142517,170
O,1563385379,142520,92
O,1563385380,142547,138
O,1563385380,142517,97
O,1563385381,142541,110
O,1563385381,142495,140
O,1563385382,142460,84
O,1563385383,142457,107
O,1563385383,142441,138
O,1563385384,142406,124
O,1563385384,142400,215
O,1563385384,142443,71
O,1563385384,142452,70
O,1563385385,142466,110
O,1563385386,142502,142
O,1563385386,142412,111
O,1563385387,142450,142
O,1563385387,142494,140
O,1563385388,142507,153
O,1563385388,142499,63
O,1563385389,142441,69
O,1563385389,142465,149
O,1563385390,142478,171
O,1563385391,142493,142
O,1563385391,142496,85
O,1563385392,142548,124
O,1563385392,142524,69
O,1563385393,142538,135
O,1563385393,142519,101
O,1563385394,142524,138
O,1563385395,142516,93
O,1563385395,142508,148
O,1563385396,142494,72
O,1563385396,142522,101
O,1563385397,142522,130
O,1563385397,142501,71
O,1563385398,142488,89
O,1563385399,142499,105
