0,398990,462
X,1554516991,398953,849
X,1554516991,398985,993
X,1554516992,398837,553
X,1554516992,398961,665
X,1554516993,398930,995
X,1554516993,398817,443
X,1554516994,398810,575
X,1554516995,398931,697
X,1554516995,398876,519
X,1554516996,398906,649
X,1554516996,399138,1034
X,1554516997,398749,5619
X,1554516997,399042,751
X,1554516998,398964,1028
X,1554516999,399137,7981
X,1554516999,399197,2041
X,1554517000,399145,796
X,1554517000,399087,656
X,1554517001,399156,348
X,1554517001,399122,596
X,1554517002,399079,537
X,1554517003,399140,890
A,1554517003,398977,346
T,1554517003,2751
R,1554517003,5C00DDFC91
X,1554517005,398848,1845
X,1554517005,399197,8686
X,1554517006,398909,1904
X,1554517006,398947,713
X,1554517007,399000,630
X,1554517007,399056,483
P,1554517007,4686
X,1554517007,399088,430
X,1554517008,399041,581
X,1554517008,399058,613
X,1554517009,398950,689
X,1554517009,399031,549
X,1554517010,398986,511
X,1554517011,399021,651
X,1554517011,399132,1081
X,1554517012,398747,4698
X,1554517012,399211,2028
X,1554517013,399134,1688
X,1554517013,399076,944
X,1554517014,398609,5215
X,1554517014,399020,2166
X,1554517015,399003,817
X,1554517016,398912,673
X,1554517016,398952,693
X,1554517017,399007,674
X,1554517017,398971,473
X,1554517018,399032,951
X,1554517018,398959,684
X,1554517019,398645,7611
X,1554517020,399064,1146
X,1554517020,399064,1751
X,1554517021,399155,916
X,1554517021,399207,1632
X,1554517022,399405,6872
X,1554517022,399318,1531
X,1554517023,399219,472
A,1554517023,399023,307
T,1554517023,2751
R,1554517023,5C00DDFC91
X,1554517025,399298,1312
X,1554517026,399378,621
X,1554517026,399460,487
X,1554517027,399329,1056
X,1554517027,399330,492
X,1554517028,399425,536
X,1554517029,399245,660
X,1554517029,399262,356
X,1554517030,399364,574
X,1554517030,399218,630
X,1554517031,399181,337
X,1554517031,399187,802
X,1554517032,399238,476
X,1554517033,399116,877
X,1554517033,399199,454
X,1554517034,399293,704
X,1554517034,399081,614
X,1554517035,399122,578
X,1554517035,399168,732
X,1554517036,399236,464
X,1554517036,398904,7201
X,1554517037,399404,1333
P,1554517037,4722
X,1554517038,399398,1713
X,1554517038,399396,2093
X,1554517039,399147,9305
X,1554517039,399082,1711
X,1554517040,399079,703
X,1554517040,399089,627
A,1554517040,399233,381
T,1554517041,2751
R,1554517041,5C00DDFC91
X,1554517042,399089,723
X,1554517043,399014,887
X,1554517044,399074,601
X,1554517044,398902,7283
X,1554517045,399372,1315
X,1554517045,399233,1786
X,1554517046,399292,1232
X,1554517046,399145,4324
X,1554517047,399229,1073
X,1554517048,398974,608
X,1554517048,399084,438
X,1554517048,399184,1075
X,1554517048,399208,375
X,1554517049,399188,769
X,1554517049,399081,318
X,1554517050,399109,514
X,1554517051,399197,963
X,1554517051,399045,823
X,1554517052,398994,732
X,1554517052,399083,7075
X,1554517053,399301,2149
X,1554517053,399303,1593
X,1554517054,399287,1565
X,1554517055,399219,4743
X,1554517055,399179,3305
X,1554517056,399169,769
X,1554517056,399138,863
X,1554517057,399128,746
X,1554517057,399108,704
X,1554517058,399254,833
X,1554517059,398996,6811
X,1554517059,399316,662
X,1554517060,399236,1542
X,1554517060,399407,1488
X,1554517061,399453,2052
X,1554517061,399579,5721
X,1554517062,399275,906
X,1554517062,399232,455
A,1554517062,399133,342
T,1554517063,2751
R,1554517063,5C00DDFC91
X,1554517064,399320,772
X,1554517065,399187,807
X,1554517066,399255,380
