18
P,1556571501,5318
P,1556571531,5318
P,1556571561,5315
D,1556571577,265984
D,1556571579,261888
R,1556571579,5C00DDFC91
R,1556571579,5C00DDFC91
R,1556571579,5C00DDFC91
X,1556571581,382142,4006
X,1556571582,382856,3968
X,1556571582,383351,3505
X,1556571583,383514,2408
X,1556571583,383473,3074
X,1556571584,383362,2150
X,1556571585,383460,5223
X,1556571585,383049,1936
X,1556571586,383287,1395
X,1556571586,383120,1694
X,1556571587,383144,3244
X,1556571587,383443,1773
X,1556571588,383588,2237
X,1556571588,383652,1753
X,1556571589,383748,1206
X,1556571590,383841,1053
P,1556571590,5308
X,1556571590,383975,1551
X,1556571591,384103,1540
X,1556571591,384074,1073
X,1556571592,383967,2261
X,1556571592,384124,989
X,1556571593,384020,1679
X,1556571594,383915,1707
X,1556571594,383832,811
X,1556571595,383888,1961
X,1556571595,383875,626
X,1556571596,383810,1291
X,1556571596,383814,749
X,1556571597,383982,971
X,1556571598,383946,928
X,1556571598,383893,592
X,1556571599,384093,1069
X,1556571599,384003,824
X,1556571600,384223,1014
X,1556571600,384550,1053
X,1556571601,384698,1334
X,1556571602,384455,1065
X,1556571602,384357,1651
X,1556571603,384511,633
X,1556571603,384189,1407
X,1556571604,384278,855
X,1556571604,384490,784
X,1556571605,384292,770
X,1556571606,384178,1218
X,1556571606,384349,1200
X,1556571606,384235,976
X,1556571606,384146,752
X,1556571607,384064,1027
X,1556571607,384332,1704
X,1556571608,384402,1402
X,1556571609,384458,377
X,1556571609,384482,836
X,1556571610,384522,771
X,1556571610,384657,1007
X,1556571611,384546,1220
X,1556571611,384651,895
X,1556571612,384766,1563
X,1556571612,384250,5307
X,1556571613,384215,5564
X,1556571614,385193,20612
X,1556571614,386365,33145
X,1556571615,384117,5826
X,1556571615,384661,1765
X,1556571616,384692,1033
X,1556571616,384866,5483
X,1556571617,384173,6913
X,1556571618,384151,968
X,1556571618,383956,1722
X,1556571619,384140,841
P,1556571619,5306
A,1556571619,384191,837
T,1556571619,2813
R,1556571619,5C00DDFC91
R,1556571619,5C00DDFC91
R,1556571619,5C00DDFC91
X,1556571621,383876,1216
X,1556571621,383954,1272
X,1556571622,384032,1281
X,1556571623,383897,804
X,1556571623,383921,574
X,1556571624,383950,1025
X,1556571624,384141,10234
X,1556571625,383855,2087
X,1556571625,383027,6624
X,1556571626,382691,6912
X,1556571627,382767,3671
X,1556571627,382428,5082
X,1556571628,382677,4865
X,1556571628,382625,15197
X,1556571629,382661,2266
X,1556571629,382647,1240
X,1556571630,382796,650
X,1556571631,382896,623
X,1556571631,383184,1479
X,1556571632,383152,582
X,1556571632,383311,683
X,1556571633,383336,455
X,1556571633,383645,1622
X,1556571634,383844,921
X,1556571635,383738,1080
X,1556571635,383558,676
X,1556571636,383540,878
X,1556571636,383576,1032
X,1556571637,383653,951
X,1556571637,383707,467
X,1556571638,383675,811
X,1556571638,383764,995
X,1556571639,383787,1047
X,1556571640,383993,987
X,1556571640,384046,831
X,1556571641,383996,684
X,1556571641,384039,477
X,1556571642,384317,568
X,1556571642,384824,4316
X,1556571643,384022,4905
X,1556571644,384058,19305
X,1556571644,383966,4337
X,1556571645,383529,933
A,1556571645,383648,1521
T,1556571645,2813
R,1556571645,5C00DDFC91
X,1556571647,383588,894
X,1556571647,383670,353
X,1556571647,383709,452
