11562187826,5118
P,1562187855,5117
P,1562187884,5115
P,1562187913,5115
P,1562187943,5118
P,1562187972,5118
P,1562188001,5116
P,1562188031,5116
P,1562188060,5117
P,1562188089,5117
P,1562188119,5117
P,1562188149,5118
P,1562188178,5118
P,1562188207,5116
P,1562188237,5117
P,1562188266,5117
P,1562188295,5116
P,1562188324,5116
P,1562188354,5118
P,1562188383,5118
P,1562188413,5118
P,1562188442,5116
P,1562188472,5116
P,1562188501,5117
P,1562188530,5116
D,1562188547,243968
R,1562188547,5C00DDFC91
X,1562188549,357626,16679
X,1562188549,356052,29584
X,1562188550,356944,28276
X,1562188550,356808,6813
X,1562188551,358121,11263
X,1562188551,357329,5796
X,1562188552,358319,25726
X,1562188553,357985,3215
X,1562188553,358158,1901
X,1562188554,358016,9081
X,1562188554,358146,1657
X,1562188555,358421,1249
X,1562188555,358226,7411
X,1562188556,358529,1814
X,1562188557,358060,1646
X,1562188557,358421,861
X,1562188558,358416,1008
X,1562188558,358389,1009
X,1562188559,358323,12725
X,1562188559,358922,5567
X,1562188560,358418,8043
P,1562188560,5107
X,1562188560,359270,15927
X,1562188561,358365,11624
X,1562188562,355769,30463
X,1562188562,361874,12694
X,1562188563,319354,62817
X,1562188563,147840,1943
X,1562188564,147008,409
X,1562188564,146581,306
X,1562188565,146491,132
X,1562188565,146369,144
X,1562188565,146238,292
X,1562188566,146184,208
X,1562188566,146140,291
X,1562188567,146048,470
X,1562188567,146049,331
X,1562188568,146008,768
O,1562188569,145972,816
O,1562188569,145874,574
O,1562188570,145820,468
O,1562188570,145783,409
O,1562188571,145803,721
O,1562188571,145746,247
O,1562188572,145758,190
O,1562188573,145727,175
O,1562188573,145703,377
O,1562188574,145685,180
O,1562188574,145660,69
