2559690246,145363,145
O,1559690247,145264,99
O,1559690247,145299,130
O,1559690248,145346,92
O,1559690248,145284,136
O,1559690249,145270,104
P,1559690249,5196
O,1559690250,145220,116
O,1559690250,145158,156
O,1559690251,145054,131
O,1559690251,145062,175
O,1559690252,145111,158
O,1559690252,145134,96
O,1559690253,145120,117
O,1559690254,145117,127
O,1559690254,145046,159
O,1559690255,144879,66
O,1559690255,144969,257
O,1559690256,145067,72
O,1559690256,145044,115
O,1559690257,145001,94
O,1559690258,144958,161
O,1559690258,145010,126
O,1559690259,144974,133
O,1559690259,144994,48
O,1559690260,144961,49
O,1559690260,144899,99
O,1559690261,144896,97
O,1559690261,144883,112
O,1559690262,144962,197
O,1559690263,144950,184
O,1559690263,144914,94
O,1559690264,144885,117
O,1559690264,144886,162
O,1559690265,144732,108
O,1559690265,144764,117
O,1559690266,144802,114
O,1559690267,144735,82
O,1559690267,144699,305
O,1559690268,144483,147
O,1559690268,144714,198
O,1559690269,144761,139
O,1559690269,144757,172
O,1559690270,144773,173
O,1559690271,144786,169
O,1559690271,144681,126
O,1559690272,144613,110
O,1559690272,144651,352
O,1559690273,144633,183
O,1559690273,144735,113
O,1559690274,144749,75
O,1559690275,144822,132
O,1559690275,144718,115
O,1559690276,144676,134
O,1559690276,144709,171
O,1559690277,144744,93
O,1559690277,144713,142
O,1559690278,144779,124
O,1559690279,144777,79
O,1559690279,144790,69
P,1559690279,5196
O,1559690279,144779,94
O,1559690279,144719,84
O,1559690280,144726,58
O,1559690280,144736,116
O,1559690281,144744,153
O,1559690282,144718,172
O,1559690282,144676,67
O,1559690283,144699,121
O,1559690283,144643,147
O,1559690284,144678,91
O,1559690284,144661,114
O,1559690285,144647,89
O,1559690285,144711,127
O,1559690286,144666,90
O,1559690287,144690,89
O,1559690287,144650,62
O,1559690288,144602,183
O,1559690288,144342,190
O,1559690289,144330,99
O,1559690289,144538,177
O,1559690290,144590,191
O,1559690291,144595,246
O,1559690291,144615,161
O,1559690292,144643,195
O,1559690292,144641,125
