1558756575,5394
P,1558756605,5396
P,1558756634,5396
P,1558756663,5394
P,1558756693,5397
P,1558756722,5392
P,1558756751,5396
P,1558756781,5397
P,1558756810,5397
P,1558756839,5396
P,1558756869,5396
P,1558756900,5397
P,1558756929,5397
P,1558756958,5395
P,1558756988,5398
P,1558757017,5396
P,1558757046,5397
P,1558757075,5394
P,1558757105,5396
P,1558757134,5396
P,1558757163,5397
P,1558757193,5398
P,1558757223,5395
P,1558757252,5397
P,1558757281,5397
P,1558757311,5398
P,1558757340,5397
P,1558757369,5395
P,1558757398,5396
P,1558757428,5396
P,1558757457,5395
P,1558757487,5395
P,1558757517,5397
P,1558757546,5398
P,1558757575,5396
P,1558757604,5397
P,1558757634,5394
P,1558757663,5395
P,1558757692,5395
P,1558757722,5397
P,1558757751,5397
P,1558757781,5396
P,1558757810,5394
P,1558757840,5395
P,1558757869,5397
P,1558757898,5394
P,1558757928,5398
P,1558757957,5397
P,1558757986,5394
P,1558758015,5395
P,1558758045,5398
P,1558758075,5397
P,1558758104,5396
P,1558758134,5394
P,1558758163,5396
P,1558758192,5398
P,1558758221,5396
P,1558758251,5396
P,1558758280,5397
P,1558758309,5397
O,1558758338,144796,670
O,1558758339,144799,193
P,1558758339,5388
O,1558758340,144806,199
O,1558758340,144778,185
O,1558758341,144840,169
O,1558758341,144935,151
O,1558758341,144998,128
O,1558758341,144940,114
O,1558758342,144976,238
O,1558758343,144947,201
O,1558758343,144982,164
O,1558758344,144984,146
O,1558758344,144578,243
O,1558758345,144530,413
O,1558758345,144645,378
O,1558758346,144877,244
O,1558758347,144940,131
O,1558758347,145000,215
O,1558758348,144936,127
O,1558758348,144917,84
O,1558758349,144904,145
O,1558758349,145025,74
O,1558758350,144803,149
O,1558758351,144912,168
O,1558758351,144998,97
O,1558758352,145031,127
O,1558758352,145001,160
O,1558758353,144900,109
O,1558758353,144771,730
O,1558758354,144338,326
O,1558758354,144271,368
O,1558758355,144364,547
O,1558758356,144563,232
O,1558758356,144441,435
O,1558758357,144655,174
O,1558758357,144740,170
O,1558758358,144711,213
O,1558758358,144612,303
O,1558758359,144716,161
O,1558758360,144757,303
O,1558758360,144555,182
O,1558758361,144222,444
O,1558758361,144468,250
O,1558758362,144685,156
O,1558758362,144847,291
O,1558758363,144896,123
O,1558758364,144828,117
O,1558758364,144710,270
O,1558758365,144816,189
O,1558758365,144831,86
O,1558758366,144861,145
O,1558758366,144730,120
O,1558758367,144893,170
O,1558758368,144742,428
O,1558758368,144498,179
P,1558758369,5381
O,1558758369,144654,416
O,1558758369,144797,134
O,1558758370,144536,525
O,1558758370,144557,167
O,1558758371,144223,346
O,1558758372,144458,340
O,1558758372,144517,288
O,1558758373,144614,147
O,1558758373,144787,256
O,1558758374,144871,202
O,1558758374,144905,192
O,1558758375,144792,172
O,1558758376,144844,242
