,5431
P,1556162489,5432
P,1556162519,5432
P,1556162548,5432
P,1556162577,5432
P,1556162606,5430
P,1556162636,5432
P,1556162665,5431
P,1556162694,5431
P,1556162724,5433
P,1556162753,5433
P,1556162783,5429
P,1556162812,5433
P,1556162842,5431
P,1556162871,5432
P,1556162900,5429
P,1556162930,5433
P,1556162959,5432
P,1556162988,5432
P,1556163017,5430
P,1556163047,5431
P,1556163077,5430
P,1556163106,5430
P,1556163136,5431
P,1556163165,5431
P,1556163194,5430
P,1556163223,5431
P,1556163253,5431
P,1556163282,5432
P,1556163311,5429
P,1556163341,5433
P,1556163371,5432
P,1556163400,5431
P,1556163429,5429
P,1556163459,5431
P,1556163488,5431
P,1556163517,5432
P,1556163546,5432
P,1556163576,5431
P,1556163605,5432
P,1556163634,5433
P,1556163665,5430
P,1556163694,5432
P,1556163723,5431
P,1556163752,5429
P,1556163782,5432
P,1556163811,5430
P,1556163840,5432
P,1556163870,5432
P,1556163899,5432
P,1556163928,5430
P,1556163958,5430
P,1556163988,5430
P,1556164017,5432
P,1556164046,5430
P,1556164076,5432
P,1556164105,5431
P,1556164134,5430
P,1556164163,5428
P,1556164193,5431
P,1556164222,5430
P,1556164252,5431
P,1556164282,5431
P,1556164311,5429
P,1556164340,5432
P,1556164369,5432
P,1556164399,5432
P,1556164428,5432
P,1556164457,5430
P,1556164487,5431
P,1556164516,5431
P,1556164546,5431
P,1556164575,5432
O,1556164603,147288,945
O,1556164604,147410,130
O,1556164605,147450,165
P,1556164605,5419
O,1556164605,147370,161
O,1556164606,147377,107
O,1556164606,147261,151
O,1556164607,147141,119
O,1556164607,147204,108
O,1556164608,147215,119
O,1556164608,147232,116
O,1556164609,147117,127
O,1556164610,147111,111
O,1556164610,147147,139
O,1556164611,147131,182
O,1556164611,147139,211
O,1556164612,147120,226
O,1556164612,147144,137
O,1556164612,147085,155
O,1556164613,147084,110
O,1556164613,147173,93
O,1556164614,147109,106
O,1556164614,147041,378
O,1556164615,147122,150
O,1556164615,147117,141
O,1556164616,147112,121
O,1556164617,147145,169
O,1556164617,147082,212
O,1556164618,147081,111
O,1556164618,147116,127
O,1556164619,147067,207
O,1556164619,147138,87
O,1556164620,147139,109
O,1556164621,147183,164
O,1556164621,147172,81
O,1556164622,147197,81
O,1556164622,147162,95
O,1556164623,147131,113
O,1556164623,147146,65
O,1556164624,147198,106
O,1556164625,147187,133
O,1556164625,147175,60
O,1556164626,147195,118
O,1556164626,147171,145
O,1556164627,147166,94
O,1556164627,147166,112
O,1556164628,147134,136
O,1556164629,147074,109
O,1556164629,147091,173
O,1556164630,147126,114
O,1556164630,147160,80
O,1556164631,147111,76
O,1556164631,147183,120
O,1556164632,147226,85
O,1556164633,147236,105
O,1556164633,147191,147
O,1556164634,147133,75
P,1556164634,5421
O,1556164634,147058,331
O,1556164635,147021,253
O,1556164635,147016,180
O,1556164636,147067,351
O,1556164636,146935,225
O,1556164637,147150,138
O,1556164638,147119,149
O,1556164638,147151,103
O,1556164639,147161,102
O,1556164639,147171,68
O,1556164640,147105,131
O,1556164640,147048,107
O,1556164641,147037,250
O,1556164642,146967,228
O,1556164642,146986,173
O,1556164643,147142,133
O,1556164643,146986,136
O,1556164644,147110,120
O,1556164644,147049,106
O,1556164645,147021,195
O,1556164646,147029,236
O,1556164646,146962,184
O,1556164647,147013,71
O,1556164647,147089,118
O,1556164648,147113,390
O,1556164648,146867,510
O,1556164649,146760,559
O,1556164650,146773,443
