,144192,871
O,1557946307,144630,1019
O,1557946307,145843,1243
O,1557946308,145703,5459
O,1557946309,141274,2981
O,1557946309,140404,2684
O,1557946310,140191,5750
O,1557946310,142521,1794
O,1557946311,142963,941
O,1557946311,142706,3824
O,1557946312,142581,1706
O,1557946313,143464,879
O,1557946313,143641,394
O,1557946314,143242,782
O,1557946314,142297,2302
O,1557946315,140776,3343
O,1557946315,139939,2247
O,1557946316,140465,2279
O,1557946316,141787,2010
O,1557946317,143269,2511
O,1557946318,142220,4399
O,1557946318,144811,1193
P,1557946319,5193
O,1557946319,146875,2425
O,1557946319,149292,7169
O,1557946320,140185,7917
O,1557946320,140419,1299
O,1557946321,139348,3574
O,1557946322,140504,1992
O,1557946322,141508,1326
O,1557946323,141557,2557
O,1557946323,143658,1124
O,1557946324,143688,795
O,1557946324,144318,523
O,1557946325,144121,344
O,1557946326,144422,726
O,1557946326,141786,4598
O,1557946327,137616,4746
O,1557946327,139420,2815
O,1557946328,140195,4569
