67953,801
T,1554767088,2808
R,1554767088,5C00DDFC91
X,1554767090,368086,1063
X,1554767090,368341,907
X,1554767091,368298,507
X,1554767091,367959,754
X,1554767092,367785,2145
X,1554767092,368063,2201
X,1554767093,367626,613
X,1554767094,367825,1007
X,1554767094,367904,681
X,1554767095,367677,6899
P,1554767095,4562
X,1554767095,368544,4736
X,1554767096,367588,19597
X,1554767096,369461,12928
X,1554767097,368921,18365
X,1554767097,368029,18143
X,1554767098,367421,23672
X,1554767099,368525,4332
X,1554767099,368161,1432
X,1554767100,367808,6422
X,1554767100,368465,15329
X,1554767101,368721,22867
X,1554767101,369071,21823
X,1554767102,369649,21226
X,1554767103,369440,19282
X,1554767103,369108,6548
X,1554767104,368501,4358
X,1554767104,368766,606
X,1554767105,369023,2215
X,1554767105,368755,3723
X,1554767106,368890,1234
X,1554767107,368916,616
X,1554767107,368790,711
X,1554767108,368889,714
X,1554767108,368906,752
X,1554767109,368702,840
X,1554767109,367326,5271
X,1554767110,370415,14897
X,1554767110,367947,11061
X,1554767110,367632,12135
X,1554767111,367311,13450
X,1554767111,367879,13684
X,1554767112,368586,15755
X,1554767112,368742,33203
X,1554767113,368642,20472
X,1554767114,368616,2742
X,1554767114,368645,1746
X,1554767115,369034,1491
X,1554767115,369064,1180
X,1554767116,370612,11120
X,1554767116,368891,7722
X,1554767117,369399,1548
X,1554767118,369481,812
X,1554767118,369330,690
X,1554767119,369362,913
X,1554767119,369344,932
X,1554767120,369464,3030
X,1554767120,369274,1874
X,1554767121,369299,1111
X,1554767122,369386,484
X,1554767122,369078,521
X,1554767123,369102,942
X,1554767123,369148,639
X,1554767124,369257,763
A,1554767124,368829,1855
T,1554767124,2808
P,1554767124,4553
R,1554767124,5C00DDFC91
X,1554767126,369174,683
X,1554767126,369157,755
X,1554767127,369213,731
X,1554767127,369343,918
X,1554767128,369333,508
X,1554767129,369132,583
X,1554767129,368782,796
X,1554767130,368880,692
X,1554767130,368923,1419
X,1554767131,368550,15111
X,1554767131,369407,13523
X,1554767132,369269,16568
X,1554767133,368854,11738
X,1554767133,369643,5821
X,1554767134,369934,7544
X,1554767134,368983,4746
X,1554767135,369553,12430
X,1554767135,369444,7609
X,1554767136,369708,7025
X,1554767137,369611,14491
X,1554767137,369409,12032
X,1554767138,368018,22523
X,1554767138,368311,4310
X,1554767139,368934,652
X,1554767139,368744,2599
X,1554767140,368488,3325
X,1554767141,368406,2095
X,1554767141,369285,2216
X,1554767142,368353,9295
X,1554767142,370352,27842
X,1554767143,366659,20219
X,1554767143,368860,24689
X,1554767144,370642,31818
X,1554767145,368648,13242
X,1554767145,368620,8912
X,1554767146,368909,2464
X,1554767146,368832,1870
X,1554767147,368479,10986
X,1554767147,369657,13445
X,1554767148,369192,12681
X,1554767148,368235,5602
X,1554767149,368767,8341
X,1554767150,369584,13748
X,1554767150,369857,10788
X,1554767151,369027,13611
X,1554767151,370359,14930
X,1554767151,369247,17773
X,1554767151,368014,14855
X,1554767152,368086,5647
X,1554767153,369596,10700
P,1554767153,4555
X,1554767153,369882,12017
X,1554767154,368740,4176
X,1554767154,368895,14961
X,1554767155,369226,25282
X,1554767155,371386,6015
X,1554767156,367784,9030
X,1554767157,369026,1422
X,1554767157,368933,671
X,1554767158,368914,450
X,1554767158,369032,1747
X,1554767159,368938,1046
X,1554767159,368821,841
X,1554767160,368903,1153
X,1554767161,368866,858
X,1554767161,368359,5437
X,1554767162,369167,29682
