H,1553137190,147519
R,1553137190,700D9B77F
X,1553137192,421539,1211
X,1553137193,421349,617
X,1553137193,421148,481
X,1553137194,421113,594
X,1553137194,421186,541
X,1553137195,421111,544
X,1553137195,420980,757
P,1553137196,5011
X,1553137196,421032,579
X,1553137197,421031,605
X,1553137197,420987,479
X,1553137198,421005,620
X,1553137198,420890,7603
X,1553137199,420952,942
X,1553137199,420995,663
X,1553137200,421176,584
X,1553137201,421226,756
X,1553137201,421040,991
X,1553137202,421087,873
X,1553137202,421129,537
X,1553137202,421158,709
X,1553137202,421151,858
X,1553137203,420963,4604
X,1553137204,420751,1061
X,1553137204,420798,560
A,1553137204,421082,551
T,1553137204,2754
R,1553137204,700D9B77F
X,1553137206,420730,3873
X,1553137207,421242,477
X,1553137207,421175,779
X,1553137208,421180,552
X,1553137208,421092,784
X,1553137209,420928,771
X,1553137210,420991,596
X,1553137210,420995,636
X,1553137211,421029,710
X,1553137211,421054,1065
X,1553137212,420888,862
X,1553137212,420882,792
X,1553137213,420982,655
X,1553137214,420964,721
X,1553137214,420975,641
X,1553137215,420855,822
X,1553137215,420932,662
X,1553137216,420966,508
X,1553137216,421090,1762
X,1553137217,420833,3112
X,1553137217,421052,898
X,1553137218,420952,955
X,1553137219,421089,605
X,1553137219,421103,564
A,1553137219,421013,387
T,1553137219,2754
R,1553137220,700D9B77F
X,1553137221,421076,598
X,1553137222,421037,859
X,1553137222,420951,857
X,1553137223,421048,1213
X,1553137223,421205,7976
X,1553137224,420491,2387
X,1553137225,420681,1016
P,1553137225,5039
X,1553137225,420712,786
X,1553137226,420745,1085
X,1553137226,420850,1156
X,1553137227,420580,899
X,1553137227,420723,683
X,1553137228,420801,600
X,1553137229,420898,691
X,1553137229,420801,1190
X,1553137230,420843,793
X,1553137230,420827,632
X,1553137231,420888,880
X,1553137231,420535,3290
X,1553137232,420683,825
X,1553137233,420665,635
X,1553137233,420711,818
X,1553137234,420614,1127
X,1553137234,420598,928
X,1553137235,420572,800
X,1553137235,420742,832
X,1553137236,420598,1364
X,1553137237,420661,693
X,1553137237,420735,689
X,1553137238,420662,1383
X,1553137238,420579,715
A,1553137238,420764,504
T,1553137238,2754
R,1553137239,700D9B77F
X,1553137240,420763,780
X,1553137241,420700,1402
X,1553137241,420609,2519
X,1553137242,421095,1177
X,1553137242,421147,869
X,1553137243,420828,1318
X,1553137243,421063,1542
X,1553137243,421046,1315
X,1553137244,421062,845
X,1553137244,420888,1219
X,1553137245,421041,1087
X,1553137245,420958,708
X,1553137246,420903,1110
X,1553137247,420801,1401
X,1553137247,420704,1131
X,1553137248,420807,1003
X,1553137248,420849,1428
X,1553137249,420952,754
X,1553137249,420916,1084
X,1553137250,420899,621
X,1553137251,420851,759
X,1553137251,420857,874
X,1553137252,420945,1005
X,1553137252,420836,1155
X,1553137253,420702,7660
X,1553137253,420726,1505
P,1553137254,5040
X,1553137254,420873,1008
X,1553137255,420676,991
X,1553137255,420755,793
X,1553137256,421137,2185
X,1553137256,420926,1312
X,1553137257,420939,1174
X,1553137257,420913,839
X,1553137258,420455,4410
X,1553137259,421082,2670
X,1553137259,420986,888
X,1553137260,420539,2495
X,1553137260,420540,844
X,1553137261,420597,904
X,1553137261,420805,5373
X,1553137262,420587,812
X,1553137263,420377,938
X,1553137263,420535,1519
X,1553137264,420618,866
X,1553137264,420812,2268
X,1553137265,420123,5915
X,1553137265,420523,9319
X,1553137266,420963,2026
X,1553137266,420753,629
X,1553137267,420843,1076
X,1553137268,420796,1362
X,1553137268,420489,834
X,1553137269,421305,1033
X,1553137269,421145,636
A,1553137269,420796,770
T,1553137269,2754
R,1553137270,700D9B77F
X,1553137271,421302,509
X,1553137272,421351,887
X,1553137272,421337,740
X,1553137273,421128,2638
X,1553137274,421371,3810
X,1553137274,420888,722
X,1553137275,420948,762
X,1553137275,420885,1370
X,1553137276,420816,846
X,1553137276,420806,638
X,1553137277,420796,1175
X,1553137278,420781,773
X,1553137278,420678,1249
X,1553137279,421346,3239
X,1553137279,420372,4484
X,1553137280,421082,945
X,1553137280,420997,848
X,1553137281,421033,709
X,1553137282,421055,1123
X,1553137282,421124,863
X,1553137283,420914,705
X,1553137283,420958,726
X,1553137284,420994,779
P,1553137284,5039
