H,1553035435,147519
T,1553035435,2761
U,1553035436,46975
X,1553035437,410070,1075
X,1553035438,410127,1005
X,1553035438,410182,897
X,1553035439,410279,687
X,1553035439,410282,438
X,1553035440,410363,1252
X,1553035441,410357,831
X,1553035441,410346,570
X,1553035442,410632,752
X,1553035442,410737,316
X,1553035443,410763,809
X,1553035443,410982,2302
X,1553035444,411058,1051
X,1553035445,411345,878
X,1553035445,410514,794
X,1553035446,410397,696
X,1553035446,410346,967
X,1553035447,410360,956
X,1553035447,410217,644
X,1553035448,410425,863
X,1553035449,410543,724
X,1553035449,410135,695
X,1553035450,410003,235
X,1553035450,410052,533
X,1553035451,409757,874
A,1553035451,410383,1588
T,1553035451,2761
P,1553035451,5050
U,1553035451,46975
X,1553035453,410430,507
X,1553035453,410376,433
X,1553035454,410369,521
X,1553035455,410325,700
X,1553035455,410238,665
X,1553035456,410252,796
X,1553035456,410317,621
X,1553035456,410298,383
X,1553035456,410128,807
X,1553035457,410063,482
X,1553035457,409983,2307
X,1553035458,410127,1484
X,1553035459,410387,557
X,1553035459,410401,1383
X,1553035460,410567,448
X,1553035460,410617,564
X,1553035461,410544,921
X,1553035461,410502,566
X,1553035462,410701,738
X,1553035463,410750,747
X,1553035463,410691,487
X,1553035464,410552,703
X,1553035464,410563,1112
X,1553035465,410435,362
A,1553035465,410427,687
T,1553035465,2761
U,1553035465,46975
X,1553035467,410557,404
X,1553035467,410561,767
X,1553035468,410575,901
X,1553035469,410365,595
X,1553035469,410489,910
X,1553035470,410417,627
X,1553035470,410445,716
X,1553035471,410430,536
X,1553035471,410380,629
X,1553035472,410493,1107
X,1553035473,410468,415
X,1553035473,410618,605
X,1553035474,410593,369
X,1553035474,410399,684
X,1553035475,410581,435
X,1553035475,410481,401
X,1553035476,410676,860
X,1553035477,411041,882
X,1553035477,411272,952
X,1553035478,411737,910
X,1553035478,411450,461
A,1553035478,410676,1372
T,1553035478,2761
U,1553035479,46975
X,1553035480,410819,2391
P,1553035480,5047
X,1553035481,409291,4931
X,1553035481,408968,18697
X,1553035482,410390,3489
X,1553035482,410052,1512
X,1553035483,408867,2324
X,1553035484,409393,2592
X,1553035484,410334,1366
X,1553035485,410736,1168
X,1553035485,410631,598
X,1553035486,410498,428
X,1553035486,410634,433
X,1553035487,410584,1201
X,1553035488,410313,1423
X,1553035488,410094,723
X,1553035489,410187,621
X,1553035489,410683,487
X,1553035490,410644,348
X,1553035490,410843,1001
X,1553035491,411003,993
X,1553035492,411126,997
X,1553035492,411277,637
X,1553035493,411252,790
X,1553035493,410396,551
X,1553035494,410409,663
X,1553035494,410581,880
X,1553035495,410663,1082
X,1553035496,410881,779
X,1553035496,410892,266
X,1553035497,410910,269
X,1553035497,410620,857
X,1553035497,410350,721
X,1553035497,410854,823
A,1553035497,410696,1183
T,1553035498,2761
U,1553035498,46975
X,1553035499,411202,123
X,1553035500,411127,343
X,1553035500,410982,362
X,1553035501,410952,1055
X,1553035502,410914,758
X,1553035502,410924,657
X,1553035503,410972,529
X,1553035503,411025,526
X,1553035504,411122,723
X,1553035504,411273,1097
X,1553035505,411298,1052
X,1553035506,411139,587
X,1553035506,410948,427
X,1553035507,410942,243
X,1553035507,410942,666
X,1553035508,410825,845
X,1553035508,410869,1041
X,1553035509,411127,679
P,1553035509,5050
X,1553035510,411448,375
X,1553035510,411454,659
X,1553035511,411491,289
X,1553035511,411680,647
X,1553035512,411464,533
X,1553035512,411369,923
A,1553035512,411154,855
T,1553035513,2761
U,1553035513,46975
X,1553035514,410665,619
X,1553035515,410908,625
X,1553035516,410974,780
X,1553035516,410993,321
X,1553035517,410624,546
X,1553035517,410896,702
X,1553035518,410972,749
X,1553035518,410488,685
X,1553035519,410235,1019
X,1553035520,410624,467
X,1553035520,410819,967
X,1553035521,410799,909
X,1553035521,410827,764
X,1553035522,410897,566
X,1553035522,410912,482
X,1553035523,410935,463
X,1553035523,410952,880
X,1553035524,410951,526
X,1553035525,410932,488
X,1553035525,410910,417
X,1553035526,410959,323
A,1553035526,410851,505
T,1553035526,2761
U,1553035526,46975
X,1553035528,411056,826
X,1553035528,411071,406
X,1553035529,411126,832
X,1553035529,411065,327
