H,1552347867,147519
R,1552347867,700D9B77F
X,1552347869,401906,10944
X,1552347869,402513,30312
X,1552347870,402114,43105
X,1552347871,407145,19291
X,1552347871,405189,2116
X,1552347872,405672,1008
X,1552347872,405797,1226
X,1552347873,405762,764
X,1552347873,405913,1086
X,1552347874,406051,616
X,1552347875,406091,1110
X,1552347875,406176,689
X,1552347876,404311,17443
X,1552347876,405987,8209
X,1552347877,405033,2042
X,1552347877,405170,1516
X,1552347878,405174,1397
X,1552347879,405232,954
X,1552347879,405315,1784
X,1552347880,405438,806
X,1552347880,405268,934
X,1552347881,405281,974
X,1552347881,405358,1440
X,1552347882,405269,634
X,1552347883,405321,756
X,1552347883,405250,680
X,1552347884,405358,503
X,1552347884,405269,1394
X,1552347885,405232,1200
X,1552347885,405277,674
X,1552347886,405414,589
X,1552347887,405446,683
X,1552347887,405538,1419
X,1552347888,405242,59715
X,1552347888,398680,25900
X,1552347889,413755,50078
X,1552347889,404709,25208
X,1552347890,406813,5704
X,1552347890,406277,2414
X,1552347891,405348,2008
X,1552347892,405920,1452
X,1552347892,405357,5326
X,1552347893,403844,6589
X,1552347893,404169,1972
X,1552347894,403730,1098
X,1552347894,403344,2235
X,1552347895,402642,1362
X,1552347896,402415,933
P,1552347896,5070
X,1552347896,402597,2337
X,1552347897,403645,940
X,1552347897,404421,1128
X,1552347898,404869,3638
X,1552347898,405199,1594
X,1552347899,408942,2827
X,1552347900,408547,3913
X,1552347900,408298,2073
X,1552347901,407983,1445
X,1552347901,408289,810
X,1552347902,408064,2352
X,1552347902,407762,7848
X,1552347903,407544,1054
X,1552347904,407666,3840
X,1552347904,407862,3330
X,1552347905,408214,965
X,1552347905,408257,868
X,1552347906,408103,1177
X,1552347906,408203,1482
X,1552347907,408162,1633
X,1552347908,408120,761
A,1552347908,405774,5874
T,1552347908,2751
R,1552347908,700D9B77F
R,1552347908,700D9B77F
R,1552347908,700D9B77F
X,1552347910,408126,900
X,1552347910,408106,447
X,1552347911,408115,1013
X,1552347911,408168,1719
X,1552347912,407740,4285
X,1552347912,407804,3518
X,1552347913,407822,1022
X,1552347913,408033,1094
X,1552347914,408104,923
X,1552347915,408305,921
X,1552347915,408345,1353
X,1552347916,408333,833
X,1552347916,408292,929
X,1552347917,408346,981
X,1552347917,408370,1305
X,1552347918,408376,1939
X,1552347919,408404,4264
X,1552347919,408293,1216
X,1552347920,408391,893
X,1552347920,408444,1060
X,1552347921,408401,1232
X,1552347921,408035,9213
X,1552347921,408016,640
X,1552347922,407921,653
X,1552347922,407756,546
X,1552347923,407817,612
X,1552347923,408101,861
X,1552347924,408175,1226
X,1552347924,408209,700
X,1552347925,408148,761
P,1552347925,5068
X,1552347926,408208,865
X,1552347926,408244,1055
X,1552347927,408401,428
X,1552347927,408402,486
X,1552347928,408390,401
X,1552347928,408383,441
A,1552347929,408187,646
T,1552347929,2751
R,1552347929,700D9B77F
X,1552347931,408387,911
X,1552347931,408467,1210
X,1552347932,408548,1196
X,1552347932,408592,1707
X,1552347933,408498,855
X,1552347933,408705,1628
X,1552347934,408379,1280
X,1552347935,408479,1009
X,1552347935,408517,830
X,1552347936,408531,702
X,1552347936,408537,937
X,1552347937,408523,1117
X,1552347937,408600,1384
X,1552347938,408612,1631
X,1552347938,408577,898
X,1552347939,408542,580
X,1552347940,408522,397
X,1552347940,408522,585
X,1552347941,408593,1402
X,1552347941,408646,2660
X,1552347942,408700,1002
X,1552347942,408719,1126
X,1552347943,408752,808
X,1552347944,408707,520
X,1552347944,408735,695
X,1552347945,408745,1295
X,1552347945,408636,902
X,1552347946,408562,1081
X,1552347946,408656,511
X,1552347947,408682,684
X,1552347948,408839,319
X,1552347948,408802,602
X,1552347949,408770,789
X,1552347949,408815,829
X,1552347950,408840,615
A,1552347950,408643,453
T,1552347950,2752
R,1552347950,700D9B77F
X,1552347952,408832,1181
X,1552347953,408832,703
X,1552347953,408783,936
X,1552347954,408819,841
X,1552347954,408896,1013
X,1552347955,408909,1172
P,1552347955,5072
X,1552347955,408887,412
X,1552347956,408733,1429
X,1552347957,408347,1144
X,1552347957,408423,566
X,1552347958,408337,659
X,1552347958,408309,1106
X,1552347959,408287,744
X,1552347959,408345,530
X,1552347960,408447,895
X,1552347960,408591,989
X,1552347961,408585,586
