H,1552074953,147519
T,1552074953,2808
X,1552074955,422141,1007
X,1552074956,422255,782
X,1552074956,422274,887
X,1552074957,422177,507
X,1552074957,422104,626
X,1552074958,422022,434
X,1552074959,422090,1149
X,1552074959,422144,1550
X,1552074960,422222,881
X,1552074960,422135,948
X,1552074961,422101,923
X,1552074961,422066,705
X,1552074962,422261,8218
X,1552074962,422160,556
X,1552074963,422161,1021
X,1552074964,422250,932
X,1552074964,422364,1095
X,1552074965,422250,859
X,1552074965,422231,506
X,1552074966,422202,839
X,1552074966,422168,713
X,1552074966,422205,1004
X,1552074967,422366,755
P,1552074967,5080
X,1552074967,422311,714
X,1552074968,422180,824
X,1552074968,422136,857
X,1552074969,422117,571
A,1552074969,422186,344
T,1552074969,2808
X,1552074971,422231,977
X,1552074971,422167,779
X,1552074972,422187,533
X,1552074973,422173,752
X,1552074973,422234,876
X,1552074974,422345,963
X,1552074974,422154,752
X,1552074975,422062,746
X,1552074975,422066,638
X,1552074976,422041,923
X,1552074977,422123,917
X,1552074977,422273,890
X,1552074978,422207,887
X,1552074978,422152,807
X,1552074979,422052,795
X,1552074979,421956,988
X,1552074980,422113,818
X,1552074981,422327,778
X,1552074981,422202,467
X,1552074982,422152,562
A,1552074982,422160,389
T,1552074982,2808
X,1552074984,422160,563
X,1552074984,422240,771
X,1552074985,422168,790
X,1552074985,422101,598
X,1552074986,422028,572
X,1552074986,422192,1063
X,1552074987,422254,912
X,1552074988,422151,786
X,1552074988,422085,649
X,1552074989,422063,759
X,1552074989,422138,989
X,1552074990,422284,942
X,1552074990,422341,988
X,1552074991,422217,576
X,1552074992,422165,476
X,1552074992,422034,521
X,1552074993,422109,651
X,1552074993,422256,941
X,1552074994,422318,663
X,1552074994,422167,439
X,1552074995,422114,836
A,1552074995,422169,313
T,1552074995,2808
X,1552074997,422308,895
P,1552074997,5097
X,1552074998,422166,888
X,1552074998,422137,614
X,1552074999,422101,508
X,1552074999,422052,652
X,1552075000,422090,864
X,1552075000,422237,779
X,1552075001,422144,1065
X,1552075002,422065,760
X,1552075002,422061,475
X,1552075003,422011,723
X,1552075003,422037,529
X,1552075004,422161,904
X,1552075004,422225,1138
X,1552075005,422102,752
X,1552075005,422076,444
X,1552075006,421989,394
X,1552075007,422044,811
X,1552075007,422105,907
X,1552075007,422228,875
X,1552075007,422107,783
X,1552075008,422057,433
A,1552075008,422106,319
T,1552075008,2808
X,1552075010,422279,806
X,1552075010,422133,732
X,1552075011,422054,727
X,1552075012,421987,561
X,1552075012,421994,749
X,1552075013,422066,663
X,1552075013,422240,761
X,1552075014,422044,810
X,1552075014,421978,827
X,1552075015,421903,373
X,1552075016,421902,913
X,1552075016,422019,690
X,1552075017,422107,859
X,1552075017,422005,513
X,1552075018,421966,605
X,1552075018,421938,728
X,1552075019,421895,649
X,1552075020,421958,842
X,1552075020,422148,1084
X,1552075021,422023,787
X,1552075021,421912,793
A,1552075021,422020,384
T,1552075021,2808
X,1552075023,421984,626
X,1552075024,422081,1105
X,1552075024,421937,519
X,1552075025,421879,533
X,1552075025,421803,839
X,1552075026,421875,544
P,1552075026,5100
X,1552075027,421980,1055
X,1552075027,422009,473
X,1552075028,421933,946
X,1552075028,421856,649
X,1552075029,421792,562
X,1552075029,421883,831
X,1552075030,422061,915
X,1552075031,421970,879
X,1552075031,421966,628
X,1552075032,421886,727
X,1552075032,421789,750
X,1552075033,421942,900
X,1552075033,422065,1101
X,1552075034,421900,884
X,1552075035,421805,629
X,1552075035,421828,654
X,1552075036,421838,937
A,1552075036,421896,272
T,1552075036,2808
X,1552075038,421963,691
X,1552075038,421899,579
X,1552075039,421905,757
X,1552075039,421940,916
X,1552075040,422188,836
X,1552075040,421998,744
X,1552075041,421956,695
X,1552075042,421906,902
X,1552075042,421816,1054
X,1552075043,421889,1186
X,1552075043,421890,1074
X,1552075044,421755,455
X,1552075044,421836,484
X,1552075045,421840,646
X,1552075046,421782,772
X,1552075046,421873,792
X,1552075047,421997,971
X,1552075047,421894,985
X,1552075048,421849,848
X,1552075048,421826,926
X,1552075048,421819,598
X,1552075049,421862,681
X,1552075049,421928,914
A,1552075049,421900,433
