0,5318
P,1556499329,5317
P,1556499358,5319
P,1556499388,5320
P,1556499417,5320
P,1556499446,5319
P,1556499475,5319
P,1556499505,5320
P,1556499534,5318
P,1556499564,5318
P,1556499594,5317
P,1556499623,5318
P,1556499652,5321
P,1556499681,5318
P,1556499711,5318
P,1556499740,5318
P,1556499769,5319
P,1556499799,5318
P,1556499828,5317
P,1556499858,5319
P,1556499887,5320
P,1556499917,5320
P,1556499946,5318
P,1556499975,5320
P,1556500005,5320
P,1556500034,5321
P,1556500063,5319
P,1556500092,5321
P,1556500122,5319
P,1556500152,5317
P,1556500181,5321
P,1556500211,5320
P,1556500240,5319
P,1556500269,5320
P,1556500298,5320
P,1556500328,5321
P,1556500357,5317
P,1556500386,5319
P,1556500416,5321
P,1556500446,5320
P,1556500475,5319
P,1556500505,5317
P,1556500535,5319
P,1556500564,5319
P,1556500593,5320
P,1556500623,5321
P,1556500652,5319
P,1556500681,5317
P,1556500710,5320
P,1556500741,5322
P,1556500770,5321
P,1556500799,5321
P,1556500829,5318
P,1556500858,5320
P,1556500887,5318
P,1556500916,5321
P,1556500946,5318
P,1556500975,5321
P,1556501004,5320
P,1556501034,5318
P,1556501064,5321
P,1556501093,5319
P,1556501122,5321
D,1556501140,225536
R,1556501140,5C00DDFC91
X,1556501142,378389,16510
X,1556501143,374599,3195
X,1556501143,378833,8849
X,1556501144,376967,13651
X,1556501144,377894,6115
X,1556501145,377780,3187
X,1556501146,377882,4609
X,1556501146,377675,3326
X,1556501147,378397,3638
X,1556501147,378478,13206
X,1556501148,377715,4829
X,1556501148,378480,4777
X,1556501149,378099,2611
X,1556501149,378346,1197
X,1556501150,378411,3617
X,1556501151,378460,4076
X,1556501151,378484,3610
X,1556501152,378883,5614
P,1556501152,5309
X,1556501152,379121,3702
X,1556501153,378747,2016
X,1556501153,378721,1478
X,1556501154,378797,1133
X,1556501155,378359,1418
X,1556501155,378558,1105
X,1556501156,378920,1015
X,1556501156,378788,1595
X,1556501157,378810,977
X,1556501157,378701,1036
X,1556501157,378834,671
X,1556501158,378778,754
X,1556501158,378781,5124
X,1556501159,379011,1866
X,1556501159,378923,1150
X,1556501160,378830,1055
X,1556501160,379121,875
X,1556501161,378992,1237
X,1556501162,378946,1523
X,1556501162,379162,614
X,1556501163,378900,1386
X,1556501163,378994,543
X,1556501164,379158,548
X,1556501164,378857,1264
X,1556501165,378900,702
X,1556501166,379115,1169
X,1556501166,379036,1046
X,1556501167,379052,1055
X,1556501167,379083,810
X,1556501168,379247,896
X,1556501168,379186,1557
X,1556501169,379155,605
X,1556501170,379236,1011
X,1556501170,379172,872
X,1556501171,379133,668
X,1556501171,379069,594
X,1556501172,379312,527
X,1556501172,379254,1101
X,1556501173,379129,759
X,1556501174,379167,853
X,1556501174,379298,723
X,1556501175,379157,943
X,1556501175,379237,738
A,1556501175,379095,534
T,1556501176,2795
U,1556501176,64657
X,1556501177,379292,318
X,1556501178,379319,603
X,1556501178,379451,601
X,1556501179,379347,1235
X,1556501180,379447,546
X,1556501180,379519,833
X,1556501181,379688,797
P,1556501181,5310
X,1556501181,379471,890
X,1556501182,379407,629
X,1556501182,379486,831
X,1556501183,379673,822
X,1556501184,379429,635
X,1556501184,379446,717
X,1556501185,379460,2795
X,1556501185,378902,4178
X,1556501186,378914,10650
X,1556501186,379047,1359
X,1556501187,379275,8671
X,1556501188,379287,1341
