H,1551155328,147519
T,1551155328,2750
X,1551155330,419581,577
X,1551155331,419705,334
X,1551155331,419732,408
X,1551155332,419704,631
X,1551155333,419811,566
X,1551155333,420445,876
X,1551155334,419946,798
X,1551155334,419596,420
X,1551155335,419443,369
X,1551155335,419373,572
X,1551155336,419610,445
X,1551155337,419785,3183
X,1551155337,419569,1528
X,1551155337,419105,592
X,1551155337,418943,435
X,1551155338,418878,312
X,1551155338,418928,551
X,1551155339,419335,437
X,1551155340,419960,737
X,1551155340,419486,534
X,1551155341,419241,433
X,1551155341,419093,460
A,1551155341,419495,1567
T,1551155341,2750
X,1551155343,419883,1016
X,1551155344,419420,428
X,1551155344,419334,315
P,1551155344,5086
X,1551155345,419225,445
X,1551155345,419175,563
X,1551155346,419562,644
X,1551155347,420206,897
X,1551155347,419707,712
X,1551155348,419477,480
X,1551155348,419337,586
X,1551155349,419242,521
X,1551155349,419496,701
X,1551155350,420294,1673
X,1551155351,421139,1162
X,1551155351,420193,973
X,1551155352,419662,627
X,1551155352,419374,359
X,1551155353,419536,691
X,1551155353,420008,644
X,1551155354,420380,1555
X,1551155355,419681,472
X,1551155355,419523,684
X,1551155356,419315,380
X,1551155356,419353,800
A,1551155356,419541,1031
T,1551155356,2750
X,1551155358,419715,569
X,1551155359,419427,590
X,1551155359,419350,841
X,1551155360,419748,769
X,1551155361,420388,1058
X,1551155361,419635,532
X,1551155362,419404,511
X,1551155362,419316,434
X,1551155363,419237,428
X,1551155363,419523,602
X,1551155364,420262,1030
X,1551155364,419821,1033
X,1551155365,419566,432
X,1551155366,419398,455
X,1551155366,419431,702
X,1551155367,419872,746
X,1551155367,420504,878
X,1551155368,419780,796
X,1551155368,419510,428
X,1551155369,419296,269
X,1551155370,419242,258
X,1551155370,419298,957
X,1551155371,419971,999
A,1551155371,419561,1267
T,1551155371,2750
X,1551155373,419464,224
X,1551155373,419513,414
X,1551155374,419796,651
X,1551155374,420359,829
P,1551155374,5112
X,1551155375,420254,1267
X,1551155376,419854,370
X,1551155376,419663,411
X,1551155377,419557,197
X,1551155377,419500,386
X,1551155378,419998,775
X,1551155378,420571,915
X,1551155378,419888,763
X,1551155379,419656,276
X,1551155379,419513,484
X,1551155380,419556,243
X,1551155380,419949,733
X,1551155381,420543,1392
X,1551155381,419907,483
X,1551155382,419680,506
X,1551155383,419541,477
X,1551155383,419546,504
X,1551155384,419869,708
A,1551155384,419769,1107
T,1551155384,2750
X,1551155386,418349,407
X,1551155386,418291,426
X,1551155387,418513,515
X,1551155387,419152,1211
X,1551155388,419557,1097
X,1551155388,418993,521
X,1551155389,418756,251
X,1551155390,418662,368
X,1551155390,418887,826
X,1551155391,419529,853
X,1551155391,419557,1231
X,1551155392,419105,518
X,1551155392,418931,530
X,1551155393,418822,466
X,1551155394,419095,608
X,1551155394,419676,801
X,1551155395,419772,1386
X,1551155395,419250,448
X,1551155396,419088,410
X,1551155396,418937,282
X,1551155397,419172,514
X,1551155398,419776,1043
X,1551155398,420299,1326
X,1551155399,419640,701
X,1551155399,419303,234
X,1551155400,419136,342
A,1551155400,419006,1385
T,1551155400,2750
X,1551155402,419711,741
X,1551155402,419416,438
X,1551155403,419129,552
X,1551155403,419083,249
P,1551155404,5110
X,1551155404,419329,842
X,1551155405,419965,1303
X,1551155405,419979,1634
X,1551155406,419340,400
X,1551155406,419135,277
X,1551155407,418972,367
X,1551155407,419096,428
X,1551155408,419455,764
X,1551155409,420339,825
X,1551155409,420611,885
X,1551155410,420119,565
X,1551155410,420261,474
X,1551155411,420045,562
X,1551155411,421032,1279
X,1551155412,421401,1184
X,1551155413,421165,265
X,1551155413,420907,454
X,1551155414,420359,438
X,1551155414,420236,725
X,1551155415,420448,656
A,1551155415,419857,2193
T,1551155415,2750
X,1551155417,420028,504
X,1551155417,419945,592
X,1551155418,420146,562
X,1551155419,420698,625
X,1551155419,420380,1517
X,1551155419,420123,489
X,1551155419,420086,503
X,1551155420,420006,402
X,1551155420,420215,768
X,1551155421,420943,613
X,1551155422,421214,1533
X,1551155422,420612,293
X,1551155423,420551,414
X,1551155423,420494,356
X,1551155424,420406,301
X,1551155424,420728,626
X,1551155425,421403,811
