H,1553312056,147519
R,1553312056,700D9B77F
X,1553312058,412933,312
X,1553312059,412812,632
X,1553312059,412859,976
X,1553312060,412781,984
X,1553312060,412797,654
X,1553312061,412811,614
X,1553312062,412753,381
X,1553312062,412647,439
X,1553312063,412762,613
X,1553312063,412785,1131
X,1553312064,412688,865
X,1553312064,412843,575
X,1553312065,412856,754
X,1553312066,412764,328
X,1553312066,412811,1122
X,1553312067,412929,848
X,1553312067,412816,932
X,1553312068,412783,447
X,1553312068,412606,802
X,1553312069,412673,895
X,1553312070,412714,482
X,1553312070,412764,1269
X,1553312071,412684,669
A,1553312071,412775,327
T,1553312071,2784
R,1553312071,700D9B77F
X,1553312073,412698,1201
X,1553312073,412759,643
X,1553312074,412760,888
X,1553312074,412752,903
X,1553312075,412747,483
X,1553312075,412808,574
X,1553312076,412787,488
X,1553312077,412613,440
X,1553312077,412648,937
X,1553312078,412763,921
X,1553312078,412477,965
X,1553312079,412497,2794
X,1553312079,412667,547
X,1553312080,412549,446
X,1553312081,412682,458
X,1553312081,412781,829
X,1553312082,412836,356
X,1553312082,412756,622
P,1553312082,4987
X,1553312083,412630,761
X,1553312083,412559,1018
X,1553312084,412695,654
X,1553312085,412697,902
X,1553312085,412511,428
A,1553312085,412695,359
T,1553312085,2784
R,1553312085,700D9B77F
X,1553312086,412693,460
X,1553312087,412741,1609
X,1553312087,412876,1602
X,1553312088,412883,753
X,1553312088,412804,440
X,1553312089,412782,567
X,1553312089,412833,830
X,1553312090,412907,943
X,1553312091,412854,743
X,1553312091,412827,595
X,1553312092,412828,646
X,1553312092,412732,227
X,1553312093,412777,399
X,1553312093,412906,881
X,1553312094,412824,1020
X,1553312095,412820,662
X,1553312095,412754,619
X,1553312096,412684,465
X,1553312096,412726,316
X,1553312097,412829,646
X,1553312097,412897,531
X,1553312098,412920,1436
X,1553312099,412794,695
X,1553312099,412801,550
A,1553312099,412806,223
T,1553312099,2784
R,1553312099,700D9B77F
X,1553312101,412699,756
X,1553312102,412689,666
X,1553312102,412732,690
X,1553312103,412605,438
X,1553312103,412621,336
X,1553312104,412732,1073
X,1553312104,412704,727
X,1553312105,412745,699
X,1553312106,412735,679
X,1553312106,412777,602
X,1553312107,412756,372
X,1553312107,412729,573
X,1553312108,412790,561
X,1553312108,412760,799
X,1553312109,412744,1100
X,1553312110,412759,837
X,1553312110,412734,390
X,1553312111,412726,720
X,1553312111,412798,960
P,1553312111,4988
X,1553312112,412876,639
X,1553312112,412901,1383
X,1553312113,412884,745
X,1553312114,412889,431
A,1553312114,412750,284
T,1553312114,2784
R,1553312114,700D9B77F
X,1553312116,412731,778
X,1553312116,412748,1351
X,1553312117,412760,415
X,1553312117,412780,700
X,1553312118,412783,340
X,1553312118,412766,398
X,1553312119,412801,1149
X,1553312120,412775,1029
X,1553312120,412731,614
X,1553312121,412731,790
X,1553312121,412678,415
X,1553312122,412669,313
X,1553312122,412650,380
X,1553312123,412731,1109
X,1553312124,412757,847
X,1553312124,412814,669
X,1553312125,412782,590
X,1553312125,412726,426
X,1553312126,412648,677
X,1553312126,412770,678
X,1553312126,412710,500
X,1553312126,412683,835
X,1553312127,412691,480
X,1553312128,412738,448
A,1553312128,412729,166
T,1553312128,2784
R,1553312128,700D9B77F
X,1553312130,412796,994
X,1553312130,412805,988
X,1553312131,412782,339
X,1553312131,412802,515
X,1553312132,412716,598
X,1553312132,412780,971
X,1553312133,412800,913
X,1553312134,412791,966
X,1553312134,412744,960
X,1553312135,412761,683
X,1553312135,412720,601
X,1553312136,412642,757
X,1553312136,412703,1007
X,1553312137,412689,702
X,1553312138,412634,490
X,1553312138,412594,564
X,1553312139,412506,482
X,1553312139,412384,542
X,1553312140,412578,531
X,1553312140,412702,553
P,1553312141,4985
X,1553312141,412701,723
A,1553312141,412696,421
T,1553312141,2784
R,1553312141,700D9B77F
X,1553312143,412510,488
X,1553312144,412579,710
X,1553312144,412626,802
X,1553312145,412658,736
X,1553312145,412568,798
X,1553312146,412607,734
X,1553312146,412509,492
X,1553312147,412541,499
X,1553312147,412674,925
X,1553312148,412720,964
X,1553312149,412688,369
X,1553312149,412556,578
X,1553312150,412508,605
