H,1552964933,147519
T,1552964933,2749
R,1552964933,700D9B77F
X,1552964935,412375,670
X,1552964936,412365,486
X,1552964936,412347,355
X,1552964937,412325,945
X,1552964937,412359,562
X,1552964938,412306,1369
X,1552964938,412305,674
X,1552964939,412302,609
X,1552964940,412290,485
X,1552964940,412273,575
X,1552964941,412243,870
X,1552964941,412194,735
X,1552964942,412230,701
X,1552964942,412276,554
X,1552964943,412303,357
X,1552964944,412292,1103
X,1552964944,412365,584
X,1552964945,412274,903
X,1552964945,412281,646
X,1552964946,412304,522
X,1552964946,412279,435
X,1552964947,412276,551
A,1552964947,412298,181
T,1552964947,2749
R,1552964947,700D9B77F
X,1552964949,412511,540
X,1552964950,412491,463
X,1552964950,412433,391
X,1552964951,412436,455
X,1552964951,412443,1294
X,1552964952,412492,609
X,1552964952,412491,591
X,1552964953,412433,872
P,1552964953,5038
X,1552964954,412848,1410
X,1552964954,412588,1512
X,1552964955,412720,531
X,1552964955,412609,436
X,1552964956,412586,298
X,1552964956,412539,467
X,1552964957,412498,530
X,1552964957,412398,903
X,1552964958,412426,847
X,1552964959,412402,664
X,1552964959,412418,585
X,1552964960,412436,488
X,1552964960,412481,725
X,1552964961,412418,1026
X,1552964961,412436,878
X,1552964962,412430,618
A,1552964962,412483,322
T,1552964962,2750
R,1552964962,700D9B77F
X,1552964964,412431,979
X,1552964965,412330,953
X,1552964965,412343,670
X,1552964966,412346,577
X,1552964966,412365,339
X,1552964967,412335,556
X,1552964967,412391,1127
X,1552964968,412320,928
X,1552964969,412262,692
X,1552964969,412129,627
X,1552964970,412051,487
X,1552964970,412053,519
X,1552964971,412084,912
X,1552964971,412153,448
X,1552964972,412128,807
X,1552964973,412164,649
X,1552964973,412186,608
X,1552964973,412211,490
X,1552964973,412219,1091
X,1552964974,412311,683
X,1552964974,412276,955
X,1552964975,412327,456
A,1552964975,412240,380
T,1552964975,2750
R,1552964975,700D9B77F
X,1552964977,412290,600
X,1552964977,412217,1020
X,1552964978,412251,466
X,1552964979,412241,450
X,1552964979,412184,619
X,1552964980,412368,696
X,1552964980,412382,924
X,1552964981,412358,814
X,1552964981,412319,863
X,1552964982,412354,703
P,1552964982,5037
X,1552964983,412321,704
X,1552964983,412302,799
X,1552964984,412344,636
X,1552964984,412289,522
X,1552964985,412254,626
X,1552964985,412272,697
X,1552964986,412285,547
X,1552964987,412264,908
X,1552964987,412337,624
X,1552964988,412308,910
X,1552964988,412304,545
A,1552964988,412301,198
T,1552964988,2750
R,1552964989,700D9B77F
X,1552964990,412394,636
X,1552964991,412321,979
X,1552964991,412322,622
X,1552964992,412258,622
X,1552964992,412123,436
X,1552964993,412167,764
X,1552964994,412178,641
X,1552964994,412274,653
X,1552964995,412297,706
X,1552964995,412304,522
X,1552964996,412273,698
X,1552964996,412341,842
X,1552964997,412246,1852
X,1552964998,412327,842
X,1552964998,412301,457
X,1552964999,412290,688
X,1552964999,412294,567
X,1552965000,412426,934
X,1552965000,412361,713
X,1552965001,412415,559
X,1552965002,412508,719
A,1552965002,412308,385
T,1552965002,2750
R,1552965002,700D9B77F
X,1552965004,412477,889
X,1552965004,412485,387
X,1552965005,412438,416
X,1552965005,412391,779
X,1552965006,412441,753
X,1552965006,412362,1053
X,1552965007,412421,856
X,1552965008,412371,855
X,1552965008,412377,483
X,1552965009,412392,520
X,1552965009,412451,865
X,1552965010,412388,664
X,1552965010,412209,710
X,1552965011,412124,914
X,1552965011,412226,245
X,1552965012,412232,499
P,1552965012,5037
X,1552965013,412239,918
X,1552965013,412226,937
X,1552965014,412280,702
X,1552965014,412259,445
X,1552965014,412158,373
A,1552965014,412329,361
T,1552965014,2750
R,1552965014,700D9B77F
X,1552965016,412228,1231
X,1552965016,412337,1529
X,1552965017,411467,4790
X,1552965018,412215,458
X,1552965018,412165,740
X,1552965019,412073,1278
X,1552965019,412138,620
X,1552965020,412119,691
X,1552965020,412070,470
X,1552965021,412062,852
X,1552965022,412073,888
X,1552965022,412028,561
X,1552965023,412019,677
X,1552965023,412046,650
X,1552965024,412127,411
X,1552965024,412231,1871
X,1552965025,412388,1422
X,1552965026,412562,472
X,1552965026,412435,404
X,1552965027,412392,581
