H,1552623605,147519
T,1552623605,2797
U,1552623606,64657
X,1552623607,411867,363
X,1552623608,411772,1546
X,1552623608,411579,586
X,1552623609,411579,1651
X,1552623610,411501,487
X,1552623610,411388,509
X,1552623611,411403,1766
X,1552623611,411411,545
X,1552623612,411141,1424
X,1552623612,411326,466
X,1552623613,411413,350
X,1552623614,411340,1996
X,1552623614,411421,490
X,1552623615,411515,466
X,1552623615,411641,1829
P,1552623616,5051
X,1552623616,411663,528
X,1552623616,411447,2372
X,1552623617,411445,394
X,1552623618,411405,485
X,1552623618,411380,2536
X,1552623619,411384,350
X,1552623619,411295,2899
X,1552623620,411404,434
X,1552623620,411269,1433
X,1552623620,411607,936
X,1552623621,411490,554
X,1552623621,411486,1557
X,1552623622,411572,629
X,1552623622,411541,1914
X,1552623623,411547,502
X,1552623623,411372,905
X,1552623624,411594,1002
X,1552623624,411270,251
A,1552623624,411479,597
T,1552623625,2797
U,1552623625,64657
X,1552623626,411475,2317
X,1552623627,411398,314
X,1552623628,411380,2138
X,1552623628,411483,370
X,1552623629,411425,2032
X,1552623629,411468,352
X,1552623630,411528,344
X,1552623630,411617,2060
X,1552623631,411770,464
X,1552623632,411642,1491
X,1552623632,411746,425
X,1552623633,411641,317
X,1552623633,411473,2050
X,1552623634,411647,436
X,1552623634,411575,2305
X,1552623635,411719,490
X,1552623636,411720,464
X,1552623636,411364,2057
X,1552623637,410768,855
X,1552623637,410481,1825
X,1552623638,410882,1484
X,1552623638,411252,584
X,1552623639,411364,2107
X,1552623640,411400,626
X,1552623640,411262,2137
X,1552623641,411381,495
X,1552623641,411122,1377
X,1552623642,411252,813
X,1552623642,411263,512
X,1552623643,411337,2213
X,1552623644,411490,659
X,1552623644,411495,596
X,1552623645,411470,2678
P,1552623645,5057
X,1552623645,411394,17805
X,1552623646,410942,1620
X,1552623646,411341,490
X,1552623647,411172,1290
X,1552623647,411316,432
A,1552623647,411453,1002
T,1552623648,2797
U,1552623648,64657
X,1552623649,410718,1576
X,1552623650,410807,477
X,1552623651,410978,506
X,1552623651,411189,1424
X,1552623652,411156,395
X,1552623652,411072,1472
X,1552623653,411091,500
X,1552623653,410919,4098
X,1552623654,410831,1219
X,1552623655,410933,1357
X,1552623655,410883,565
X,1552623656,410876,2245
X,1552623656,410919,493
X,1552623657,410859,1156
X,1552623657,411030,958
X,1552623658,410851,486
X,1552623659,410663,1653
X,1552623659,410977,434
X,1552623660,411118,1309
X,1552623660,411260,603
X,1552623661,411345,542
X,1552623661,410893,898
X,1552623661,411161,417
X,1552623662,410735,1715
X,1552623662,410645,594
X,1552623663,410844,726
X,1552623663,410988,1715
X,1552623664,410691,655
X,1552623664,410709,1797
X,1552623665,410773,639
X,1552623666,410578,2199
X,1552623666,410626,586
X,1552623667,410729,540
X,1552623667,410858,1681
X,1552623668,410906,676
A,1552623668,410928,719
T,1552623668,2797
U,1552623668,64657
X,1552623670,410949,1202
X,1552623670,411133,474
X,1552623671,411207,1487
X,1552623671,411253,894
X,1552623672,410638,869
X,1552623673,410713,2037
X,1552623673,410674,715
X,1552623674,410565,2249
P,1552623674,5055
X,1552623674,411143,498
X,1552623675,411054,1623
X,1552623675,410004,935
X,1552623676,410080,1062
X,1552623677,410721,511
X,1552623677,410993,695
X,1552623678,411115,1682
X,1552623678,411234,483
X,1552623679,411109,1397
X,1552623679,411142,454
X,1552623680,411030,817
X,1552623681,411173,453
X,1552623681,411016,193
X,1552623682,410889,2322
X,1552623682,411008,415
X,1552623683,410943,2046
X,1552623683,411057,605
X,1552623684,411226,1758
X,1552623685,411316,409
X,1552623685,411166,1014
X,1552623686,411310,657
X,1552623686,411337,614
X,1552623687,411265,1892
X,1552623687,411053,642
X,1552623688,411004,1765
X,1552623689,410607,1354
X,1552623689,410416,936
A,1552623689,410982,1333
T,1552623689,2797
U,1552623690,64657
X,1552623691,411280,1250
X,1552623692,411283,450
X,1552623692,411355,1231
X,1552623693,411418,1142
X,1552623693,410933,637
X,1552623694,410899,1065
X,1552623694,410941,538
X,1552623695,410776,1765
X,1552623696,410721,552
X,1552623696,410670,419
X,1552623697,411033,1485
X,1552623697,411158,1040
X,1552623698,411031,2037
X,1552623698,410891,381
X,1552623699,411203,391
X,1552623700,411363,686
X,1552623700,411481,610
