H,1552259338,147519
T,1552259338,2802
X,1552259340,415255,546
X,1552259341,414863,745
X,1552259341,414609,695
X,1552259342,413655,1515
X,1552259342,413869,1447
X,1552259342,414074,1185
X,1552259343,414368,1315
X,1552259343,414366,1703
X,1552259344,414633,947
X,1552259344,414683,907
X,1552259345,415447,1047
X,1552259345,416364,807
X,1552259346,416541,959
X,1552259347,416250,1222
X,1552259347,415566,1046
X,1552259348,415382,1148
X,1552259348,416095,471
X,1552259349,415949,677
X,1552259349,415837,1243
P,1552259349,5063
X,1552259350,416050,944
X,1552259351,416226,385
X,1552259351,416392,672
X,1552259352,416451,656
X,1552259352,416388,521
X,1552259353,416627,669
X,1552259353,416483,1121
X,1552259354,416392,411
X,1552259355,416407,257
X,1552259355,416255,667
X,1552259356,416244,566
X,1552259356,415930,578
A,1552259356,415917,2018
T,1552259356,2802
X,1552259358,416262,693
X,1552259359,415905,843
X,1552259359,415503,803
X,1552259360,415940,1250
X,1552259360,416318,1065
X,1552259361,416405,936
X,1552259362,416147,1349
X,1552259362,415517,1283
X,1552259363,415239,862
X,1552259363,415698,846
X,1552259364,416381,750
X,1552259364,416414,440
X,1552259365,416351,1182
X,1552259366,416373,1195
X,1552259366,416148,687
X,1552259367,416037,416
X,1552259367,415990,1031
X,1552259368,416251,733
X,1552259368,416029,792
X,1552259369,416169,1117
X,1552259370,416221,365
X,1552259370,416268,587
X,1552259371,416326,499
X,1552259371,416138,849
X,1552259372,416231,644
X,1552259372,416305,658
X,1552259373,416200,1078
X,1552259374,416555,1206
X,1552259374,416579,977
X,1552259375,416103,619
A,1552259375,416122,1340
T,1552259375,2802
X,1552259377,416763,412
X,1552259377,416892,1026
X,1552259378,417335,1260
X,1552259378,417296,672
X,1552259379,417405,1543
X,1552259379,416350,1261
P,1552259380,5066
X,1552259380,416064,590
X,1552259381,415965,897
X,1552259381,416008,1234
X,1552259382,416196,728
X,1552259382,416311,998
X,1552259383,415555,1467
X,1552259383,415470,1268
X,1552259383,415708,907
X,1552259384,416113,1073
X,1552259384,416164,867
X,1552259385,416215,702
X,1552259385,415899,713
X,1552259386,416047,965
X,1552259386,415965,731
X,1552259387,416301,1533
X,1552259388,416540,565
X,1552259388,416517,1072
X,1552259389,416368,558
X,1552259389,416286,864
X,1552259390,416086,476
X,1552259390,415607,848
X,1552259391,415412,1136
X,1552259392,416193,988
X,1552259392,416483,442
X,1552259393,416322,687
A,1552259393,416223,1689
T,1552259393,2802
X,1552259395,416400,710
X,1552259395,416278,1178
X,1552259396,416553,934
X,1552259396,416292,975
X,1552259397,415958,688
X,1552259397,415849,564
X,1552259398,415570,734
X,1552259399,415547,691
X,1552259399,416009,1176
X,1552259400,416266,723
X,1552259400,416244,832
X,1552259401,416288,797
X,1552259401,416409,354
X,1552259402,416266,774
X,1552259403,416267,1247
X,1552259403,416320,988
X,1552259404,416029,858
X,1552259404,416088,966
X,1552259405,416380,690
X,1552259405,416255,588
X,1552259406,416235,416
X,1552259407,416041,569
X,1552259407,416027,1121
X,1552259408,415779,997
A,1552259408,416138,1006
T,1552259408,2802
P,1552259409,5063
X,1552259410,416172,685
X,1552259410,415990,1052
X,1552259411,415492,730
X,1552259411,415880,1004
X,1552259412,416301,821
X,1552259413,415820,1126
X,1552259413,414944,670
X,1552259414,414807,936
X,1552259414,415189,552
X,1552259415,415459,1118
X,1552259415,415945,939
X,1552259416,416024,1408
X,1552259416,416033,1321
X,1552259417,416214,817
X,1552259418,415993,877
X,1552259418,416186,504
X,1552259419,416387,632
X,1552259419,416368,757
X,1552259420,416252,770
X,1552259420,416252,759
X,1552259421,416321,999
X,1552259422,416544,202
X,1552259422,416325,555
X,1552259423,416209,652
X,1552259423,416441,741
X,1552259424,416516,1051
X,1552259424,416452,1202
X,1552259424,416391,873
A,1552259424,416036,1737
T,1552259424,2802
X,1552259426,416317,656
X,1552259427,416287,890
X,1552259427,416400,1159
X,1552259428,416377,1210
X,1552259428,416278,752
X,1552259429,416289,886
X,1552259429,416186,448
X,1552259430,416205,745
X,1552259431,416128,1086
X,1552259431,416213,1161
X,1552259432,416294,440
X,1552259432,416237,916
X,1552259433,416214,288
X,1552259433,416307,478
X,1552259434,416104,458
