
690859,388062,1764
X,1559690860,387925,881
X,1559690860,387993,1451
X,1559690861,387994,1046
X,1559690862,387931,880
X,1559690862,387852,1530
X,1559690863,387984,826
X,1559690863,387869,1100
X,1559690864,387951,761
X,1559690864,387951,1263
X,1559690865,387970,584
X,1559690865,387945,858
X,1559690866,387931,732
P,1559690866,5177
X,1559690867,387939,1009
X,1559690867,388056,913
X,1559690868,387921,904
X,1559690868,387910,844
X,1559690869,387896,1207
X,1559690869,388012,850
X,1559690870,387990,745
X,1559690871,388030,723
A,1559690871,387955,197
T,1559690871,2954
U,1559690871,64657
X,1559690873,387957,543
X,1559690873,387859,684
X,1559690874,387908,838
X,1559690874,387886,689
X,1559690875,387883,1205
X,1559690875,387892,1081
X,1559690876,387831,1066
X,1559690877,387882,965
X,1559690877,387860,872
X,1559690878,387948,981
X,1559690878,387822,854
X,1559690879,387872,943
X,1559690879,387903,1001
X,1559690880,388004,991
X,1559690881,387985,637
X,1559690881,387946,1294
X,1559690882,387964,946
X,1559690882,387967,914
X,1559690883,388004,874
X,1559690883,388034,562
X,1559690884,388051,10010
X,1559690885,388341,2349
X,1559690885,387473,1659
X,1559690886,387781,734
X,1559690886,387740,861
X,1559690887,387811,996
X,1559690887,387622,2519
X,1559690888,387750,963
X,1559690888,387772,1243
X,1559690889,387804,637
A,1559690889,387891,294
T,1559690889,2954
U,1559690890,64657
X,1559690891,387825,511
X,1559690892,387830,711
X,1559690892,387828,1120
X,1559690893,387804,648
X,1559690893,387803,991
X,1559690894,387859,457
X,1559690894,387859,777
X,1559690894,387895,1099
X,1559690895,387907,616
X,1559690895,387981,969
P,1559690896,5194
X,1559690896,388053,860
X,1559690896,388050,545
X,1559690897,388065,976
X,1559690897,388010,1005
X,1559690898,387893,2842
X,1559690899,387972,3658
X,1559690899,388042,3200
X,1559690900,387243,13945
X,1559690900,386065,14539
X,1559690901,387582,10770
X,1559690901,388223,8431
X,1559690902,389099,13194
X,1559690903,387593,5341
X,1559690903,388316,17591
X,1559690904,388369,13988
X,1559690904,388891,20918
X,1559690905,388709,30604
