H,1551156569,147519
T,1551156569,2750
X,1551156570,419825,622
X,1551156571,419575,509
X,1551156571,419605,671
X,1551156572,420276,746
X,1551156573,420459,1246
X,1551156573,420018,475
X,1551156574,419917,265
X,1551156574,419781,258
X,1551156575,419814,655
X,1551156575,420203,482
X,1551156576,420704,788
X,1551156577,420359,489
X,1551156577,420187,478
X,1551156578,420029,461
X,1551156578,419957,387
P,1551156579,5085
X,1551156579,420272,748
X,1551156579,420637,935
X,1551156580,420280,726
X,1551156581,420285,415
X,1551156581,420175,249
X,1551156582,420149,320
A,1551156582,420102,1129
T,1551156582,2750
X,1551156584,420488,537
X,1551156584,420286,519
X,1551156585,420019,266
X,1551156585,420261,734
X,1551156586,420911,575
X,1551156587,420961,892
X,1551156587,420507,514
X,1551156588,420470,240
X,1551156588,420403,246
X,1551156589,420577,622
X,1551156589,421091,761
X,1551156590,421224,1121
X,1551156590,420769,311
X,1551156591,420547,400
X,1551156592,420397,438
X,1551156592,420636,781
X,1551156593,421189,781
X,1551156593,421377,1262
X,1551156594,420809,512
X,1551156594,420647,525
X,1551156595,420497,254
X,1551156596,420515,400
A,1551156596,420599,1170
T,1551156596,2750
X,1551156598,420912,560
X,1551156598,420641,499
X,1551156599,420358,537
X,1551156599,420338,834
X,1551156600,421133,968
X,1551156600,421450,929
X,1551156601,420815,519
X,1551156602,420684,508
X,1551156602,420548,608
X,1551156603,420631,456
X,1551156603,421182,555
X,1551156604,421364,1324
X,1551156604,420830,504
X,1551156605,420754,440
X,1551156606,420517,343
X,1551156606,420569,471
X,1551156607,420988,508
X,1551156607,421504,665
X,1551156608,420934,436
X,1551156608,420632,511
P,1551156608,5108
X,1551156608,420426,390
A,1551156608,420792,1166
T,1551156608,2750
X,1551156610,421460,748
X,1551156610,420916,978
X,1551156611,420689,565
X,1551156612,420336,496
X,1551156612,420143,462
X,1551156613,420330,670
X,1551156613,420954,654
X,1551156614,421251,663
X,1551156614,420672,384
X,1551156615,420411,325
X,1551156616,420219,363
X,1551156616,420252,565
X,1551156617,420314,350
X,1551156617,420634,946
X,1551156618,421471,903
X,1551156618,421280,1020
X,1551156619,420758,739
X,1551156620,420533,520
X,1551156620,420427,768
X,1551156621,420691,666
X,1551156621,421091,554
A,1551156621,420677,1328
T,1551156621,2750
X,1551156623,420168,306
X,1551156624,420254,635
X,1551156624,420548,856
X,1551156625,421274,803
X,1551156626,420802,808
X,1551156626,420520,559
X,1551156627,420359,284
X,1551156627,420224,436
X,1551156628,420373,693
X,1551156628,421011,788
X,1551156629,420850,1107
X,1551156629,420413,385
X,1551156630,420204,395
X,1551156631,419981,297
X,1551156631,419942,397
X,1551156632,420457,648
X,1551156632,420588,1146
X,1551156633,420075,554
X,1551156633,419920,476
X,1551156634,419855,419
X,1551156635,420020,576
X,1551156635,420359,720
A,1551156635,420337,1419
T,1551156635,2750
X,1551156637,420088,402
X,1551156638,419950,406
P,1551156638,5110
X,1551156638,420100,539
X,1551156639,420437,19740
X,1551156639,419754,1818
X,1551156640,419341,690
X,1551156641,419402,3028
X,1551156641,419275,439
X,1551156642,419220,360
X,1551156642,419363,770
X,1551156643,419937,781
X,1551156643,420350,1521
X,1551156644,419965,545
X,1551156645,419889,422
X,1551156645,419876,405
X,1551156646,420115,690
X,1551156646,420504,706
X,1551156647,420887,1012
X,1551156647,420323,483
X,1551156648,420079,357
X,1551156649,420063,471
X,1551156649,420354,399
X,1551156649,420707,561
X,1551156649,421340,812
X,1551156650,420794,618
A,1551156650,420064,2120
T,1551156650,2750
X,1551156652,420283,364
X,1551156652,420621,754
X,1551156653,421177,1269
X,1551156653,420927,905
X,1551156654,420661,526
X,1551156655,420521,530
X,1551156655,420325,348
X,1551156656,420389,435
X,1551156656,420754,741
X,1551156657,421436,965
X,1551156657,420824,876
X,1551156658,420607,344
X,1551156659,420495,288
X,1551156659,420674,525
X,1551156660,421004,739
X,1551156660,421421,713
X,1551156661,421211,905
X,1551156661,420942,368
X,1551156662,420883,361
X,1551156663,420824,196
X,1551156663,420952,591
A,1551156663,420787,1153
T,1551156663,2750
X,1551156665,420801,504
X,1551156666,420620,410
