H,1553128200,147519
P,1553128200,5050
P,1553128229,5050
P,1553128259,5053
D,1553128281,243712
D,1553128283,237056
R,1553128283,5C00DDFC91
R,1553128283,5C00DDFC91
R,1553128283,5C00DDFC91
X,1553128285,352144,15967
X,1553128285,353297,8631
X,1553128286,353654,11836
X,1553128286,354715,3435
X,1553128287,354585,1263
X,1553128288,354825,1602
X,1553128288,354498,1416
P,1553128288,5039
X,1553128289,354519,2119
X,1553128289,354637,1267
X,1553128290,354655,1237
X,1553128290,354781,1141
X,1553128291,354568,747
X,1553128292,354000,779
X,1553128292,354238,885
X,1553128293,354134,1038
X,1553128293,354281,850
X,1553128294,354983,1384
X,1553128294,355699,811
X,1553128295,355794,844
X,1553128296,355773,2076
X,1553128296,355679,1005
X,1553128297,355147,868
X,1553128297,355295,2917
X,1553128298,354520,3067
X,1553128298,354899,5676
X,1553128299,356216,11767
X,1553128300,354959,4376
X,1553128300,355721,2280
X,1553128301,355141,6271
X,1553128301,355855,1382
X,1553128301,355875,1411
X,1553128301,356069,466
X,1553128302,355833,993
X,1553128303,355725,557
X,1553128303,355524,1459
X,1553128304,355467,768
X,1553128304,355152,1381
X,1553128305,355558,956
X,1553128305,355866,751
X,1553128306,357696,2857
X,1553128306,358356,2891
X,1553128307,358000,2759
X,1553128308,356929,3313
X,1553128308,359390,3349
X,1553128309,359042,9473
X,1553128309,358397,1888
X,1553128310,356452,2038
X,1553128310,354432,6652
X,1553128311,390518,34129
X,1553128312,150121,3456
X,1553128312,149895,1415
X,1553128313,148581,992
X,1553128313,147902,340
X,1553128314,147588,320
X,1553128314,147380,121
X,1553128315,147190,183
X,1553128316,147133,151
X,1553128316,146707,466
X,1553128317,146612,125
X,1553128317,146645,159
P,1553128317,5042
O,1553128318,146783,113
O,1553128318,146822,164
O,1553128319,146760,184
O,1553128320,146685,146
O,1553128320,146535,219
O,1553128321,146415,214
O,1553128321,146454,160
O,1553128322,146409,118
O,1553128322,146478,150
O,1553128323,146507,138
O,1553128324,146382,120
O,1553128324,146610,238
O,1553128325,146443,222
O,1553128325,146177,437
O,1553128326,145940,137
O,1553128326,146058,361
O,1553128327,146150,184
O,1553128328,145999,146
O,1553128328,145995,204
O,1553128329,145955,128
O,1553128329,145977,137
O,1553128330,145693,479
O,1553128330,145561,1384
O,1553128331,145602,660
O,1553128331,145815,319
O,1553128332,145798,286
O,1553128333,145877,183
O,1553128333,145924,351
O,1553128334,146049,115
O,1553128334,146147,157
O,1553128335,146205,117
O,1553128335,146185,92
O,1553128336,146173,132
O,1553128337,146180,96
O,1553128337,146181,131
O,1553128338,146289,191
O,1553128338,146642,581
O,1553128339,147931,1827
O,1553128339,148405,933
O,1553128340,147605,861
O,1553128341,146821,478
O,1553128341,146450,242
O,1553128342,146463,225
O,1553128342,146268,105
O,1553128342,146204,114
O,1553128342,146095,138
O,1553128343,146010,152
O,1553128344,145962,106
O,1553128344,146011,161
O,1553128345,146068,80
O,1553128345,146007,134
O,1553128346,145986,132
O,1553128346,145989,136
P,1553128346,5041
O,1553128347,145966,83
O,1553128348,145966,75
O,1553128348,145902,158
O,1553128349,145865,83
O,1553128349,146296,526
O,1553128350,146486,79
O,1553128350,146507,248
O,1553128351,146487,302
O,1553128352,146233,243
O,1553128352,146046,191
O,1553128353,145921,98
O,1553128353,145916,83
O,1553128354,145919,106
O,1553128354,145857,162
O,1553128355,145753,56
O,1553128356,145788,148
O,1553128356,145735,111
O,1553128357,145726,185
O,1553128357,145666,114
O,1553128358,145767,144
O,1553128358,145702,303
O,1553128359,145617,201
O,1553128359,145702,245
O,1553128360,145678,130
O,1553128361,145681,125
O,1553128361,145712,129
O,1553128362,145766,151
O,1553128362,145776,179
O,1553128363,145871,107
O,1553128363,145714,292
O,1553128364,145640,196
O,1553128365,145736,164
O,1553128365,145642,130
O,1553128366,145661,185
O,1553128366,145691,135
O,1553128367,145651,291
O,1553128367,145658,160
T,1553128368,2767
P,1553128377,5052
P,1553128406,5051
P,1553128435,5053
P,1553128465,5052
P,1553128494,5051
P,1553128523,5054
P,1553128552,5050
P,1553128582,5053
P,1553128611,5053
P,1553128640,5051
P,1553128670,5052
P,1553128700,5052
P,1553128729,5052
P,1553128758,5053
P,1553128788,5051
P,1553128817,5051
