,985,5073
D,1563212986,217088
D,1563212989,216576
D,1563212991,217344
D,1563212993,217088
D,1563212995,217088
D,1563212997,216832
D,1563213000,216064
D,1563213002,217088
D,1563213004,216832
D,1563213006,216832
D,1563213008,216832
D,1563213011,217344
D,1563213013,216832
P,1563213015,5076
D,1563213015,217344
D,1563213017,217088
D,1563213020,216832
D,1563213022,217088
D,1563213024,217344
D,1563213026,217088
D,1563213027,216320
D,1563213030,216832
D,1563213032,217600
D,1563213034,216320
D,1563213036,216576
D,1563213038,217088
D,1563213041,216576
D,1563213043,216832
P,1563213044,5074
D,1563213045,216576
D,1563213047,217088
D,1563213049,216832
D,1563213052,217600
D,1563213054,217344
D,1563213056,218112
D,1563213058,218624
D,1563213060,217600
D,1563213063,217600
D,1563213065,217344
D,1563213067,216832
D,1563213068,216576
D,1563213070,216832
D,1563213073,216832
P,1563213073,5075
D,1563213075,216832
D,1563213077,216320
D,1563213079,217088
D,1563213081,217088
D,1563213084,216576
D,1563213086,217600
D,1563213088,217088
D,1563213090,217088
D,1563213092,217088
D,1563213095,216832
D,1563213097,216320
D,1563213099,216832
D,1563213101,217088
P,1563213103,5073
D,1563213103,217088
D,1563213106,216832
D,1563213108,217088
D,1563213109,217344
D,1563213111,217600
D,1563213113,216320
D,1563213116,217088
D,1563213118,217856
D,1563213120,216832
D,1563213122,216832
D,1563213124,217088
D,1563213127,218112
D,1563213129,216576
D,1563213131,217088
P,1563213132,5073
D,1563213133,216320
D,1563213135,216832
D,1563213138,216320
D,1563213140,219136
D,1563213142,216576
D,1563213144,216832
D,1563213146,216832
D,1563213149,216320
D,1563213150,216320
D,1563213152,217088
D,1563213154,217344
D,1563213156,216832
D,1563213159,216064
D,1563213161,217856
P,1563213161,5073
D,1563213163,219392
D,1563213165,216832
D,1563213167,217600
D,1563213170,217344
D,1563213172,217088
D,1563213174,217088
D,1563213176,217856
D,1563213178,216832
D,1563213181,221440
D,1563213183,218368
D,1563213185,218624
D,1563213187,217344
D,1563213189,218624
P,1563213190,5075
D,1563213191,217344
D,1563213193,217600
D,1563213195,216576
D,1563213197,216320
D,1563213199,217344
D,1563213202,217088
D,1563213204,217344
D,1563213206,217088
D,1563213208,215296
D,1563213210,215040
D,1563213213,215296
D,1563213215,216064
D,1563213217,217088
D,1563213219,215808
P,1563213220,5075
D,1563213221,215808
