T,1558992127,2919
R,1558992127,5C00DDFC91
X,1558992129,366749,932
X,1558992129,366616,1116
X,1558992130,366699,638
X,1558992131,366729,735
X,1558992131,366534,871
X,1558992132,366571,834
X,1558992132,366656,725
X,1558992133,366498,1043
X,1558992133,366465,3648
X,1558992134,366524,915
X,1558992135,366823,851
X,1558992135,367110,4507
X,1558992136,366878,1882
X,1558992136,366851,1409
X,1558992137,367128,1450
X,1558992137,366784,1816
X,1558992138,366842,869
X,1558992139,366872,997
X,1558992139,366801,614
X,1558992140,366834,667
X,1558992140,366707,1336
X,1558992141,366778,896
P,1558992141,5287
X,1558992141,366723,946
X,1558992142,366608,981
X,1558992142,366717,780
X,1558992143,366475,5193
X,1558992144,366632,1117
X,1558992144,366602,791
X,1558992145,366559,4258
X,1558992145,366570,1385
X,1558992146,366740,809
X,1558992146,366731,7143
X,1558992147,366535,1223
X,1558992148,366588,911
X,1558992148,366492,5596
X,1558992149,366636,803
A,1558992149,366701,348
T,1558992149,2919
R,1558992149,5C00DDFC91
X,1558992151,366424,929
X,1558992151,366549,668
X,1558992152,366672,957
X,1558992153,366598,442
X,1558992153,366430,1282
X,1558992154,366531,753
X,1558992154,366633,575
X,1558992155,366479,5112
X,1558992155,366676,1099
X,1558992156,366761,813
X,1558992157,366758,631
X,1558992157,366384,2601
X,1558992158,366785,2514
X,1558992158,366626,849
X,1558992159,366706,738
X,1558992159,366831,1815
X,1558992160,366461,2309
X,1558992161,366569,895
X,1558992161,366691,1743
X,1558992161,366807,853
X,1558992161,366819,600
X,1558992162,366780,1943
X,1558992162,366602,1270
X,1558992163,366550,709
X,1558992164,366557,928
X,1558992164,366284,801
X,1558992165,366177,8914
X,1558992165,366351,2251
X,1558992166,366742,410
X,1558992166,366679,1003
X,1558992167,366346,5858
X,1558992167,366689,2231
X,1558992168,366629,1347
X,1558992169,366526,5175
X,1558992169,366685,1675
X,1558992170,366530,1801
P,1558992170,5320
X,1558992170,366247,9454
X,1558992171,366032,3780
X,1558992171,366468,1535
X,1558992172,366901,2257
X,1558992173,366817,1412
X,1558992173,366860,969
X,1558992174,366785,1083
X,1558992174,366851,759
X,1558992175,366851,993
A,1558992175,366657,576
T,1558992175,2919
R,1558992175,5C00DDFC91
X,1558992177,366963,867
X,1558992177,366897,4311
X,1558992178,366811,1787
X,1558992179,366887,2659
X,1558992179,366714,940
X,1558992180,366839,900
X,1558992180,366808,4238
X,1558992181,366980,1253
X,1558992181,366872,749
X,1558992182,366806,512
X,1558992183,366758,863
X,1558992183,366766,2153
X,1558992184,366712,1091
