H,1551468143,147519
R,1551468143,700D9B77F
X,1551468145,392098,1007
X,1551468146,392132,789
X,1551468146,392131,277
X,1551468147,392092,986
X,1551468147,392084,875
X,1551468148,391938,1182
X,1551468148,392009,861
X,1551468149,391999,671
X,1551468150,392104,455
X,1551468150,392146,496
X,1551468151,392128,716
X,1551468151,392193,231
X,1551468152,392220,844
X,1551468152,392158,1082
X,1551468153,392066,1614
X,1551468154,392065,470
X,1551468154,392048,623
X,1551468155,391970,457
X,1551468155,392016,744
X,1551468155,391918,786
X,1551468155,391929,438
X,1551468156,391932,1182
X,1551468157,391817,1168
X,1551468157,391893,800
X,1551468158,392010,783
X,1551468158,392046,746
A,1551468158,392056,327
T,1551468158,2803
R,1551468159,700D9B77F
X,1551468160,391961,512
X,1551468161,391956,481
X,1551468161,391940,660
X,1551468162,392100,1054
X,1551468162,392085,230
X,1551468163,392078,357
X,1551468164,392168,405
X,1551468164,392120,1057
X,1551468165,392139,1045
X,1551468165,392133,1121
X,1551468166,392115,988
X,1551468166,392094,945
X,1551468167,392136,475
X,1551468168,392116,542
X,1551468168,392131,905
X,1551468169,391827,602
X,1551468169,391898,1144
P,1551468170,5135
X,1551468170,391815,1072
X,1551468170,391650,1089
X,1551468171,391871,946
X,1551468172,391849,412
X,1551468172,391884,904
X,1551468173,392084,736
X,1551468173,391907,859
X,1551468174,391852,1081
X,1551468174,392019,487
X,1551468175,391783,1097
X,1551468176,391891,988
X,1551468176,392087,970
A,1551468176,392009,341
T,1551468176,2803
R,1551468176,700D9B77F
X,1551468178,392307,573
X,1551468179,392305,551
X,1551468179,392206,539
X,1551468180,391960,479
X,1551468180,391943,815
X,1551468181,391770,701
X,1551468181,391958,826
X,1551468182,391965,356
X,1551468183,391869,408
X,1551468183,391715,389
X,1551468184,391833,288
X,1551468184,391831,212
X,1551468185,391797,1087
X,1551468185,391795,940
X,1551468186,391906,507
X,1551468187,391848,795
X,1551468187,391841,674
X,1551468188,391773,213
X,1551468188,391887,394
X,1551468189,391902,1192
X,1551468189,391874,860
X,1551468190,391883,842
A,1551468190,391923,592
T,1551468190,2803
R,1551468190,700D9B77F
X,1551468192,391942,300
X,1551468193,391801,357
X,1551468193,391982,582
X,1551468194,391969,1059
X,1551468194,391776,341
X,1551468195,391951,380
X,1551468195,391840,749
X,1551468196,391883,313
X,1551468196,391991,384
X,1551468196,392006,605
X,1551468197,392000,1151
X,1551468197,391914,853
X,1551468198,391913,558
X,1551468198,391896,964
X,1551468199,391851,514
P,1551468199,5134
X,1551468200,391980,958
X,1551468200,391815,708
X,1551468201,391655,520
X,1551468201,391723,1154
X,1551468202,391459,1066
X,1551468202,391270,7671
X,1551468203,391767,1282
X,1551468203,391867,1104
X,1551468204,392033,636
X,1551468205,392129,671
X,1551468205,392041,547
X,1551468206,391917,883
A,1551468206,391915,474
T,1551468206,2803
R,1551468206,700D9B77F
X,1551468208,391885,448
X,1551468208,391885,343
X,1551468209,391844,424
X,1551468209,391968,606
X,1551468210,391913,639
X,1551468211,391752,548
X,1551468211,391909,709
X,1551468212,391837,323
X,1551468212,391818,319
X,1551468213,391985,798
X,1551468213,392067,809
X,1551468214,392195,939
X,1551468215,392176,1177
X,1551468215,392119,311
X,1551468216,392242,493
X,1551468216,392320,861
X,1551468217,392351,472
X,1551468217,392387,329
X,1551468218,392434,406
X,1551468219,392450,909
X,1551468219,392466,646
A,1551468219,392091,714
T,1551468219,2803
R,1551468219,700D9B77F
X,1551468221,392328,4881
X,1551468222,392303,939
X,1551468222,392258,422
X,1551468223,392274,1071
X,1551468223,392261,1899
X,1551468224,392700,2991
X,1551468224,393362,9436
X,1551468225,393548,8662
X,1551468226,392878,8056
X,1551468226,393409,1993
X,1551468227,393357,3175
X,1551468227,393444,3192
X,1551468228,393464,1381
X,1551468228,393442,867
X,1551468229,393341,781
P,1551468229,5133
X,1551468230,393649,5075
X,1551468230,390961,16949
X,1551468231,393755,1448
X,1551468231,393469,875
X,1551468232,393616,813
X,1551468232,393695,601
X,1551468233,393584,560
X,1551468234,393653,425
X,1551468234,393710,919
X,1551468235,393495,773
X,1551468235,393377,1039
X,1551468236,393459,976
X,1551468236,393457,691
