,368843,492
X,1554072181,368819,448
X,1554072182,368746,510
X,1554072182,368715,847
X,1554072183,368752,475
X,1554072183,368832,874
X,1554072184,368748,538
X,1554072185,368807,298
X,1554072185,368772,413
X,1554072186,368769,582
X,1554072186,368917,631
X,1554072187,368883,701
X,1554072187,368950,908
X,1554072188,368920,580
X,1554072189,368918,471
A,1554072189,368846,269
T,1554072189,2837
R,1554072189,5C00DDFC91
X,1554072191,368869,620
X,1554072191,368910,664
X,1554072192,368864,689
X,1554072192,368908,355
P,1554072192,4855
X,1554072193,368803,453
X,1554072193,368847,1569
X,1554072193,368718,3931
X,1554072194,368859,846
X,1554072194,368976,621
X,1554072195,369086,508
X,1554072195,368975,658
X,1554072196,368942,473
X,1554072196,368831,441
X,1554072197,368885,869
X,1554072198,369011,1158
X,1554072198,368857,2891
X,1554072199,368715,16197
X,1554072199,369142,6229
X,1554072200,368231,10529
X,1554072200,368726,791
X,1554072201,368699,374
X,1554072201,368640,1012
X,1554072202,368776,438
X,1554072203,368790,941
X,1554072203,368840,792
X,1554072204,368849,478
X,1554072204,368751,460
X,1554072205,368757,507
A,1554072205,368854,387
T,1554072205,2837
R,1554072205,5C00DDFC91
X,1554072207,368884,813
X,1554072207,368838,529
X,1554072208,368771,313
X,1554072209,368679,476
X,1554072209,368730,553
X,1554072210,368851,417
X,1554072210,368937,839
X,1554072211,368966,348
X,1554072211,368914,577
X,1554072212,369026,320
X,1554072213,369110,623
X,1554072213,369177,462
X,1554072214,369089,713
