H,1553312907,147519
T,1553312907,2782
R,1553312907,700D9B77F
X,1553312909,409849,840
X,1553312909,409707,276
X,1553312910,409120,335
X,1553312910,409139,480
X,1553312911,409368,868
X,1553312912,409344,575
X,1553312912,409242,1084
X,1553312913,409149,584
X,1553312913,409231,1111
X,1553312914,409659,736
X,1553312914,410024,1420
X,1553312915,410004,601
X,1553312916,410039,664
X,1553312916,409926,8502
X,1553312917,410308,1132
X,1553312917,410397,565
X,1553312918,410301,389
X,1553312918,410007,1566
X,1553312919,410146,812
X,1553312920,410057,435
X,1553312920,410154,859
X,1553312921,410470,744
X,1553312921,410315,825
X,1553312922,410072,493
X,1553312922,410199,545
X,1553312923,410262,490
A,1553312923,409887,1350
T,1553312923,2782
R,1553312923,700D9B77F
X,1553312925,410215,494
X,1553312926,410099,741
X,1553312926,410067,685
X,1553312927,410211,765
X,1553312927,410344,722
X,1553312928,410224,1171
X,1553312928,409984,468
X,1553312929,410114,593
X,1553312930,410064,1422
X,1553312930,410043,1077
X,1553312931,409789,600
X,1553312931,410002,660
X,1553312932,409983,1113
X,1553312932,410054,805
X,1553312933,410115,671
X,1553312933,410048,351
X,1553312934,409984,878
X,1553312935,409537,1039
X,1553312935,409723,705
P,1553312935,4985
X,1553312936,409920,456
X,1553312936,409932,523
X,1553312937,409946,277
X,1553312937,409976,788
X,1553312938,409958,651
X,1553312939,409750,851
A,1553312939,410011,621
T,1553312939,2782
R,1553312939,700D9B77F
X,1553312941,409911,367
X,1553312941,409911,240
X,1553312942,409831,568
X,1553312942,409801,680
X,1553312943,409871,1009
X,1553312943,409699,808
X,1553312944,409689,507
X,1553312944,409881,678
X,1553312945,409853,486
X,1553312946,409494,709
X,1553312946,409633,865
X,1553312947,409946,1045
X,1553312947,409891,453
X,1553312947,410254,626
X,1553312947,410267,532
X,1553312948,410088,522
X,1553312949,409980,462
X,1553312949,409892,673
X,1553312950,409642,885
X,1553312950,409757,854
X,1553312951,409906,430
X,1553312951,409264,697
A,1553312951,409832,1003
T,1553312952,2782
R,1553312952,700D9B77F
X,1553312953,409111,934
X,1553312954,409630,798
X,1553312955,409623,528
X,1553312955,409584,741
X,1553312956,409642,546
X,1553312956,409773,401
X,1553312957,410043,523
X,1553312957,410129,778
X,1553312958,410067,810
X,1553312958,410216,450
X,1553312959,410073,531
X,1553312960,409977,661
X,1553312960,410104,480
X,1553312961,410055,707
X,1553312961,410177,939
X,1553312962,409822,854
X,1553312962,409828,365
X,1553312963,409639,468
X,1553312964,409935,606
X,1553312964,410087,793
A,1553312964,409875,1105
T,1553312964,2782
P,1553312964,4986
R,1553312965,700D9B77F
X,1553312966,409850,611
X,1553312967,409943,411
X,1553312967,409733,541
X,1553312968,409815,490
X,1553312968,409624,603
X,1553312969,409479,621
X,1553312970,409634,616
X,1553312970,409749,541
X,1553312971,409776,274
X,1553312971,410012,664
X,1553312972,410201,811
X,1553312972,410067,808
X,1553312973,409920,823
X,1553312974,409658,667
X,1553312974,409578,1002
X,1553312975,409333,825
X,1553312975,409464,731
X,1553312976,409404,438
X,1553312976,409633,699
X,1553312977,409719,344
X,1553312978,410055,392
A,1553312978,409753,868
T,1553312978,2782
R,1553312978,700D9B77F
X,1553312979,410077,826
X,1553312980,410148,1445
X,1553312981,410293,856
X,1553312981,410205,3197
X,1553312982,410207,617
X,1553312982,410226,567
X,1553312983,409950,603
X,1553312983,409796,862
X,1553312984,409824,1098
X,1553312985,409909,330
X,1553312985,410027,684
X,1553312986,410130,435
X,1553312986,409897,667
X,1553312987,409877,720
X,1553312987,409974,672
X,1553312988,409741,458
X,1553312988,409925,568
X,1553312988,410057,577
X,1553312989,410021,723
X,1553312989,409756,322
X,1553312990,409648,915
X,1553312990,409582,562
X,1553312991,409627,618
A,1553312991,409936,711
T,1553312991,2782
R,1553312991,700D9B77F
X,1553312993,410044,1111
P,1553312993,4985
X,1553312994,409572,1039
X,1553312994,409552,466
X,1553312995,409516,768
X,1553312995,409488,539
X,1553312996,409622,806
X,1553312996,409821,873
X,1553312997,409980,977
X,1553312998,409710,534
X,1553312998,409565,391
X,1553312999,409409,423
X,1553312999,409627,414
