2836
U,1553891591,64657
X,1553891593,380194,694
X,1553891593,380103,609
X,1553891594,380083,862
X,1553891594,380193,457
X,1553891595,380144,391
X,1553891596,380188,535
X,1553891596,380135,681
X,1553891597,380215,549
X,1553891597,380219,322
X,1553891597,380238,722
X,1553891597,380284,661
X,1553891598,380155,844
X,1553891598,380224,573
X,1553891599,380214,304
X,1553891600,380215,461
X,1553891600,380257,608
X,1553891601,380131,760
X,1553891601,380166,626
P,1553891602,4937
X,1553891602,380160,552
X,1553891602,380188,547
A,1553891602,380185,201
T,1553891603,2836
U,1553891603,64657
X,1553891604,380190,752
X,1553891605,380228,256
X,1553891606,380211,580
X,1553891606,380264,541
X,1553891607,380128,575
X,1553891607,380253,490
X,1553891608,380171,446
X,1553891608,380241,432
X,1553891609,380208,400
X,1553891610,380122,656
X,1553891610,380277,397
X,1553891611,380225,388
X,1553891611,380352,1253
X,1553891612,380105,1103
X,1553891612,380091,848
X,1553891613,380190,532
X,1553891614,380175,603
X,1553891614,380320,612
X,1553891615,379834,1495
X,1553891615,380036,1216
X,1553891616,380197,500
X,1553891616,380272,588
X,1553891617,380271,554
X,1553891618,380095,913
A,1553891618,380206,229
T,1553891618,2836
U,1553891618,64657
X,1553891619,380234,787
X,1553891620,380032,417
X,1553891621,380167,409
X,1553891621,380144,289
X,1553891622,380181,542
X,1553891622,380124,708
X,1553891623,380055,781
X,1553891623,380152,570
X,1553891624,380138,442
X,1553891625,380129,529
X,1553891625,379964,1406
X,1553891626,380118,706
X,1553891626,380128,353
X,1553891627,380174,498
