,68255,1905
X,1558305388,367975,3017
X,1558305389,367317,12339
X,1558305389,368084,11482
X,1558305390,368748,13940
X,1558305390,368895,10444
X,1558305391,369020,7790
X,1558305392,368865,5017
X,1558305392,369319,3890
X,1558305393,368790,1678
X,1558305393,368847,1196
X,1558305394,369099,1090
X,1558305394,368896,1745
X,1558305395,368817,1291
X,1558305396,368157,1545
X,1558305396,368327,1031
X,1558305397,368580,1705
X,1558305397,368490,1338
X,1558305398,368660,1460
X,1558305398,368515,869
X,1558305399,368690,927
X,1558305400,368916,1385
X,1558305400,368752,1265
X,1558305401,368992,1067
X,1558305401,368912,1128
X,1558305402,369204,608
X,1558305402,369304,1088
X,1558305402,369178,620
X,1558305402,369160,1398
X,1558305403,369338,680
X,1558305404,369063,944
X,1558305404,368850,1632
X,1558305405,368750,977
X,1558305405,368640,1468
X,1558305406,368756,976
X,1558305406,368754,954
X,1558305407,368774,831
X,1558305408,368705,1577
X,1558305408,368798,893
P,1558305409,5185
X,1558305409,368945,1237
X,1558305409,369212,615
X,1558305410,369109,991
X,1558305410,369167,1072
X,1558305411,369112,796
X,1558305412,368941,878
X,1558305412,369001,741
X,1558305413,368720,1207
X,1558305413,368569,1345
X,1558305414,368936,1142
X,1558305414,368845,894
X,1558305415,368742,926
X,1558305416,368900,746
X,1558305416,369130,557
A,1558305416,368940,823
T,1558305416,2870
R,1558305417,5C00DDFC91
R,1558305417,5C00DDFC91
R,1558305417,5C00DDFC91
X,1558305418,369077,808
X,1558305419,369190,783
X,1558305419,369141,975
X,1558305420,369116,736
X,1558305421,368967,700
X,1558305421,368883,700
X,1558305422,369049,688
X,1558305422,369050,952
X,1558305423,369138,985
X,1558305423,369135,789
X,1558305424,369130,754
X,1558305425,369236,685
X,1558305425,369186,1074
X,1558305426,369210,467
X,1558305426,369472,911
X,1558305427,369483,666
X,1558305427,369433,831
X,1558305428,369531,862
X,1558305428,369459,838
X,1558305429,369425,890
X,1558305430,369309,821
A,1558305430,369221,648
T,1558305430,2870
R,1558305430,5C00DDFC91
X,1558305432,368993,847
X,1558305432,369107,827
X,1558305433,368926,1290
X,1558305433,369143,624
X,1558305434,369262,910
X,1558305435,369324,569
X,1558305435,369265,578
X,1558305436,369303,815
X,1558305436,369399,424
X,1558305437,369377,533
X,1558305437,369455,672
X,1558305438,369311,723
X,1558305439,369262,640
P,1558305439,5184
X,1558305439,369475,1023
X,1558305440,369482,674
X,1558305440,369206,1191
X,1558305441,369672,1075
X,1558305441,369616,766
