H,1553222912,147519
R,1553222912,700D9B77F
X,1553222914,409073,567
X,1553222914,409076,501
X,1553222915,409066,747
X,1553222915,408960,809
X,1553222916,408928,949
X,1553222916,409019,775
X,1553222917,409058,703
X,1553222918,408738,409
X,1553222918,408692,669
P,1553222918,4962
X,1553222919,408805,514
X,1553222919,408646,992
X,1553222920,408800,618
X,1553222920,408864,759
X,1553222921,408840,210
X,1553222922,408904,815
X,1553222922,408905,535
X,1553222923,408912,765
X,1553222923,408921,710
X,1553222924,408964,637
X,1553222924,408946,451
A,1553222924,408905,430
T,1553222924,2763
R,1553222925,700D9B77F
X,1553222926,409241,375
X,1553222927,409331,440
X,1553222927,409258,634
X,1553222928,409090,617
X,1553222929,409053,913
X,1553222929,409043,998
X,1553222930,409109,752
X,1553222930,409148,513
X,1553222931,409134,358
X,1553222931,409083,474
X,1553222932,409042,508
X,1553222933,409002,620
X,1553222933,408917,1334
X,1553222934,409020,643
X,1553222934,409088,847
X,1553222935,409023,403
X,1553222935,409012,550
X,1553222936,408923,1013
X,1553222937,408875,810
X,1553222937,408934,343
X,1553222938,408913,576
X,1553222938,408924,590
A,1553222938,409066,456
T,1553222938,2763
R,1553222939,700D9B77F
X,1553222940,408941,902
X,1553222941,408946,777
X,1553222941,408916,482
X,1553222942,408758,555
X,1553222942,408865,611
X,1553222942,408818,782
X,1553222943,408829,287
X,1553222943,408981,820
X,1553222944,409044,375
X,1553222944,408855,545
X,1553222945,408843,458
X,1553222945,408869,660
X,1553222946,408895,750
X,1553222947,409131,1014
X,1553222947,409104,588
P,1553222948,5003
X,1553222948,409002,498
X,1553222948,408908,366
X,1553222949,408669,532
X,1553222949,408672,652
X,1553222950,408735,954
X,1553222951,408891,810
A,1553222951,408877,435
T,1553222951,2763
R,1553222951,700D9B77F
X,1553222953,409085,633
X,1553222953,408834,587
X,1553222954,408852,1202
X,1553222954,408809,421
X,1553222955,408765,324
X,1553222955,408762,509
X,1553222956,408909,674
X,1553222956,408977,862
X,1553222957,408876,1065
X,1553222958,408659,483
X,1553222958,408815,561
X,1553222959,408749,509
X,1553222959,408968,774
X,1553222960,409022,841
X,1553222960,408961,1024
X,1553222961,410459,8169
X,1553222962,408011,22999
X,1553222962,407925,1558
X,1553222963,408402,875
X,1553222963,408309,1103
X,1553222964,408618,553
X,1553222964,408578,581
X,1553222965,408573,466
X,1553222966,408499,479
X,1553222966,408563,706
X,1553222967,408573,779
X,1553222967,408552,889
A,1553222967,408735,683
T,1553222967,2763
R,1553222968,700D9B77F
X,1553222969,408542,2545
X,1553222970,408743,2125
X,1553222970,408529,1636
X,1553222971,408104,11217
X,1553222972,407884,4169
X,1553222972,408650,1675
X,1553222973,408593,1204
X,1553222973,408394,870
X,1553222974,408331,683
X,1553222974,408266,997
X,1553222975,408292,1031
X,1553222976,408307,477
X,1553222976,408297,420
X,1553222977,408314,463
X,1553222977,408363,442
P,1553222978,5003
X,1553222978,408459,999
X,1553222978,408311,648
X,1553222979,408365,506
X,1553222980,408375,615
X,1553222980,408384,300
X,1553222981,408323,577
X,1553222981,408283,533
X,1553222982,408311,997
X,1553222982,408320,1356
X,1553222983,408312,288
X,1553222983,408413,321
X,1553222983,408398,443
X,1553222984,408412,468
X,1553222984,408463,667
A,1553222984,408354,197
T,1553222984,2763
R,1553222985,700D9B77F
X,1553222986,408318,348
X,1553222987,408276,571
X,1553222987,408328,476
X,1553222988,408214,976
X,1553222988,408261,1180
X,1553222989,408426,683
X,1553222990,408430,926
X,1553222990,408435,553
X,1553222991,408511,726
X,1553222991,408406,865
X,1553222992,408536,832
X,1553222992,408519,631
X,1553222993,408392,704
X,1553222994,408318,740
X,1553222994,408508,805
X,1553222995,408478,1054
X,1553222995,408140,783
X,1553222996,408379,706
X,1553222996,408466,667
X,1553222997,408517,728
X,1553222998,408615,719
X,1553222998,408694,858
A,1553222998,408421,554
T,1553222998,2763
R,1553222998,700D9B77F
X,1553223000,408416,577
X,1553223001,408447,474
X,1553223001,408412,439
X,1553223002,408292,959
X,1553223002,408299,733
X,1553223003,408226,912
X,1553223003,408298,579
X,1553223004,408444,661
X,1553223005,408444,738
X,1553223005,408417,570
