4511
D,1554782372,246272
D,1554782374,263168
D,1554782376,265728
D,1554782378,262656
P,1554782380,4510
D,1554782380,264192
D,1554782383,266240
D,1554782385,265984
D,1554782387,268544
D,1554782389,266496
D,1554782391,266752
D,1554782394,266752
D,1554782396,266496
D,1554782398,267520
D,1554782400,266496
D,1554782402,265472
D,1554782405,266496
D,1554782407,266240
D,1554782409,267008
P,1554782409,4505
D,1554782410,267776
D,1554782412,266240
D,1554782415,266240
D,1554782417,267008
D,1554782419,266496
D,1554782421,266752
D,1554782423,269312
D,1554782426,265472
R,1554782426,5C00DDFC91
R,1554782426,5C00DDFC91
R,1554782426,5C00DDFC91
X,1554782427,389721,13628
X,1554782428,390027,7069
X,1554782429,391512,36604
X,1554782429,393655,28758
X,1554782430,391296,44543
X,1554782430,391488,6843
X,1554782431,391185,7970
X,1554782431,391645,7888
X,1554782432,391314,2883
X,1554782433,391539,9278
X,1554782433,391596,1500
X,1554782434,391460,2750
X,1554782434,391399,1737
X,1554782435,391231,11443
X,1554782435,391344,2213
X,1554782436,391289,930
X,1554782437,391414,690
X,1554782437,391321,2035
X,1554782438,391375,14585
X,1554782438,391623,3227
X,1554782439,391584,1071
P,1554782439,4493
X,1554782439,391706,1036
X,1554782440,391782,1344
X,1554782441,391294,8068
X,1554782441,392110,2978
X,1554782442,391359,2939
X,1554782442,390447,20977
X,1554782443,393442,31944
X,1554782443,391896,32985
X,1554782444,365471,26685
X,1554782444,153582,3546
X,1554782445,152688,890
X,1554782446,152190,352
X,1554782446,151895,1101
X,1554782447,151753,355
X,1554782447,151606,269
X,1554782448,151484,220
X,1554782448,151386,268
X,1554782449,151307,282
X,1554782450,151251,88
X,1554782450,151117,108
O,1554782450,151027,162
O,1554782450,151000,209
O,1554782451,150923,184
O,1554782451,150901,130
O,1554782452,150874,124
O,1554782453,150787,122
O,1554782453,150767,114
O,1554782454,150733,156
O,1554782454,150708,231
O,1554782455,150696,174
O,1554782455,150685,279
O,1554782456,150639,188
O,1554782457,150581,175
O,1554782457,150552,73
O,1554782458,150501,122
O,1554782458,150518,64
O,1554782459,150494,120
O,1554782459,150507,75
O,1554782460,150494,98
O,1554782461,150460,114
O,1554782461,150404,129
O,1554782462,150393,139
O,1554782462,150407,135
O,1554782463,150442,130
O,1554782463,150467,101
O,1554782464,150412,144
O,1554782465,150402,162
O,1554782465,150351,375
O,1554782466,150377,440
O,1554782466,150360,196
O,1554782467,150299,151
O,1554782467,150323,99
O,1554782468,150335,153
P,1554782468,4492
O,1554782468,150276,88
O,1554782469,150246,179
O,1554782470,150157,114
O,1554782470,150139,131
O,1554782471,150145,111
O,1554782471,150091,129
O,1554782472,150092,159
O,1554782472,150098,161
O,1554782473,150106,164
O,1554782474,150096,109
O,1554782474,150065,118
O,1554782475,150081,123
O,1554782475,150074,64
O,1554782476,150079,137
O,1554782476,150073,107
O,1554782477,150065,84
O,1554782478,150081,117
O,1554782478,150074,75
O,1554782479,150066,122
O,1554782479,150059,142
O,1554782480,150059,83
O,1554782480,150062,148
O,1554782481,150071,137
O,1554782482,150062,131
O,1554782482,150006,99
O,1554782483,149973,60
O,1554782483,149977,79
O,1554782484,149952,103
O,1554782484,149970,63
O,1554782485,149948,91
O,1554782486,149915,79
O,1554782486,149936,127
O,1554782487,149887,71
O,1554782487,149928,99
O,1554782488,149906,88
O,1554782488,149889,150
O,1554782489,149886,165
O,1554782490,149849,117
