,370254,829
X,1557262061,370215,607
X,1557262061,370146,518
X,1557262062,370065,330
X,1557262062,370171,582
X,1557262063,370274,432
X,1557262064,370383,484
X,1557262064,370331,675
X,1557262065,370305,461
X,1557262065,370221,415
X,1557262066,370102,623
X,1557262066,370162,691
X,1557262067,370285,405
X,1557262068,370424,1150
X,1557262068,370244,508
X,1557262069,370225,332
X,1557262069,370203,405
X,1557262070,370173,745
X,1557262070,370250,483
A,1557262070,370223,318
T,1557262071,2852
X,1557262072,370229,407
X,1557262073,370162,722
X,1557262073,370111,554
X,1557262074,370258,530
X,1557262075,370187,475
X,1557262075,370322,754
X,1557262076,370226,563
X,1557262076,370215,552
X,1557262077,370190,661
X,1557262077,370117,517
X,1557262078,370174,541
X,1557262079,370190,675
X,1557262079,370266,1128
X,1557262080,370142,590
X,1557262080,370146,606
X,1557262081,370121,368
X,1557262081,370005,504
X,1557262082,370101,560
X,1557262083,370136,351
X,1557262083,370281,1105
X,1557262084,370217,485
P,1557262084,5187
X,1557262084,370200,737
A,1557262084,370172,317
T,1557262084,2852
R,1557262085,5C00DDFC91
X,1557262086,370087,594
X,1557262087,370213,408
X,1557262087,370356,1162
X,1557262088,370131,553
X,1557262088,370150,665
X,1557262089,370155,395
X,1557262090,370136,958
X,1557262090,370106,640
X,1557262091,370305,590
X,1557262091,370355,750
X,1557262092,370188,593
X,1557262092,370154,585
X,1557262092,370150,516
X,1557262093,370104,753
X,1557262093,370206,600
X,1557262094,370198,603
X,1557262094,370184,472
X,1557262095,370123,411
X,1557262095,370089,487
X,1557262096,370201,3455
X,1557262097,370181,1014
X,1557262097,370043,812
X,1557262098,370059,566
A,1557262098,370156,312
T,1557262098,2852
R,1557262098,5C00DDFC91
X,1557262100,370021,439
X,1557262100,370139,578
X,1557262101,370175,895
X,1557262101,370164,1132
X,1557262102,370044,1489
X,1557262103,369969,494
X,1557262103,370092,985
X,1557262104,370095,504
X,1557262104,370197,502
X,1557262105,370281,848
X,1557262105,369979,433
X,1557262106,370150,580
X,1557262106,370123,514
X,1557262107,370064,531
X,1557262108,370117,639
X,1557262108,370179,589
X,1557262109,370235,771
X,1557262109,370178,626
X,1557262110,370117,516
X,1557262110,370087,673
X,1557262111,370039,840
X,1557262112,370112,693
A,1557262112,370117,312
T,1557262112,2852
R,1557262112,5C00DDFC91
P,1557262113,5224
X,1557262114,370168,713
X,1557262114,370139,467
X,1557262115,370066,519
X,1557262115,370117,567
X,1557262116,370163,562
X,1557262116,370217,675
X,1557262117,370149,544
X,1557262118,370097,693
X,1557262118,370122,563
X,1557262119,370149,824
X,1557262119,370055,691
X,1557262120,370084,920
X,1557262120,370122,1189
X,1557262121,370155,371
X,1557262122,369982,806
X,1557262122,370141,519
X,1557262123,370080,653
X,1557262123,370263,852
X,1557262124,370157,5429
X,1557262124,370046,668
X,1557262125,370143,338
X,1557262126,370089,406
