H,1552075049,147519
T,1552075049,2808
X,1552075051,421815,553
X,1552075052,421813,434
X,1552075052,421856,1141
X,1552075053,422009,409
X,1552075053,421988,459
X,1552075054,421920,830
X,1552075055,421937,472
X,1552075055,421928,691
P,1552075055,5083
X,1552075056,421928,833
X,1552075056,422061,580
X,1552075057,422150,696
X,1552075057,422021,649
X,1552075058,421968,467
X,1552075059,421967,641
X,1552075059,421859,757
X,1552075060,421901,671
X,1552075060,422033,987
X,1552075061,422019,721
X,1552075061,421968,916
X,1552075062,421948,446
X,1552075062,421930,728
A,1552075062,421958,337
T,1552075063,2808
X,1552075064,422049,920
X,1552075065,421994,971
X,1552075066,421901,869
X,1552075066,421896,1042
X,1552075067,422289,2208
X,1552075067,421377,3096
X,1552075068,421898,642
X,1552075068,421998,831
X,1552075069,421898,584
X,1552075070,421871,550
X,1552075070,421822,676
X,1552075071,421808,1092
X,1552075071,421896,837
X,1552075072,421981,855
X,1552075072,421856,1068
X,1552075073,421900,665
X,1552075074,421837,535
X,1552075074,421927,1009
X,1552075075,422038,569
X,1552075075,422049,931
X,1552075076,421964,624
X,1552075076,421920,414
X,1552075077,421811,810
X,1552075077,421932,819
X,1552075078,422137,963
X,1552075079,421976,838
A,1552075079,421943,326
T,1552075079,2808
X,1552075081,421890,1034
X,1552075081,422074,1222
X,1552075082,422010,843
X,1552075082,421941,681
X,1552075083,421900,681
X,1552075083,421868,516
X,1552075084,421934,951
X,1552075085,422074,1058
X,1552075085,421964,1144
P,1552075085,5097
X,1552075086,421916,905
X,1552075086,421832,777
X,1552075087,421766,642
X,1552075087,421776,592
X,1552075088,421912,896
X,1552075089,422009,783
X,1552075089,421977,1000
X,1552075089,421940,383
X,1552075089,421919,525
X,1552075090,421906,1099
X,1552075090,421985,812
X,1552075091,422123,652
X,1552075092,422005,809
X,1552075092,421986,541
X,1552075093,421905,655
X,1552075093,422040,893
A,1552075093,421937,357
T,1552075093,2808
X,1552075095,421948,612
X,1552075096,421850,640
X,1552075096,421829,701
X,1552075097,421975,789
X,1552075097,422075,673
X,1552075098,421888,472
X,1552075099,421888,314
X,1552075099,421791,625
X,1552075100,421969,1006
X,1552075100,422150,701
X,1552075101,421998,721
X,1552075101,421985,1078
X,1552075102,422059,1687
X,1552075103,422004,757
X,1552075103,422055,595
X,1552075104,421983,443
X,1552075104,421956,634
X,1552075105,421883,724
X,1552075105,421825,662
X,1552075106,421971,725
X,1552075107,422103,910
X,1552075107,422076,1221
X,1552075108,421988,491
X,1552075108,421959,778
A,1552075108,421955,359
T,1552075108,2808
X,1552075110,422174,584
X,1552075111,422050,428
X,1552075111,422032,746
X,1552075112,422014,543
X,1552075113,421974,685
X,1552075113,422060,887
X,1552075114,422224,808
X,1552075114,422119,779
P,1552075115,5097
X,1552075115,422063,679
X,1552075115,422075,629
X,1552075116,422044,487
X,1552075116,422127,562
X,1552075117,422278,997
X,1552075118,422194,603
X,1552075118,422038,1033
X,1552075119,422007,533
X,1552075119,422056,725
X,1552075120,422048,577
X,1552075120,422122,10350
X,1552075121,422136,805
X,1552075122,422035,1336
X,1552075122,421576,1210
X,1552075123,421248,7620
X,1552075123,422009,7863
X,1552075124,422254,500
X,1552075124,422235,402
A,1552075124,422108,304
T,1552075125,2808
X,1552075126,422461,815
X,1552075127,422293,402
X,1552075128,422224,565
X,1552075128,422146,692
X,1552075129,422193,594
X,1552075129,422339,782
X,1552075130,422249,666
X,1552075130,422126,546
X,1552075130,422085,578
X,1552075131,422001,882
X,1552075131,422086,732
X,1552075132,422224,404
X,1552075132,422151,711
X,1552075133,422129,603
X,1552075133,422120,666
X,1552075134,422082,665
X,1552075135,422063,614
X,1552075135,422256,776
X,1552075136,422119,667
X,1552075136,422099,594
A,1552075136,422172,460
T,1552075136,2808
X,1552075138,422149,849
X,1552075139,422287,829
X,1552075139,422163,628
X,1552075140,422114,780
X,1552075140,422099,696
X,1552075141,422110,512
X,1552075142,422231,606
X,1552075142,422250,711
X,1552075143,422140,562
X,1552075143,422077,509
P,1552075144,5097
X,1552075144,422023,378
X,1552075144,422021,690
X,1552075145,422190,1095
X,1552075146,422193,937
