7,5138
P,1560670809,5138
P,1560670838,5140
P,1560670867,5142
P,1560670897,5139
P,1560670926,5139
P,1560670955,5141
P,1560670985,5140
P,1560671015,5140
P,1560671044,5141
P,1560671073,5141
P,1560671103,5138
P,1560671132,5141
P,1560671161,5140
P,1560671191,5140
P,1560671220,5142
P,1560671249,5140
P,1560671278,5141
P,1560671309,5139
P,1560671338,5140
P,1560671367,5142
P,1560671397,5141
P,1560671426,5142
P,1560671455,5140
P,1560671484,5141
P,1560671514,5140
P,1560671543,5141
P,1560671572,5141
P,1560671602,5140
P,1560671632,5140
P,1560671661,5140
P,1560671690,5142
P,1560671720,5141
P,1560671749,5140
P,1560671778,5140
O,1560671782,145361,1010
O,1560671783,145587,550
O,1560671783,145243,565
O,1560671784,145470,386
O,1560671784,145646,214
O,1560671785,145800,400
O,1560671785,145929,256
O,1560671786,145384,908
O,1560671787,145331,234
O,1560671787,145710,421
O,1560671788,145969,283
O,1560671788,145771,216
O,1560671789,145720,396
O,1560671789,145722,363
O,1560671790,146042,118
O,1560671791,146036,217
O,1560671791,146134,177
O,1560671792,146061,141
O,1560671792,145913,319
O,1560671793,145780,450
O,1560671793,145734,287
O,1560671794,146021,201
O,1560671795,146184,77
O,1560671795,146138,313
O,1560671796,146250,288
O,1560671796,146224,130
O,1560671797,146162,313
O,1560671797,146144,203
O,1560671798,146006,228
O,1560671799,146052,105
O,1560671799,145926,190
O,1560671800,145978,148
O,1560671800,146119,249
O,1560671801,146268,267
O,1560671801,146058,173
O,1560671802,145961,262
O,1560671802,146028,232
O,1560671803,146047,176
O,1560671804,146014,152
O,1560671804,146030,157
O,1560671805,146103,133
O,1560671805,146036,73
O,1560671806,146088,96
O,1560671806,145830,300
O,1560671807,145752,308
O,1560671807,145600,148
O,1560671807,145590,226
P,1560671807,5132
O,1560671808,145796,192
O,1560671808,145871,229
O,1560671809,146043,374
O,1560671809,146375,187
O,1560671810,146429,105
O,1560671811,146534,120
O,1560671811,146611,132
