H,1552256710,147519
T,1552256710,2808
R,1552256710,700D9B77F
X,1552256712,416422,759
X,1552256713,415984,634
X,1552256713,416195,544
X,1552256714,416257,833
X,1552256714,416209,588
X,1552256715,416156,658
X,1552256716,416168,328
X,1552256716,416145,458
X,1552256717,416134,261
X,1552256717,416430,615
X,1552256717,416313,779
X,1552256717,416142,791
X,1552256718,415961,472
X,1552256719,416115,375
X,1552256719,415658,588
X,1552256720,416106,595
X,1552256720,415996,435
X,1552256721,416039,532
X,1552256721,415723,645
X,1552256722,415629,648
A,1552256722,416089,801
T,1552256722,2808
R,1552256722,700D9B77F
X,1552256724,415704,615
X,1552256724,415327,895
X,1552256725,415591,808
X,1552256726,415848,717
X,1552256726,416005,594
X,1552256727,416169,706
X,1552256727,416278,464
X,1552256728,416138,626
X,1552256728,415997,1048
X,1552256729,415831,3248
X,1552256730,415654,2953
X,1552256730,415335,923
X,1552256731,414620,2487
X,1552256731,415805,1685
X,1552256732,416478,505
X,1552256732,416305,887
X,1552256733,416064,500
X,1552256734,416263,437
P,1552256734,5070
X,1552256734,415950,859
X,1552256735,415619,771
X,1552256735,415678,903
X,1552256736,415980,619
X,1552256736,415997,784
X,1552256737,415389,785
X,1552256737,414277,1257
X,1552256738,414796,931
A,1552256738,415845,1682
T,1552256738,2808
R,1552256738,700D9B77F
X,1552256740,414636,3587
X,1552256741,415884,806
X,1552256741,415961,1323
X,1552256742,416329,737
X,1552256742,416520,846
X,1552256743,416225,707
X,1552256743,415635,366
X,1552256744,415544,844
X,1552256745,415972,1657
X,1552256745,416506,982
X,1552256746,416316,1053
X,1552256746,416260,673
X,1552256747,415995,628
X,1552256747,415946,703
X,1552256748,415897,593
X,1552256749,415887,678
X,1552256749,415869,845
X,1552256750,415317,1016
X,1552256750,415223,514
X,1552256751,415533,600
X,1552256751,415845,695
X,1552256752,416101,730
X,1552256753,415775,657
X,1552256753,415753,601
X,1552256754,415829,1084
X,1552256754,415592,558
A,1552256754,415915,1297
T,1552256754,2808
R,1552256755,700D9B77F
X,1552256756,416067,744
X,1552256757,415486,905
X,1552256757,415750,635
X,1552256758,416054,807
X,1552256758,416192,707
X,1552256758,415885,722
X,1552256759,415889,551
X,1552256759,416012,652
X,1552256760,416039,625
X,1552256760,416255,716
X,1552256761,415959,961
X,1552256761,415855,1912
X,1552256762,416223,985
X,1552256763,415659,634
P,1552256763,5069
X,1552256763,415998,691
X,1552256764,415987,465
X,1552256764,416136,384
X,1552256765,415934,339
X,1552256765,415837,575
X,1552256766,416142,744
X,1552256767,415573,1100
X,1552256767,414737,830
A,1552256767,415912,1518
T,1552256767,2808
R,1552256767,700D9B77F
X,1552256769,415956,1044
X,1552256770,415967,1101
X,1552256770,416134,889
X,1552256771,415134,1472
X,1552256771,414801,561
X,1552256772,414514,1389
X,1552256773,414175,1049
X,1552256773,415390,1754
X,1552256774,415024,1746
X,1552256774,415527,916
X,1552256775,415519,975
X,1552256775,415288,852
X,1552256776,415447,1005
X,1552256777,414925,2104
X,1552256777,415205,1171
X,1552256778,415918,1083
X,1552256778,415687,1171
X,1552256779,414849,946
X,1552256779,413994,1485
X,1552256780,413818,1037
X,1552256780,413992,1213
X,1552256781,415140,1179
X,1552256782,414901,1892
X,1552256782,415149,682
X,1552256783,414376,741
X,1552256783,415256,1139
X,1552256784,415217,1614
X,1552256784,415130,974
X,1552256785,414849,1032
X,1552256786,414456,13909
X,1552256786,412965,2729
X,1552256787,414029,1705
X,1552256787,415238,1238
X,1552256788,415969,891
X,1552256788,416857,1356
X,1552256789,417187,606
X,1552256790,416661,759
X,1552256790,416142,544
X,1552256791,416179,731
X,1552256791,414394,2257
X,1552256792,410111,3412
X,1552256792,410712,5256
P,1552256793,5071
X,1552256793,413919,2837
X,1552256794,414711,2610
X,1552256794,415661,1045
X,1552256795,414833,1180
X,1552256795,415179,1203
X,1552256796,415937,1108
X,1552256796,415810,992
X,1552256797,415958,853
X,1552256798,415405,778
X,1552256798,415484,707
X,1552256799,415711,379
X,1552256799,415836,1201
X,1552256799,415681,942
A,1552256799,415648,2811
T,1552256799,2807
R,1552256799,700D9B77F
X,1552256801,415785,924
X,1552256801,416054,2106
X,1552256802,415299,3609
X,1552256802,414714,2354
