,202168,360189,10012
X,1562202168,359703,12352
X,1562202169,359324,4503
P,1562202169,5066
X,1562202170,358707,9180
X,1562202170,357610,13523
X,1562202171,357990,10438
X,1562202171,356481,7077
X,1562202172,356924,7423
X,1562202172,356789,8011
X,1562202173,358207,9878
X,1562202173,354759,23584
X,1562202174,355797,22924
X,1562202175,355533,20434
X,1562202175,354187,19548
X,1562202176,354759,4739
X,1562202176,355880,4518
X,1562202177,356626,1802
X,1562202177,358021,1259
X,1562202178,358046,1294
X,1562202179,358633,2530
X,1562202179,358751,23934
X,1562202180,357676,4642
X,1562202180,358215,1958
X,1562202181,358900,2127
X,1562202181,358922,863
X,1562202182,358792,1386
X,1562202182,358976,1502
X,1562202182,358325,1433
X,1562202183,357878,1944
X,1562202183,357105,1644
X,1562202184,357633,1753
X,1562202184,357669,2942
X,1562202185,358209,1484
X,1562202186,357837,1557
X,1562202186,358072,2005
X,1562202187,358587,1087
X,1562202187,358821,1100
X,1562202188,358856,1522
X,1562202188,357856,4095
X,1562202189,358332,1101
X,1562202190,358726,757
X,1562202190,359159,1100
X,1562202191,358464,5090
X,1562202191,359881,5037
X,1562202192,359905,6455
X,1562202192,359595,3681
X,1562202193,359395,4133
X,1562202194,358967,2061
X,1562202194,359368,1417
X,1562202195,359039,1797
X,1562202195,358328,3628
X,1562202196,358006,3133
X,1562202196,358046,9237
X,1562202197,358119,1179
X,1562202197,358269,1573
X,1562202198,357739,2034
P,1562202198,5101
X,1562202199,358373,1059
X,1562202199,358635,861
X,1562202200,358920,1919
X,1562202200,358490,1799
X,1562202201,358751,2452
X,1562202201,358811,1515
X,1562202202,358307,1129
X,1562202203,359277,2027
X,1562202203,358338,3449
X,1562202204,357833,3801
