
30544,382698,452
X,1559430544,382628,550
X,1559430545,382588,836
X,1559430545,382503,659
X,1559430546,382587,12653
X,1559430546,382715,12924
X,1559430547,382863,970
X,1559430548,382704,875
X,1559430548,382764,753
X,1559430549,382701,1007
X,1559430549,382749,892
X,1559430550,382682,9527
P,1559430550,5237
X,1559430550,382550,10963
X,1559430551,382777,2631
X,1559430552,382756,660
X,1559430552,382674,1498
X,1559430553,382682,719
X,1559430553,382562,903
X,1559430554,382685,1092
X,1559430554,382611,1474
X,1559430555,382654,630
X,1559430556,382693,754
X,1559430556,382693,834
X,1559430557,382562,17694
X,1559430557,382625,3367
X,1559430558,382344,6895
X,1559430558,383435,8754
X,1559430559,382855,1218
X,1559430560,382801,9476
X,1559430560,382815,12365
X,1559430561,382732,701
X,1559430561,382215,8466
X,1559430562,383514,10099
X,1559430562,381365,7646
X,1559430563,382422,2871
X,1559430564,382567,612
X,1559430564,382585,1142
X,1559430565,382517,2936
X,1559430565,382477,656
A,1559430565,382673,386
T,1559430565,2928
U,1559430566,46931
X,1559430567,382523,4435
X,1559430568,382620,1287
X,1559430568,382333,1124
X,1559430569,382570,655
X,1559430569,382494,568
X,1559430570,382561,750
X,1559430571,382466,804
X,1559430571,382505,941
X,1559430572,382595,584
X,1559430572,382623,898
X,1559430573,382658,508
X,1559430573,382616,464
X,1559430574,382532,415
X,1559430575,382617,878
X,1559430575,382626,731
X,1559430576,382571,819
X,1559430576,382542,609
X,1559430577,382576,629
X,1559430577,382604,868
X,1559430577,382580,803
X,1559430578,382585,399
X,1559430578,382542,618
X,1559430579,382607,947
A,1559430579,382573,192
T,1559430579,2928
P,1559430579,5072
U,1559430579,46931
X,1559430581,382541,519
X,1559430581,382426,777
X,1559430582,382491,769
X,1559430582,382539,917
X,1559430583,382485,836
X,1559430584,382507,512
X,1559430584,382529,585
X,1559430585,382439,1204
X,1559430585,382475,645
X,1559430586,382542,414
X,1559430586,382456,556
X,1559430587,382432,560
X,1559430588,382425,2317
X,1559430588,382608,813
X,1559430589,382615,403
X,1559430589,382603,745
X,1559430590,382468,1800
X,1559430590,382623,981
X,1559430591,382608,1017
X,1559430592,382414,1270
X,1559430592,382589,1126
X,1559430593,382518,1310
X,1559430593,382553,9456
