H,1552852608,147519
T,1552852608,2798
X,1552852610,426694,847
X,1552852610,427231,807
X,1552852611,426832,979
X,1552852611,426914,2809
X,1552852612,425604,3572
X,1552852612,425748,854
X,1552852613,426279,846
X,1552852614,426701,684
X,1552852614,426388,674
X,1552852615,426306,619
X,1552852615,426098,475
X,1552852616,426218,2419
X,1552852616,426594,878
X,1552852617,426467,2104
X,1552852618,426737,1393
X,1552852618,426608,2752
X,1552852619,426653,777
X,1552852619,426526,962
X,1552852620,426877,1217
X,1552852620,426698,585
X,1552852621,426541,202
X,1552852622,426307,403
X,1552852622,426216,273
X,1552852623,426218,807
X,1552852623,426583,891
X,1552852624,426992,677
X,1552852624,426570,745
A,1552852624,426508,1483
T,1552852625,2798
X,1552852626,426190,373
P,1552852626,5071
X,1552852627,426717,948
X,1552852628,427085,820
X,1552852628,426607,375
X,1552852629,426419,299
X,1552852629,426134,266
X,1552852630,426128,246
X,1552852630,426472,1190
X,1552852631,427279,1394
X,1552852632,426640,939
X,1552852632,426370,555
X,1552852633,426133,1153
X,1552852633,425808,932
X,1552852634,426013,610
X,1552852634,426713,834
X,1552852635,426595,973
X,1552852635,426342,521
X,1552852636,426022,540
X,1552852637,426008,570
X,1552852637,426251,474
X,1552852638,426707,1548
X,1552852638,426545,958
X,1552852639,426413,252
X,1552852639,426184,771
A,1552852639,426359,1277
T,1552852640,2798
X,1552852641,426568,361
X,1552852642,426727,836
X,1552852643,426925,1086
X,1552852643,426134,4367
X,1552852644,424186,12737
X,1552852644,425858,8158
X,1552852645,425742,17986
X,1552852645,426071,8208
X,1552852646,426582,865
X,1552852647,427013,1376
X,1552852647,427864,18294
X,1552852647,426220,1769
X,1552852647,425746,1150
X,1552852648,425791,560
X,1552852648,426086,490
X,1552852649,426332,897
X,1552852650,426462,1053
X,1552852650,426207,877
X,1552852651,425965,714
X,1552852651,425999,435
X,1552852652,426245,14410
X,1552852652,426476,3492
X,1552852653,426695,716
X,1552852654,426799,817
X,1552852654,427011,537
X,1552852655,426947,437
X,1552852655,426876,605
P,1552852656,5072
X,1552852656,427222,819
X,1552852656,427370,745
X,1552852657,427226,676
X,1552852657,427168,490
X,1552852658,426770,462
X,1552852659,426591,957
A,1552852659,426646,1579
T,1552852659,2798
X,1552852661,426406,1350
X,1552852661,426321,797
X,1552852662,426119,1431
X,1552852662,426477,891
X,1552852663,426684,368
X,1552852663,426700,13201
X,1552852664,426456,903
X,1552852665,426426,656
X,1552852665,426166,582
X,1552852666,425796,978
X,1552852666,425682,1845
X,1552852667,426128,1382
X,1552852667,426109,1632
X,1552852668,425795,484
X,1552852669,425793,578
X,1552852669,425799,696
X,1552852670,425877,426
X,1552852670,426183,601
X,1552852671,426515,546
X,1552852671,426013,359
X,1552852672,425792,818
X,1552852673,425950,524
X,1552852673,425905,770
X,1552852674,426129,1002
X,1552852674,426894,1881
X,1552852675,426899,1823
X,1552852675,426355,753
X,1552852676,426219,646
X,1552852677,426644,4263
X,1552852677,425278,5766
X,1552852678,426815,1155
X,1552852678,426566,1126
X,1552852679,426186,662
A,1552852679,426135,892
T,1552852679,2799
X,1552852681,426286,595
X,1552852681,426710,1376
X,1552852682,426343,811
X,1552852682,426343,4657
X,1552852683,426743,1028
X,1552852684,426539,2555
X,1552852684,426545,2407
X,1552852685,426954,1204
X,1552852685,426763,1279
P,1552852686,5071
X,1552852686,426184,512
X,1552852686,426417,603
X,1552852687,426529,695
X,1552852688,426063,679
X,1552852688,426404,1230
X,1552852688,427007,892
X,1552852688,426707,885
X,1552852689,426480,794
X,1552852689,426387,280
X,1552852690,426228,649
X,1552852691,426343,489
X,1552852691,426685,941
X,1552852692,427196,822
X,1552852692,426571,690
X,1552852693,426622,673
X,1552852693,426645,199
X,1552852694,426569,720
X,1552852695,426671,541
X,1552852695,427041,486
A,1552852695,426548,1133
T,1552852695,2798
X,1552852697,426639,409
X,1552852698,426482,301
X,1552852698,426585,621
X,1552852699,426992,553
X,1552852699,427201,1096
X,1552852700,426735,597
X,1552852700,426731,380
X,1552852701,426628,356
X,1552852702,426476,456
X,1552852702,426699,1103
X,1552852703,427122,1144
X,1552852703,426865,1033
X,1552852704,426443,859
X,1552852704,426452,408
