,7,207872
D,1562819889,207616
D,1562819890,208128
D,1562819893,208640
D,1562819895,205312
D,1562819897,212992
D,1562819899,210688
D,1562819901,208896
P,1562819902,4948
D,1562819904,206336
D,1562819906,199936
D,1562819908,205568
D,1562819910,207104
D,1562819912,207104
D,1562819915,206592
D,1562819917,206848
D,1562819919,203264
D,1562819921,205312
D,1562819923,206080
D,1562819926,204032
D,1562819928,207104
D,1562819930,205568
P,1562819931,5083
D,1562819931,207872
D,1562819933,204800
D,1562819936,211456
D,1562819938,207616
D,1562819940,206592
D,1562819942,206848
D,1562819944,207872
D,1562819947,206592
D,1562819949,208128
D,1562819951,206336
D,1562819953,206592
D,1562819955,209920
D,1562819958,206848
D,1562819960,205056
P,1562819961,5083
D,1562819962,207104
D,1562819964,210176
D,1562819966,207616
D,1562819969,208128
D,1562819971,201984
D,1562819972,206848
D,1562819974,207872
D,1562819976,209152
D,1562819979,208896
D,1562819981,207360
D,1562819983,206592
D,1562819985,208384
D,1562819987,207104
D,1562819990,207360
P,1562819990,4939
D,1562819992,209152
D,1562819994,210432
D,1562819996,207104
D,1562819998,207616
D,1562820001,212480
D,1562820003,207104
D,1562820005,207104
D,1562820007,206848
D,1562820009,204800
D,1562820012,205312
D,1562820013,212480
D,1562820015,208128
D,1562820017,207360
P,1562820019,5083
D,1562820019,206592
D,1562820022,207360
D,1562820024,210688
D,1562820026,215040
D,1562820028,207104
D,1562820030,207872
D,1562820033,207616
D,1562820035,207104
D,1562820037,208128
D,1562820039,206848
D,1562820041,206848
D,1562820044,207360
D,1562820046,207360
D,1562820048,207360
P,1562820049,5084
D,1562820050,207360
D,1562820052,207872
D,1562820054,208640
D,1562820056,207872
D,1562820058,205056
D,1562820060,205312
D,1562820063,208128
D,1562820065,207360
D,1562820067,214272
D,1562820069,209152
D,1562820071,206080
D,1562820074,201472
D,1562820076,207616
D,1562820078,209408
P,1562820078,5079
D,1562820080,212736
D,1562820082,206336
D,1562820085,207872
D,1562820087,209152
D,1562820089,210944
D,1562820091,208896
D,1562820093,207616
D,1562820095,207872
D,1562820097,205568
D,1562820099,208128
D,1562820101,212992
D,1562820103,207872
D,1562820106,205056
P,1562820107,5082
D,1562820108,207872
D,1562820110,205056
D,1562820112,206080
D,1562820114,206848
D,1562820117,207872
D,1562820119,213760
