H,1552005630,147519
X,1552005630,412193,1276
X,1552005631,412291,545
X,1552005632,412982,1138
X,1552005632,413148,1133
X,1552005633,412388,935
X,1552005633,412171,1080
X,1552005634,412467,562
A,1552005634,412026,1070
T,1552005634,2799
R,1552005634,700D9B77F
X,1552005636,412046,1100
X,1552005636,411307,1591
X,1552005637,410553,978
X,1552005637,411018,1556
X,1552005638,412333,1431
X,1552005639,412661,416
X,1552005639,411706,1414
X,1552005640,411676,747
X,1552005640,412306,1129
X,1552005641,411132,2305
X,1552005641,408712,3309
X,1552005642,409483,3009
X,1552005643,410469,1920
X,1552005643,411259,1260
X,1552005644,412100,854
X,1552005644,411338,920
X,1552005645,411827,959
X,1552005645,412099,1391
X,1552005646,412539,491
P,1552005646,5085
X,1552005647,412496,834
X,1552005647,412431,530
X,1552005648,412462,1091
X,1552005648,412375,777
X,1552005649,412683,1169
X,1552005649,412661,680
X,1552005650,412621,590
X,1552005651,412693,372
X,1552005651,412482,2179
X,1552005652,412326,2242
X,1552005652,411605,1307
X,1552005653,411660,686
X,1552005653,411218,1048
X,1552005654,410450,1133
X,1552005655,410636,1201
X,1552005655,410949,1183
X,1552005656,411655,1119
X,1552005656,409986,3213
X,1552005657,412361,1162
X,1552005657,412440,695
X,1552005658,412414,684
X,1552005659,412569,601
X,1552005659,412513,661
X,1552005660,412546,669
X,1552005660,412594,980
A,1552005660,412235,2140
T,1552005660,2799
R,1552005661,700D9B77F
X,1552005662,412328,615
X,1552005663,412247,770
X,1552005663,412367,558
X,1552005663,412354,1141
X,1552005663,412379,631
X,1552005664,412416,726
X,1552005665,412000,855
X,1552005665,412091,442
X,1552005666,412140,541
X,1552005666,411949,624
X,1552005667,412263,649
X,1552005667,412539,815
X,1552005668,412537,909
X,1552005669,412484,774
X,1552005669,412486,569
X,1552005670,412485,890
X,1552005670,412339,734
X,1552005671,412241,634
X,1552005671,412511,662
X,1552005672,412491,601
X,1552005673,412299,335
A,1552005673,412329,590
T,1552005673,2799
R,1552005673,700D9B77F
X,1552005674,412462,479
X,1552005675,412435,384
P,1552005675,5087
X,1552005676,412567,954
X,1552005676,412421,1168
X,1552005677,412209,1238
X,1552005677,411567,915
X,1552005678,412001,651
X,1552005678,412677,760
X,1552005679,412538,897
X,1552005680,412364,770
X,1552005680,412410,767
X,1552005681,412546,739
X,1552005681,412656,576
X,1552005682,412545,580
X,1552005682,412593,749
X,1552005683,412489,790
X,1552005684,412442,881
X,1552005684,412473,834
X,1552005685,412527,375
X,1552005685,412622,890
X,1552005686,412605,741
X,1552005686,412543,650
A,1552005686,412453,1110
T,1552005687,2798
R,1552005687,700D9B77F
X,1552005688,412336,532
X,1552005689,412258,988
X,1552005689,412400,620
X,1552005690,412405,644
X,1552005691,412493,868
X,1552005691,412667,1197
X,1552005692,412774,527
X,1552005692,412989,1024
X,1552005693,413054,618
X,1552005693,412812,569
X,1552005694,412663,932
X,1552005695,412404,940
X,1552005695,412553,523
X,1552005696,412765,362
X,1552005696,412752,628
X,1552005697,412555,706
X,1552005697,412666,768
X,1552005698,412680,903
X,1552005699,412703,1200
X,1552005699,412674,655
X,1552005700,412578,661
X,1552005700,412559,290
X,1552005701,412468,581
A,1552005701,412592,796
T,1552005701,2798
R,1552005701,700D9B77F
X,1552005703,412345,788
X,1552005703,412297,616
X,1552005704,411939,813
X,1552005704,412265,748
X,1552005704,412516,878
P,1552005705,5084
X,1552005705,412380,1075
X,1552005705,412334,1190
X,1552005706,412399,946
X,1552005706,412380,610
X,1552005707,412073,730
X,1552005708,411620,615
X,1552005708,412077,1188
X,1552005709,412224,714
X,1552005709,412131,1393
X,1552005710,412041,956
X,1552005710,412342,837
X,1552005711,412302,527
X,1552005711,412237,605
X,1552005712,412301,464
X,1552005713,412356,1232
X,1552005713,412597,677
X,1552005714,412491,821
X,1552005714,412329,907
X,1552005715,412317,791
X,1552005715,412593,503
A,1552005715,412280,977
T,1552005716,2798
R,1552005716,700D9B77F
X,1552005717,412585,527
X,1552005718,412582,464
X,1552005719,412603,695
X,1552005719,412620,819
X,1552005720,412631,694
X,1552005720,412646,404
X,1552005721,412628,729
X,1552005721,412523,469
X,1552005722,412499,819
X,1552005723,412591,681
