,150072,109
O,1560638666,150016,117
O,1560638667,149973,103
O,1560638667,149878,87
O,1560638667,149850,81
O,1560638668,149810,181
O,1560638668,149809,108
O,1560638669,149781,108
O,1560638669,149765,93
O,1560638670,149751,121
O,1560638670,149700,115
O,1560638671,149728,142
O,1560638672,149708,74
O,1560638672,149746,67
O,1560638673,149712,144
O,1560638673,149695,139
O,1560638674,149696,123
O,1560638674,149704,84
O,1560638675,149653,144
O,1560638676,149592,128
O,1560638676,149640,70
O,1560638677,149546,88
O,1560638677,149604,125
O,1560638678,149647,145
O,1560638678,149646,171
O,1560638679,149618,157
O,1560638680,149627,81
O,1560638680,149640,125
P,1560638681,5123
O,1560638681,149630,104
O,1560638681,149632,94
O,1560638682,149631,120
O,1560638682,149647,74
O,1560638683,149664,76
O,1560638684,149661,78
O,1560638684,149653,98
O,1560638685,149631,121
O,1560638685,149622,79
O,1560638686,149592,89
O,1560638686,149564,83
O,1560638687,149530,102
O,1560638688,149512,84
O,1560638688,149520,105
O,1560638689,149532,67
O,1560638689,149537,117
O,1560638690,149533,120
O,1560638690,149553,96
O,1560638691,149542,88
O,1560638692,149539,138
O,1560638692,149517,139
O,1560638693,149458,89
O,1560638693,149483,153
O,1560638694,149509,84
O,1560638694,149508,93
O,1560638695,149494,85
O,1560638696,149448,84
O,1560638696,149472,151
O,1560638697,149506,70
O,1560638697,149481,46
O,1560638698,149427,120
O,1560638698,149429,84
O,1560638699,149465,99
O,1560638699,149451,160
O,1560638700,149435,112
O,1560638701,149445,130
O,1560638701,149488,88
O,1560638702,149363,116
O,1560638702,149380,111
O,1560638703,149380,72
O,1560638703,149296,202
O,1560638704,149255,139
O,1560638705,149295,170
O,1560638705,149334,200
O,1560638706,149304,132
