H,1553390333,147519
R,1553390333,700D9B77F
X,1553390335,426737,1219
X,1553390335,426727,583
X,1553390336,426608,943
X,1553390337,426736,777
X,1553390337,426872,467
X,1553390338,426915,918
X,1553390338,426948,1206
P,1553390339,4984
X,1553390339,426960,716
X,1553390339,426968,606
X,1553390340,427052,784
X,1553390341,427088,520
X,1553390341,427070,596
X,1553390342,426807,982
X,1553390342,426773,841
X,1553390343,426587,627
X,1553390343,426533,1377
X,1553390344,426554,721
X,1553390345,426395,740
X,1553390345,426748,833
X,1553390346,426934,417
X,1553390346,427087,1614
X,1553390347,427479,710
X,1553390347,426961,736
X,1553390348,426788,589
A,1553390348,426851,1084
T,1553390348,2807
R,1553390348,700D9B77F
X,1553390350,426329,766
X,1553390351,426411,815
X,1553390351,426523,527
X,1553390352,426504,648
X,1553390352,426354,782
X,1553390353,426545,829
X,1553390353,426421,672
X,1553390354,426699,714
X,1553390354,426699,340
X,1553390355,426833,592
X,1553390356,427041,700
X,1553390356,426877,776
X,1553390357,426942,628
X,1553390357,427140,647
X,1553390358,427222,424
X,1553390358,427340,854
X,1553390359,426856,987
X,1553390360,426682,924
X,1553390360,426713,673
X,1553390360,426730,654
A,1553390360,426743,1011
T,1553390360,2807
R,1553390360,700D9B77F
X,1553390362,426922,669
X,1553390362,426837,709
X,1553390363,426762,632
X,1553390363,426733,890
X,1553390364,426716,815
X,1553390365,426963,5209
X,1553390365,426654,18796
X,1553390366,427044,5254
X,1553390366,426664,1367
X,1553390367,426635,623
X,1553390367,426631,763
P,1553390368,4983
X,1553390368,426599,846
X,1553390369,426332,760
X,1553390369,426099,999
X,1553390370,426367,441
X,1553390370,426611,686
X,1553390371,426629,757
X,1553390371,426521,5561
X,1553390372,426818,1188
X,1553390373,426641,1257
X,1553390373,426557,710
X,1553390374,426412,382
X,1553390374,426546,1021
X,1553390375,426621,682
X,1553390375,426417,785
X,1553390376,426498,654
X,1553390376,426632,490
X,1553390377,426622,958
A,1553390377,426581,823
T,1553390377,2807
R,1553390377,700D9B77F
X,1553390379,426578,4125
X,1553390380,426389,887
X,1553390380,426510,649
X,1553390381,426714,629
X,1553390381,426586,1067
X,1553390382,426711,904
X,1553390382,426749,771
X,1553390383,426656,769
X,1553390384,426655,657
X,1553390384,426567,709
X,1553390385,426476,4227
X,1553390385,427047,1030
X,1553390386,426757,1898
X,1553390386,426810,796
X,1553390387,426668,798
X,1553390388,426783,789
X,1553390388,426698,752
X,1553390389,426702,661
X,1553390389,426648,957
X,1553390390,426540,732
X,1553390390,426756,572
X,1553390391,426808,528
X,1553390392,426836,377
X,1553390392,426880,706
X,1553390393,426523,756
A,1553390393,426680,491
T,1553390393,2807
R,1553390393,700D9B77F
X,1553390395,426440,786
X,1553390395,426729,583
X,1553390396,426432,536
X,1553390396,426633,460
X,1553390397,426666,414
X,1553390398,426611,628
P,1553390398,4981
X,1553390398,426711,726
X,1553390399,426821,12521
X,1553390399,426817,1055
X,1553390400,426706,820
X,1553390400,426714,662
X,1553390401,426583,1024
X,1553390401,426766,510
X,1553390401,426727,764
X,1553390402,426783,327
X,1553390402,426815,716
X,1553390403,426805,631
X,1553390403,426776,641
X,1553390404,426930,886
X,1553390405,426974,1005
X,1553390405,426782,800
X,1553390406,426837,454
X,1553390406,426850,629
X,1553390407,426949,983
A,1553390407,426733,517
T,1553390407,2807
R,1553390407,700D9B77F
X,1553390409,427171,1049
X,1553390409,427138,717
X,1553390410,426955,844
X,1553390411,426833,908
X,1553390411,426892,574
X,1553390412,426714,628
X,1553390412,426882,1322
X,1553390413,427022,675
X,1553390413,426762,1010
X,1553390414,426924,471
X,1553390415,426976,643
X,1553390415,426878,528
X,1553390416,426879,690
X,1553390416,426841,620
X,1553390417,426808,819
X,1553390417,426789,705
X,1553390418,426789,588
X,1553390419,426772,937
X,1553390419,426778,782
X,1553390420,426728,628
X,1553390420,426669,520
X,1553390421,426818,742
X,1553390421,427121,711
A,1553390422,426866,469
T,1553390422,2806
R,1553390422,700D9B77F
X,1553390423,426872,506
X,1553390424,426840,731
X,1553390425,426863,929
X,1553390425,426531,507
X,1553390426,426607,802
X,1553390426,426629,838
X,1553390427,426590,412
