08,2824
U,1553382808,46975
X,1553382810,433360,1031
X,1553382810,433517,725
X,1553382811,433261,651
X,1553382811,433445,835
X,1553382812,433819,13385
X,1553382813,433568,13809
X,1553382813,433575,3417
X,1553382813,434042,1546
P,1553382813,4999
X,1553382813,433788,608
X,1553382814,433652,752
X,1553382814,433492,3744
X,1553382815,433828,3246
X,1553382816,433719,584
X,1553382816,433417,818
X,1553382817,433646,702
X,1553382817,433885,750
X,1553382818,433441,792
X,1553382818,433511,700
X,1553382819,433085,777
X,1553382820,433507,1078
X,1553382820,434012,793
X,1553382821,433673,639
X,1553382821,433205,524
X,1553382822,433600,1253
X,1553382822,433968,13036
X,1553382823,433424,13816
X,1553382824,433610,2226
X,1553382824,433639,706
X,1553382825,433707,330
X,1553382825,433752,783
X,1553382826,434692,6733
X,1553382826,433570,7373
X,1553382827,435210,9462
X,1553382827,434576,1070
X,1553382828,434096,1042
X,1553382829,433628,636
X,1553382829,433811,798
A,1553382829,433589,927
T,1553382829,2824
U,1553382830,46975
X,1553382831,433400,715
X,1553382832,433467,699
X,1553382832,433814,678
X,1553382833,433698,792
X,1553382833,433388,595
X,1553382834,433158,392
X,1553382835,433429,2019
X,1553382835,433675,982
X,1553382836,433432,600
X,1553382836,433351,627
X,1553382837,433025,538
X,1553382837,433560,735
X,1553382838,433724,13869
X,1553382839,433269,16977
X,1553382839,433548,1066
X,1553382840,433722,960
X,1553382840,433603,631
X,1553382841,433472,786
X,1553382841,433603,1210
X,1553382842,433966,847
X,1553382843,433792,1715
X,1553382843,433572,384
P,1553382843,5001
X,1553382844,433539,847
X,1553382844,433907,574
X,1553382845,434021,801
X,1553382845,433714,761
A,1553382845,433574,996
T,1553382846,2824
U,1553382846,46975
X,1553382847,433574,1515
X,1553382848,433411,471
X,1553382848,433289,878
X,1553382849,433330,645
X,1553382850,433692,1181
X,1553382850,433658,837
X,1553382851,433635,790
X,1553382851,433348,662
