,9,144
O,1560462780,144500,121
O,1560462780,144493,284
O,1560462781,144458,258
O,1560462782,144344,170
O,1560462782,144444,238
O,1560462783,144486,324
O,1560462783,144440,254
O,1560462784,144450,177
O,1560462784,144485,154
O,1560462785,144400,198
O,1560462785,144443,273
O,1560462785,144291,372
O,1560462786,144365,310
O,1560462786,144201,367
O,1560462787,144388,569
O,1560462787,144307,175
O,1560462788,144265,195
O,1560462789,144113,184
O,1560462789,144244,184
O,1560462790,144274,143
O,1560462790,144158,158
O,1560462791,144046,158
O,1560462791,144167,262
O,1560462792,144137,385
O,1560462793,144227,402
P,1560462793,5150
O,1560462793,144023,378
O,1560462794,144088,187
O,1560462794,143961,213
O,1560462795,144052,291
O,1560462795,143927,336
O,1560462796,144041,202
O,1560462796,143899,138
O,1560462797,143979,352
O,1560462798,144153,240
O,1560462798,143906,202
O,1560462799,143958,214
O,1560462799,143897,261
O,1560462800,143912,221
O,1560462800,143855,168
O,1560462801,143885,437
O,1560462802,144059,99
O,1560462802,144091,283
O,1560462803,144001,280
O,1560462803,143897,184
O,1560462804,143767,396
O,1560462804,143721,217
O,1560462805,144004,234
O,1560462806,143840,261
O,1560462806,143817,245
O,1560462807,143890,278
O,1560462807,143773,151
O,1560462808,143872,532
O,1560462808,143905,347
O,1560462809,143840,235
O,1560462810,143877,442
O,1560462810,143853,67
O,1560462811,143779,336
O,1560462811,143765,170
O,1560462812,143758,168
O,1560462812,143828,349
O,1560462813,144024,240
O,1560462814,143865,284
O,1560462814,143785,344
O,1560462815,143818,314
O,1560462815,143763,340
O,1560462816,144019,358
O,1560462816,143870,558
O,1560462817,143742,327
O,1560462818,143980,142
O,1560462818,143878,330
O,1560462819,143897,491
O,1560462819,144041,364
O,1560462820,144021,265
O,1560462820,349976,56363
T,1560462821,2909
D,1560462822,239104
R,1560462822,5C00DDFC91
