,381213,855
X,1560210710,381281,1163
X,1560210711,381604,613
X,1560210711,381504,755
X,1560210712,381228,461
X,1560210712,381580,1493
X,1560210712,381789,666
X,1560210712,381947,825
X,1560210713,381934,796
X,1560210714,381984,375
X,1560210714,382059,632
A,1560210714,381784,1563
T,1560210714,2869
R,1560210715,5C00DDFC91
X,1560210716,381749,1044
X,1560210717,381507,900
X,1560210717,381725,735
X,1560210718,381802,979
X,1560210718,382002,761
X,1560210719,381978,944
X,1560210720,381925,644
X,1560210720,381829,554
X,1560210721,381904,390
X,1560210721,381937,917
X,1560210722,381966,870
X,1560210722,382004,1008
X,1560210723,382275,565
X,1560210724,382536,653
X,1560210724,382977,1054
X,1560210725,383016,1382
X,1560210725,383006,980
X,1560210726,383921,791
X,1560210726,384159,999
X,1560210727,383279,2985
X,1560210728,382424,1196
X,1560210728,382360,3301
X,1560210729,382380,5066
X,1560210729,382462,8408
X,1560210730,382779,2703
X,1560210730,382768,13085
X,1560210731,382567,10342
X,1560210731,382354,11296
X,1560210732,382176,1134
X,1560210733,382042,1336
X,1560210733,381980,944
X,1560210734,382086,690
X,1560210734,382107,561
X,1560210735,382133,897
X,1560210735,382122,1033
X,1560210736,381934,853
A,1560210736,382235,2652
T,1560210736,2869
R,1560210736,5C00DDFC91
P,1560210737,5132
X,1560210738,382007,630
X,1560210739,381801,964
X,1560210739,381439,823
X,1560210740,381824,780
X,1560210740,381997,828
X,1560210741,381841,488
X,1560210741,381708,809
X,1560210742,381947,718
X,1560210743,382069,573
X,1560210743,381716,1309
X,1560210744,382142,589
X,1560210744,382298,509
X,1560210745,382348,1004
X,1560210745,382173,970
X,1560210746,382317,1171
X,1560210747,381985,646
X,1560210747,381820,632
X,1560210748,381973,653
X,1560210748,382015,734
X,1560210749,381978,414
X,1560210749,381866,868
X,1560210750,381753,563
X,1560210751,381789,386
A,1560210751,381921,859
T,1560210751,2869
R,1560210751,5C00DDFC91
