H,1553310654,147519
T,1553310654,2786
R,1553310654,700D9B77F
X,1553310656,412970,651
X,1553310656,413116,727
X,1553310657,413066,818
X,1553310657,413062,779
X,1553310658,412986,504
X,1553310659,412965,251
X,1553310659,413033,645
X,1553310660,413076,626
X,1553310660,413059,678
X,1553310661,413019,619
X,1553310661,413011,634
X,1553310662,413041,355
X,1553310663,412992,294
X,1553310663,412981,610
X,1553310664,413011,722
X,1553310664,413016,921
X,1553310665,413024,718
X,1553310665,413065,754
X,1553310666,412996,620
X,1553310667,412913,512
A,1553310667,413020,203
T,1553310667,2786
R,1553310667,700D9B77F
X,1553310669,413032,848
X,1553310669,412995,866
X,1553310670,412969,652
X,1553310670,412979,354
X,1553310671,412924,410
X,1553310671,412958,697
P,1553310672,4951
X,1553310672,412950,908
X,1553310673,412901,618
X,1553310673,412938,421
X,1553310674,412911,685
X,1553310674,412931,485
X,1553310675,412886,389
X,1553310675,412968,952
X,1553310676,412949,1323
X,1553310677,413019,843
X,1553310677,412986,501
X,1553310678,412990,671
X,1553310678,412954,573
X,1553310679,412946,1061
X,1553310679,412979,502
X,1553310680,412933,993
X,1553310680,412940,606
A,1553310680,412957,146
T,1553310681,2786
R,1553310681,700D9B77F
X,1553310682,412760,404
X,1553310683,412903,715
X,1553310684,412910,940
X,1553310684,412946,886
X,1553310685,412893,508
X,1553310685,412864,316
X,1553310686,412897,952
X,1553310686,412889,647
X,1553310687,412859,409
X,1553310688,412954,1319
X,1553310688,413039,781
X,1553310689,413003,1007
X,1553310689,412952,613
X,1553310690,412992,776
X,1553310690,413078,963
X,1553310691,413107,1178
X,1553310691,413084,778
X,1553310691,413042,685
X,1553310692,412907,689
X,1553310692,412900,368
X,1553310693,412870,483
X,1553310693,412945,795
X,1553310694,412836,1163
X,1553310695,412788,645
A,1553310695,412925,324
T,1553310695,2786
R,1553310695,700D9B77F
X,1553310697,412709,688
X,1553310697,412716,930
X,1553310698,412634,516
X,1553310698,412574,673
X,1553310699,412645,543
X,1553310699,412620,767
X,1553310700,412694,1090
X,1553310700,412713,1026
P,1553310701,4988
X,1553310701,412667,602
X,1553310702,412682,541
X,1553310702,412668,371
X,1553310703,412698,684
X,1553310703,412768,764
X,1553310704,412798,788
X,1553310704,412752,653
X,1553310705,412760,527
X,1553310706,412744,518
X,1553310706,412678,532
X,1553310707,412714,877
X,1553310707,412773,1052
X,1553310708,412751,847
X,1553310708,412773,386
X,1553310709,412725,183
A,1553310709,412703,224
T,1553310709,2786
X,1553310711,412789,808
X,1553310712,412780,1091
X,1553310712,412726,546
X,1553310713,412740,501
X,1553310713,412709,404
X,1553310714,412682,450
X,1553310714,412709,942
X,1553310715,412780,1235
X,1553310716,412763,561
X,1553310716,412778,527
X,1553310717,412778,315
X,1553310717,412714,273
X,1553310718,412691,369
X,1553310718,412711,728
X,1553310719,412822,896
X,1553310720,412776,664
X,1553310720,412785,824
X,1553310721,412796,391
X,1553310721,412736,291
X,1553310722,412657,166
X,1553310722,412674,719
X,1553310723,412773,915
A,1553310723,412740,165
T,1553310723,2786
R,1553310723,700D9B77F
X,1553310725,412716,110
X,1553310725,412661,491
X,1553310726,412660,560
X,1553310727,412675,657
X,1553310727,412722,933
X,1553310728,412803,1460
X,1553310728,412758,801
X,1553310729,412725,719
X,1553310729,412747,192
X,1553310730,412699,385
X,1553310731,412728,295
P,1553310731,4987
X,1553310731,412765,800
X,1553310732,412783,643
X,1553310732,412783,728
X,1553310732,412760,415
X,1553310732,412701,697
X,1553310733,412676,501
X,1553310734,412657,652
X,1553310734,412712,517
X,1553310735,412723,718
X,1553310735,412753,402
A,1553310735,412720,126
T,1553310735,2786
R,1553310736,700D9B77F
X,1553310737,412639,310
X,1553310738,412679,458
X,1553310738,412682,528
X,1553310739,412695,413
X,1553310739,412700,1087
X,1553310740,412692,625
X,1553310741,412665,605
X,1553310741,412668,593
X,1553310742,412631,968
X,1553310742,412726,931
X,1553310743,412714,512
X,1553310743,412686,699
X,1553310744,412652,532
X,1553310745,412623,298
X,1553310745,412616,665
X,1553310746,412620,885
X,1553310746,412676,866
X,1553310747,412647,948
X,1553310747,412785,671
X,1553310748,412744,737
