H,1552959293,147519
T,1552959293,2753
R,1552959293,700D9B77F
X,1552959295,415370,294
X,1552959296,415351,549
X,1552959296,415315,641
X,1552959297,415376,452
X,1552959297,415368,884
X,1552959298,415405,457
X,1552959298,415311,10404
X,1552959299,415839,3786
X,1552959300,415106,4289
X,1552959300,415460,492
X,1552959301,415451,451
X,1552959301,415437,590
X,1552959302,415390,449
X,1552959302,415429,792
X,1552959303,415493,746
X,1552959304,415428,380
X,1552959304,415349,267
X,1552959305,415438,555
X,1552959305,415422,529
X,1552959306,415387,561
X,1552959306,415452,782
X,1552959307,415405,393
X,1552959308,415395,533
A,1552959308,415406,178
T,1552959308,2753
R,1552959308,700D9B77F
X,1552959310,415526,586
P,1552959310,5037
X,1552959310,415490,281
X,1552959311,415367,539
X,1552959311,415445,389
X,1552959312,415438,688
X,1552959312,415569,381
X,1552959313,415454,403
X,1552959313,415414,1304
X,1552959313,415249,534
X,1552959314,415056,598
X,1552959314,415101,210
X,1552959315,415102,578
X,1552959315,415161,505
X,1552959316,415095,704
X,1552959316,415090,707
X,1552959317,415112,522
X,1552959318,415101,283
X,1552959318,415084,610
X,1552959319,415033,759
X,1552959319,415125,774
X,1552959320,415042,658
A,1552959320,415232,536
T,1552959320,2753
R,1552959320,700D9B77F
X,1552959322,415053,702
X,1552959322,415031,724
X,1552959323,415014,652
X,1552959324,415091,731
X,1552959324,415113,616
X,1552959325,415067,518
X,1552959325,414989,630
X,1552959326,414911,377
X,1552959326,414961,709
X,1552959327,414914,502
X,1552959328,415001,1195
X,1552959328,414991,364
X,1552959329,414862,343
X,1552959329,414971,636
X,1552959330,414973,442
X,1552959330,415023,901
X,1552959331,414917,544
X,1552959332,414871,569
X,1552959332,414945,390
X,1552959333,414904,752
X,1552959333,415036,412
A,1552959333,414981,251
T,1552959333,2753
R,1552959334,700D9B77F
X,1552959335,415043,709
X,1552959336,414999,951
X,1552959336,415028,333
X,1552959337,414965,411
X,1552959337,415024,836
X,1552959338,414938,542
X,1552959339,415035,669
P,1552959339,5036
X,1552959339,415071,287
X,1552959340,414889,273
X,1552959340,415047,507
X,1552959341,414994,537
X,1552959341,415157,672
X,1552959342,414958,431
X,1552959343,414916,304
X,1552959343,415033,569
X,1552959344,415046,827
X,1552959344,415361,1358
X,1552959345,415307,1144
X,1552959345,415422,336
X,1552959346,415478,1194
X,1552959347,415145,3732
X,1552959347,416065,1066
X,1552959348,415994,387
X,1552959348,415939,342
X,1552959349,415985,314
A,1552959349,415174,1105
T,1552959349,2753
R,1552959349,700D9B77F
X,1552959351,415914,330
X,1552959351,415836,429
X,1552959352,415890,383
X,1552959353,415763,680
X,1552959353,415754,461
X,1552959354,415794,546
X,1552959354,415671,540
X,1552959354,415846,276
X,1552959354,415733,783
X,1552959355,415791,564
X,1552959356,415706,565
X,1552959356,415575,419
X,1552959357,415651,643
X,1552959357,415574,668
X,1552959358,415667,470
X,1552959358,415669,219
X,1552959359,415638,620
X,1552959359,415641,278
X,1552959360,415559,967
X,1552959361,415570,545
A,1552959361,415712,355
T,1552959361,2753
R,1552959361,700D9B77F
X,1552959363,415377,936
X,1552959363,415707,4523
X,1552959364,415710,8994
X,1552959364,415839,340
X,1552959365,415787,764
X,1552959365,415799,284
X,1552959366,415532,551
X,1552959367,415538,441
X,1552959367,415578,916
X,1552959368,415499,571
P,1552959368,5035
X,1552959368,415498,409
X,1552959369,415463,364
X,1552959369,415366,4684
X,1552959370,415400,947
X,1552959371,415391,622
X,1552959371,415399,474
X,1552959372,415197,483
X,1552959372,415189,471
X,1552959373,415320,784
X,1552959373,415359,516
X,1552959374,415344,503
X,1552959375,415310,265
X,1552959375,415271,365
A,1552959375,415454,650
T,1552959375,2753
R,1552959375,700D9B77F
X,1552959377,415457,671
X,1552959378,415351,275
X,1552959378,415252,415
X,1552959379,415222,465
X,1552959379,415284,549
X,1552959380,415478,559
X,1552959380,415389,615
X,1552959381,415392,241
X,1552959382,415432,380
X,1552959382,415255,414
X,1552959383,415371,742
X,1552959383,415332,577
X,1552959384,415534,294
X,1552959384,415451,471
X,1552959385,415547,370
X,1552959386,415480,537
X,1552959386,415562,481
X,1552959387,415545,896
