105771,5070
P,1564205800,5072
P,1564205831,5070
P,1564205860,5073
P,1564205889,5070
P,1564205918,5073
P,1564205948,5070
P,1564205977,5072
P,1564206006,5071
P,1564206036,5072
P,1564206065,5071
P,1564206094,5070
P,1564206124,5071
P,1564206154,5072
P,1564206183,5069
P,1564206212,5070
P,1564206242,5071
P,1564206271,5071
P,1564206300,5072
P,1564206329,5067
P,1564206359,5073
P,1564206388,5067
P,1564206418,5071
P,1564206448,5070
P,1564206477,5072
P,1564206506,5071
P,1564206535,5072
P,1564206565,5072
P,1564206594,5070
P,1564206623,5072
P,1564206653,5070
P,1564206682,5071
P,1564206712,5071
P,1564206741,5071
P,1564206771,5072
P,1564206800,5068
P,1564206829,5067
P,1564206858,5071
P,1564206888,5071
P,1564206917,5068
P,1564206946,5071
P,1564206976,5071
P,1564207006,5071
P,1564207035,5072
P,1564207064,5070
P,1564207094,5071
D,1564207105,155392
D,1564207107,193536
D,1564207110,174336
D,1564207112,196608
D,1564207114,197120
D,1564207116,196096
D,1564207118,196096
D,1564207121,197120
D,1564207123,196352
P,1564207123,4945
D,1564207125,197376
D,1564207127,197120
D,1564207129,197888
D,1564207132,196608
D,1564207134,197120
D,1564207136,197120
D,1564207138,196352
D,1564207140,197120
D,1564207143,199936
D,1564207145,198912
D,1564207146,195072
D,1564207148,196864
D,1564207150,196864
P,1564207152,5071
D,1564207153,197120
D,1564207155,197120
D,1564207157,196864
D,1564207159,196864
D,1564207161,196096
D,1564207164,196608
D,1564207166,196608
D,1564207168,196864
D,1564207170,197376
D,1564207172,197120
D,1564207175,195584
D,1564207177,196864
D,1564207179,197120
