H,1553202955,147519
R,1553202955,700D9B77F
X,1553202957,410741,635
X,1553202957,410764,438
X,1553202958,410529,643
X,1553202959,410552,487
X,1553202959,410637,455
X,1553202960,410750,758
X,1553202960,410673,661
P,1553202961,5027
X,1553202961,410699,641
X,1553202961,410704,544
X,1553202962,410770,356
X,1553202963,410832,205
X,1553202963,410867,920
X,1553202964,410987,2233
X,1553202964,410793,1009
X,1553202965,410762,706
X,1553202965,410836,428
X,1553202966,410883,480
X,1553202967,410898,367
X,1553202967,410900,556
X,1553202968,410832,526
X,1553202968,410847,301
X,1553202968,410986,9009
X,1553202968,410797,1471
X,1553202969,410878,866
A,1553202969,410767,371
T,1553202969,2797
R,1553202969,700D9B77F
X,1553202971,410647,743
X,1553202972,410700,840
X,1553202972,410725,850
X,1553202973,410754,379
X,1553202973,410831,520
X,1553202974,410820,431
X,1553202974,410703,774
X,1553202975,410689,391
X,1553202976,410735,419
X,1553202976,410877,646
X,1553202977,410888,391
X,1553202977,410857,301
X,1553202978,410786,348
X,1553202978,410691,500
X,1553202979,410841,732
X,1553202980,410873,311
X,1553202980,410904,498
X,1553202981,410892,378
X,1553202981,410900,518
X,1553202982,411094,7057
X,1553202982,410032,6280
X,1553202983,409828,2024
X,1553202984,410272,1544
X,1553202984,410284,537
A,1553202984,410769,620
T,1553202984,2797
R,1553202984,700D9B77F
X,1553202986,410455,1175
X,1553202987,410429,1070
X,1553202987,410416,872
X,1553202988,410514,656
X,1553202988,410526,355
X,1553202989,410485,508
X,1553202989,410495,617
P,1553202990,5042
X,1553202990,410494,1414
X,1553202991,409854,5753
X,1553202991,410278,593
X,1553202992,410263,564
X,1553202992,410328,361
X,1553202993,410426,877
X,1553202993,410399,521
X,1553202994,410348,625
X,1553202995,410282,763
X,1553202995,410335,529
X,1553202996,410368,628
X,1553202996,410394,301
X,1553202997,410341,591
X,1553202997,410280,887
X,1553202998,410080,972
X,1553202999,410028,435
X,1553202999,409951,333
A,1553202999,410326,575
T,1553202999,2797
R,1553202999,700D9B77F
X,1553203001,410221,682
X,1553203002,410161,847
X,1553203002,410209,679
X,1553203003,410294,389
X,1553203003,410341,472
X,1553203004,410400,504
X,1553203005,410435,406
X,1553203005,410441,595
X,1553203006,410473,855
X,1553203006,410352,801
X,1553203007,410314,782
X,1553203007,410307,323
X,1553203008,410257,725
X,1553203009,410320,274
X,1553203009,410425,386
X,1553203009,410340,860
X,1553203009,410497,785
X,1553203010,410512,492
X,1553203010,410441,383
X,1553203011,410495,334
A,1553203011,410361,351
T,1553203011,2797
R,1553203011,700D9B77F
X,1553203013,410383,593
X,1553203014,410425,755
X,1553203014,410174,491
X,1553203015,410283,504
X,1553203015,410297,435
X,1553203016,410369,388
X,1553203016,410506,578
X,1553203017,410393,763
X,1553203018,410450,317
X,1553203018,410516,879
P,1553203019,5042
X,1553203019,410484,401
X,1553203019,410495,616
X,1553203020,410534,512
X,1553203020,410427,891
X,1553203021,410371,1181
X,1553203022,410330,666
X,1553203022,410312,827
X,1553203023,410359,453
X,1553203023,410445,227
X,1553203024,410495,657
X,1553203024,410502,410
A,1553203024,410408,360
T,1553203025,2797
R,1553203025,700D9B77F
X,1553203026,410569,495
X,1553203027,410621,279
X,1553203028,410607,364
X,1553203028,410606,375
X,1553203029,410609,391
X,1553203029,410486,707
X,1553203030,410397,2862
X,1553203030,410318,794
X,1553203031,410416,643
X,1553203032,410488,289
X,1553203032,410529,478
X,1553203033,410469,284
X,1553203033,410414,726
X,1553203034,410459,416
X,1553203034,410436,454
X,1553203035,410457,451
X,1553203035,410452,445
X,1553203036,410468,559
X,1553203037,410559,666
X,1553203037,410615,723
X,1553203038,410543,637
A,1553203038,410506,303
T,1553203038,2797
R,1553203038,700D9B77F
X,1553203040,410473,565
X,1553203040,410451,383
X,1553203041,410399,393
X,1553203042,410409,1065
X,1553203042,410864,1113
X,1553203043,410833,608
X,1553203043,410765,239
X,1553203044,410752,444
X,1553203044,410801,333
X,1553203045,410769,572
X,1553203046,410729,550
X,1553203046,410673,871
X,1553203047,410667,530
X,1553203047,410653,449
X,1553203048,410650,400
X,1553203048,410640,378
