H,1551472109,147519
T,1551472109,2801
R,1551472110,700D9B77F
X,1551472111,389643,732
X,1551472112,389707,557
X,1551472112,389634,483
X,1551472113,389635,830
X,1551472113,389715,482
X,1551472114,389734,746
X,1551472115,389501,1943
X,1551472115,389775,840
X,1551472116,389742,935
X,1551472116,389857,682
X,1551472117,389637,5287
X,1551472117,389391,26754
X,1551472118,389365,1627
X,1551472119,389331,941
X,1551472119,389483,1000
X,1551472120,389770,1421
X,1551472120,389606,960
X,1551472121,389433,998
X,1551472121,388877,1688
X,1551472122,389024,1260
X,1551472123,389590,765
X,1551472123,389691,867
X,1551472124,389585,834
X,1551472124,389431,554
X,1551472125,389514,693
X,1551472125,389634,1429
X,1551472126,389649,835
X,1551472127,389643,560
A,1551472127,389619,526
T,1551472127,2801
X,1551472129,389745,1312
X,1551472129,389616,832
X,1551472130,389466,835
X,1551472130,389284,1150
X,1551472131,389294,1092
X,1551472131,389301,1161
X,1551472132,389355,756
X,1551472132,389456,1004
X,1551472133,389565,1062
X,1551472134,389588,950
X,1551472134,389610,1585
X,1551472134,389639,1241
X,1551472134,389726,738
X,1551472135,389680,774
X,1551472135,389707,15721
X,1551472136,391526,10447
X,1551472137,390035,2647
X,1551472137,390123,1011
X,1551472138,390505,3972
X,1551472138,389480,5230
P,1551472138,5123
X,1551472139,389930,1878
X,1551472139,390000,983
X,1551472140,389975,1511
X,1551472141,390032,1306
X,1551472141,390146,825
X,1551472142,390129,727
X,1551472142,390118,830
X,1551472143,389956,9557
X,1551472143,389554,4724
X,1551472144,389733,822
X,1551472145,389596,1064
X,1551472145,389669,1004
X,1551472146,389704,815
X,1551472146,389709,1210
X,1551472147,389614,1100
X,1551472147,389660,829
X,1551472148,389546,1035
X,1551472149,389830,1146
X,1551472149,389693,828
X,1551472150,389521,946
X,1551472150,389545,1373
X,1551472151,389431,1095
X,1551472151,389119,10593
X,1551472152,389755,2897
X,1551472153,389681,779
X,1551472153,389475,866
X,1551472154,389189,3269
X,1551472154,389693,1093
X,1551472155,389987,6271
X,1551472155,388904,5542
X,1551472156,389565,1488
X,1551472156,389662,1013
X,1551472157,389646,1161
X,1551472158,389565,556
X,1551472158,389619,921
X,1551472159,389660,969
A,1551472159,389706,791
T,1551472159,2801
X,1551472161,389632,713
X,1551472161,389515,890
X,1551472162,389612,729
X,1551472162,389345,4179
X,1551472163,389576,881
X,1551472164,389688,785
X,1551472164,389652,736
X,1551472165,389710,557
X,1551472165,389699,686
X,1551472166,389680,448
X,1551472166,389447,5054
X,1551472167,389507,1717
X,1551472168,389485,647
X,1551472168,389512,1093
P,1551472168,5123
X,1551472169,389515,628
X,1551472169,389604,1009
X,1551472170,389620,641
X,1551472170,389612,500
X,1551472171,389573,539
X,1551472172,389961,1510
X,1551472172,389157,1614
X,1551472173,389482,840
X,1551472173,389568,492
X,1551472174,389574,781
X,1551472174,389513,815
X,1551472175,389593,541
X,1551472175,389628,911
A,1551472175,389596,228
T,1551472175,2801
X,1551472176,389432,1716
X,1551472177,389662,842
X,1551472178,389565,477
X,1551472178,389766,671
X,1551472179,389606,572
X,1551472179,389694,684
X,1551472180,389688,174
X,1551472180,389507,463
X,1551472181,389375,606
X,1551472182,389255,661
X,1551472182,389331,336
X,1551472183,389211,389
X,1551472183,388881,841
X,1551472184,388668,1249
X,1551472184,389241,916
X,1551472185,389283,491
X,1551472186,389359,633
X,1551472186,389594,731
X,1551472187,389651,400
X,1551472187,389508,784
X,1551472188,389425,862
X,1551472188,389450,742
A,1551472188,389452,885
T,1551472189,2801
X,1551472190,389488,982
X,1551472191,389525,559
X,1551472192,389539,396
X,1551472192,389646,811
X,1551472193,389698,2264
X,1551472193,389019,8090
X,1551472194,389398,2396
X,1551472194,389884,6656
X,1551472195,390187,1745
X,1551472196,390101,676
X,1551472196,390049,718
X,1551472197,390030,400
X,1551472197,390071,828
P,1551472198,5124
X,1551472198,390109,763
X,1551472198,390013,1000
X,1551472199,389964,802
X,1551472199,390002,612
X,1551472200,390125,605
X,1551472201,390165,600
X,1551472201,390067,801
X,1551472202,390056,799
X,1551472202,389964,935
X,1551472203,390004,4849
X,1551472203,390094,830
X,1551472204,390114,699
X,1551472205,390116,1025
X,1551472205,390123,621
