,5237
P,1557101570,5240
P,1557101600,5240
P,1557101630,5241
P,1557101659,5240
P,1557101688,5241
P,1557101717,5240
P,1557101747,5241
P,1557101776,5241
P,1557101805,5241
P,1557101835,5241
P,1557101864,5240
P,1557101894,5239
P,1557101923,5241
P,1557101953,5240
P,1557101982,5241
P,1557102011,5242
P,1557102041,5240
P,1557102070,5241
D,1557102074,252416
D,1557102077,262656
D,1557102079,261888
R,1557102079,5C00DDFC91
R,1557102079,5C00DDFC91
R,1557102079,5C00DDFC91
X,1557102081,378278,53961
X,1557102081,382534,14439
X,1557102082,379187,11810
X,1557102082,381301,10684
X,1557102083,381181,3175
X,1557102083,380883,4534
X,1557102083,380757,8220
X,1557102084,380891,1846
X,1557102084,381229,1900
X,1557102085,381257,1563
X,1557102085,381109,1588
X,1557102086,380937,1564
X,1557102086,381264,1834
X,1557102087,381385,3825
X,1557102087,381098,2872
X,1557102088,381632,6319
X,1557102089,381427,3066
X,1557102089,381665,2588
X,1557102090,381603,1080
X,1557102090,381876,669
X,1557102091,381717,2661
X,1557102091,381893,4377
X,1557102092,381820,1719
X,1557102093,381806,1869
X,1557102093,381840,1577
X,1557102094,381902,2143
X,1557102094,381942,2365
X,1557102095,382157,3591
X,1557102095,381881,4839
X,1557102096,382055,2646
X,1557102097,381477,3309
X,1557102097,381985,2481
X,1557102098,381557,6210
X,1557102098,382076,2735
X,1557102099,381506,1576
P,1557102099,5231
X,1557102099,381820,4634
X,1557102100,381912,2327
X,1557102101,381880,2191
X,1557102101,381913,2074
X,1557102102,381815,2256
X,1557102102,382284,1880
X,1557102103,382335,1629
X,1557102103,382262,1939
X,1557102104,382186,1864
X,1557102105,382225,1175
X,1557102105,381751,6024
X,1557102106,382479,4230
X,1557102106,382068,388
X,1557102107,382297,1727
X,1557102107,382132,1391
X,1557102108,381944,865
X,1557102109,381871,1005
X,1557102109,382137,2338
X,1557102110,382364,3303
X,1557102110,382316,2713
X,1557102111,382281,1143
X,1557102111,382251,1271
X,1557102112,382333,3990
X,1557102113,382596,1725
X,1557102113,382442,1537
X,1557102114,382443,1252
X,1557102114,382348,1560
X,1557102115,382293,1044
X,1557102115,382336,1709
X,1557102116,382477,3522
X,1557102116,382468,1901
X,1557102117,382530,1107
X,1557102118,382668,972
X,1557102118,382514,1132
X,1557102119,382589,5198
X,1557102119,382689,1248
X,1557102120,382559,858
X,1557102120,382636,1354
X,1557102121,382539,1204
X,1557102122,382717,1422
X,1557102122,382737,2140
X,1557102123,382482,879
X,1557102123,382738,733
X,1557102124,382670,1421
X,1557102124,382839,1022
X,1557102124,382535,1979
X,1557102125,382936,837
X,1557102125,382923,2025
X,1557102126,382908,1080
X,1557102126,382845,763
X,1557102127,382932,1116
X,1557102127,382528,4439
X,1557102128,382100,1554
P,1557102128,5229
X,1557102129,382307,1204
X,1557102129,382245,1187
X,1557102130,382266,904
X,1557102130,382232,785
X,1557102131,382494,6263
X,1557102131,382666,2952
X,1557102132,382658,1427
X,1557102133,382749,1172
X,1557102133,382698,1457
X,1557102134,382659,1308
X,1557102134,382754,1325
X,1557102135,382923,2861
X,1557102135,382448,1847
X,1557102136,382542,1598
X,1557102137,382670,1045
X,1557102137,382578,886
X,1557102138,382587,1868
