H,1553453100,147519
T,1553453100,2871
R,1553453100,700D9B77F
X,1553453102,407788,850
X,1553453103,407788,863
X,1553453103,407789,752
X,1553453104,407747,725
X,1553453104,407740,789
X,1553453105,407795,966
X,1553453105,407818,752
X,1553453106,407791,742
P,1553453106,4993
X,1553453107,407787,991
X,1553453107,407782,673
X,1553453108,407643,5997
X,1553453108,407936,939
X,1553453109,407918,636
X,1553453109,407912,759
X,1553453110,407859,962
X,1553453111,407842,650
X,1553453111,407801,444
X,1553453112,407813,509
X,1553453112,407816,654
X,1553453113,407886,1004
X,1553453113,407853,9126
X,1553453114,408111,1310
X,1553453115,407947,928
X,1553453115,407876,827
A,1553453115,407827,207
T,1553453115,2871
R,1553453116,700D9B77F
X,1553453117,407921,4569
X,1553453118,408176,976
X,1553453118,408171,529
X,1553453119,408118,700
X,1553453120,408124,471
X,1553453120,407589,3281
X,1553453121,408253,6669
X,1553453121,407929,1107
X,1553453122,407860,799
X,1553453122,407895,419
X,1553453123,407906,381
X,1553453124,407941,300
X,1553453124,407865,555
X,1553453125,407966,832
X,1553453125,407974,915
X,1553453126,407772,5085
X,1553453126,408262,1251
X,1553453127,408175,598
X,1553453127,408184,517
X,1553453128,408185,657
X,1553453129,408512,2046
X,1553453129,409333,24544
X,1553453130,409097,23150
X,1553453130,408938,11726
X,1553453131,408927,13658
X,1553453131,409678,25165
X,1553453132,408790,33007
X,1553453132,409117,18827
X,1553453132,408432,8687
X,1553453133,406719,34712
X,1553453133,408424,26004
X,1553453134,410214,29056
X,1553453134,408539,40173
X,1553453135,408205,25667
P,1553453135,5030
X,1553453136,407360,19050
X,1553453136,409054,15832
X,1553453137,408813,10998
X,1553453137,408190,18711
X,1553453138,407045,32694
X,1553453138,408340,21368
X,1553453139,409828,17108
X,1553453140,408681,27571
X,1553453140,409647,33492
X,1553453141,408319,20618
X,1553453141,408754,1520
X,1553453142,409073,3073
X,1553453142,408110,11671
X,1553453143,409093,7367
X,1553453144,408691,8809
X,1553453144,408373,14122
X,1553453145,408379,1439
X,1553453145,408217,13541
X,1553453146,409199,9835
X,1553453146,408765,1292
X,1553453147,408675,11362
X,1553453148,408432,1053
X,1553453148,408407,1402
X,1553453149,408380,550
X,1553453149,408387,710
X,1553453150,408376,568
X,1553453150,408050,21034
X,1553453151,408544,3159
X,1553453151,408206,993
X,1553453152,408319,640
X,1553453153,408345,1704
X,1553453153,408841,3818
X,1553453154,407641,6213
X,1553453154,407242,12082
X,1553453155,406343,12931
X,1553453155,408622,14999
X,1553453156,408247,19317
X,1553453157,407536,16121
X,1553453157,408726,19537
X,1553453158,408102,5063
X,1553453158,407913,14606
X,1553453159,407886,1911
X,1553453159,409536,29905
X,1553453160,407295,21360
X,1553453161,407119,21710
X,1553453161,406992,9360
X,1553453162,408445,8467
X,1553453162,407899,15783
X,1553453163,408452,1965
X,1553453163,408774,8025
X,1553453164,409204,9413
X,1553453165,408835,24709
X,1553453165,407814,9844
P,1553453165,5030
X,1553453166,409106,4032
X,1553453166,408823,927
A,1553453166,408151,963
T,1553453166,2872
R,1553453167,700D9B77F
X,1553453168,408800,564
X,1553453169,408728,597
X,1553453169,408626,476
X,1553453170,408692,611
X,1553453171,408643,494
X,1553453171,408644,1278
X,1553453172,408735,641
X,1553453172,408809,2264
X,1553453173,408814,12065
X,1553453173,408737,997
X,1553453173,408698,554
X,1553453174,408623,496
X,1553453174,408696,772
X,1553453175,408660,712
X,1553453175,408576,521
X,1553453176,408588,462
X,1553453176,408606,519
X,1553453177,408682,1138
X,1553453177,408627,806
X,1553453178,408896,2543
X,1553453179,407629,12247
X,1553453179,406611,25368
X,1553453180,408048,19178
X,1553453180,409130,21612
X,1553453181,408659,14967
X,1553453181,409023,17714
X,1553453182,408456,3297
X,1553453183,408481,1836
X,1553453183,408886,2766
X,1553453184,408640,13313
X,1553453184,409699,17375
X,1553453185,408958,11520
X,1553453185,408795,16707
X,1553453186,407795,28852
X,1553453187,407947,11835
X,1553453187,409169,10533
X,1553453188,408359,9887
X,1553453188,408411,1772
X,1553453189,408285,3428
X,1553453189,408450,2562
X,1553453190,408676,4941
X,1553453191,408416,1358
X,1553453191,408466,1273
X,1553453192,408386,3104
X,1553453192,408257,350
X,1553453193,408248,984
X,1553453193,408256,2028
X,1553453194,408399,994
