H,1553548737,147519
R,1553548737,700D9B77F
X,1553548738,413825,2238
X,1553548739,416525,2261
X,1553548740,415351,2079
X,1553548740,415264,840
X,1553548741,415313,1631
X,1553548741,416242,712
X,1553548742,416202,1114
X,1553548742,416807,1305
X,1553548743,416734,740
X,1553548743,417218,476
X,1553548744,417014,800
X,1553548745,417706,1110
X,1553548745,418223,504
X,1553548746,417629,1727
X,1553548746,417806,713
X,1553548747,418495,1050
X,1553548747,417740,816
X,1553548748,417005,1480
X,1553548749,416935,845
X,1553548749,415393,2835
X,1553548750,415038,2349
X,1553548750,415092,4426
X,1553548751,413950,8434
X,1553548751,415802,5625
X,1553548752,416237,2384
X,1553548753,414850,2894
X,1553548753,416538,1769
X,1553548754,417522,1477
X,1553548754,416067,2459
X,1553548755,416827,1138
X,1553548755,417158,3465
X,1553548756,415572,2598
X,1553548757,415531,9550
X,1553548757,414822,2887
X,1553548758,415103,2135
X,1553548758,413619,4074
X,1553548759,411777,4224
X,1553548759,413415,5291
X,1553548759,415000,1938
X,1553548760,416280,4093
X,1553548760,417117,1507
X,1553548761,417206,2897
X,1553548761,416541,1440
X,1553548762,418188,1015
X,1553548762,416887,2379
X,1553548763,415988,2014
X,1553548764,416857,1928
X,1553548764,416915,903
X,1553548765,417869,1568
X,1553548765,416775,2040
P,1553548766,4971
X,1553548766,416648,1117
X,1553548766,416896,3083
X,1553548767,417554,928
X,1553548767,417583,525
X,1553548768,417738,634
X,1553548769,417429,1422
X,1553548769,415656,3075
X,1553548770,415527,1593
X,1553548770,415371,3482
X,1553548771,414438,4527
X,1553548771,416611,2444
X,1553548772,414196,2698
X,1553548773,412305,3165
X,1553548773,413756,5642
X,1553548774,413015,3502
X,1553548774,415238,2990
X,1553548775,417715,704
X,1553548775,417794,1304
X,1553548776,416948,1807
X,1553548777,414370,2358
X,1553548777,414391,4212
X,1553548778,415661,2656
X,1553548778,416267,3565
X,1553548779,415506,1700
X,1553548779,417388,3087
X,1553548780,418506,1102
X,1553548781,416862,2135
X,1553548781,414345,5142
X,1553548782,417467,1379
X,1553548782,418464,976
X,1553548783,417866,1006
X,1553548783,416503,1633
X,1553548784,415093,5244
X,1553548785,414742,3540
X,1553548785,415281,2519
X,1553548786,415060,1683
X,1553548786,414960,2811
X,1553548787,414378,2876
X,1553548787,413868,2933
X,1553548788,413587,6275
X,1553548789,416949,2635
X,1553548789,415305,2038
X,1553548790,414801,1699
X,1553548790,417577,1642
X,1553548791,415751,3577
X,1553548791,415349,4813
X,1553548792,417712,2430
X,1553548793,415789,2305
X,1553548793,415841,1256
X,1553548794,415023,4044
X,1553548794,412404,13598
X,1553548795,414568,4082
X,1553548795,417447,8894
P,1553548796,4973
X,1553548796,416821,2253
X,1553548796,413686,4065
X,1553548797,414215,11482
X,1553548798,415314,5575
X,1553548798,417058,2452
X,1553548799,416983,4769
X,1553548799,417309,2080
X,1553548800,415188,6202
X,1553548800,416753,4144
X,1553548800,414454,3493
X,1553548801,416354,1247
X,1553548801,414994,3839
X,1553548802,414220,2768
X,1553548802,414352,4712
X,1553548803,413225,5677
X,1553548803,409930,2722
X,1553548804,412862,4603
X,1553548805,415922,4642
X,1553548805,416612,2480
X,1553548806,415085,5962
X,1553548806,418043,1872
X,1553548807,418450,1259
X,1553548807,416177,4065
X,1553548808,413070,11171
X,1553548809,416782,1697
X,1553548809,413453,7262
X,1553548810,412868,3816
X,1553548810,415291,1978
X,1553548811,417253,3909
X,1553548811,416292,2796
X,1553548812,414928,3865
X,1553548813,414087,3319
X,1553548813,413797,6404
X,1553548814,416466,4436
X,1553548814,411806,4039
X,1553548815,412142,5691
X,1553548815,414542,3434
X,1553548816,409806,5159
X,1553548817,406903,5866
X,1553548817,411916,8429
X,1553548818,411816,8146
X,1553548818,415948,7570
X,1553548819,417378,1878
X,1553548819,417121,1949
X,1553548820,415962,3675
X,1553548820,416481,1743
X,1553548821,416348,3192
X,1553548822,416344,3280
X,1553548822,416433,3653
X,1553548823,417663,2264
X,1553548823,419356,2582
X,1553548824,419172,1789
X,1553548824,418231,970
P,1553548825,4974
X,1553548825,418213,969
X,1553548826,416827,2757
X,1553548826,417675,2524
X,1553548827,416152,1798
X,1553548827,416195,1686
X,1553548828,416439,977
X,1553548828,417175,1406
X,1553548829,417691,2242
X,1553548830,415663,1352
X,1553548830,414137,2449
