,1559158790,244736
D,1559158792,244992
D,1559158794,244736
D,1559158797,246016
P,1559158798,5283
D,1559158799,244736
D,1559158801,245504
D,1559158803,238848
R,1559158803,5C00DDFC91
X,1559158805,354993,24081
X,1559158806,353365,38853
X,1559158806,348474,40027
X,1559158807,287353,10917
X,1559158807,151088,3728
X,1559158808,150204,699
X,1559158808,149914,254
X,1559158809,149837,210
X,1559158810,149733,319
X,1559158810,149814,402
X,1559158811,149990,532
X,1559158811,149814,278
X,1559158812,149587,477
X,1559158812,149140,692
X,1559158813,149326,555
O,1559158814,149346,291
O,1559158814,149186,325
O,1559158814,149026,344
O,1559158814,148998,416
O,1559158815,148969,421
O,1559158815,148880,150
O,1559158816,148774,595
O,1559158817,148689,171
O,1559158817,148639,160
O,1559158818,148556,191
O,1559158818,148560,281
O,1559158819,148529,183
O,1559158819,148519,120
O,1559158820,148498,115
O,1559158820,148478,92
O,1559158821,148476,178
O,1559158822,148524,228
O,1559158822,148756,215
O,1559158823,148949,162
O,1559158823,148847,138
O,1559158824,148529,209
O,1559158824,148452,152
O,1559158825,148471,216
O,1559158826,148306,128
O,1559158826,148273,214
O,1559158827,148365,126
P,1559158827,5276
O,1559158827,149036,810
O,1559158828,149301,368
O,1559158828,149531,608
O,1559158829,149235,232
O,1559158830,149173,195
O,1559158830,149082,268
O,1559158831,149164,313
O,1559158831,149308,609
O,1559158832,148527,290
O,1559158832,148616,268
O,1559158833,148818,326
O,1559158834,148753,272
O,1559158834,148505,225
O,1559158835,148281,273
O,1559158835,148080,108
O,1559158836,148107,208
O,1559158836,148198,119
O,1559158837,148196,176
O,1559158838,148230,257
O,1559158838,148290,341
O,1559158839,148156,100
O,1559158839,148196,131
O,1559158840,148373,219
O,1559158840,148333,187
O,1559158841,148368,254
O,1559158842,148585,172
O,1559158842,148821,493
O,1559158843,148486,119
O,1559158843,148303,289
O,1559158844,147978,259
O,1559158844,148315,650
O,1559158845,148312,215
O,1559158846,148332,238
O,1559158846,148164,99
O,1559158847,148013,106
O,1559158847,148180,140
O,1559158848,148350,201
O,1559158848,148318,202
O,1559158849,148341,193
O,1559158849,148440,182
O,1559158850,148997,617
O,1559158851,149019,515
O,1559158851,148693,208
O,1559158852,148547,229
O,1559158852,148329,239
O,1559158853,148333,230
O,1559158853,148245,107
O,1559158854,148414,286
O,1559158855,148484,139
O,1559158855,148407,225
O,1559158855,148268,161
O,1559158855,148423,257
P,1559158856,5277
O,1559158856,148506,312
O,1559158856,148735,172
O,1559158857,148558,238
O,1559158858,148499,98
O,1559158858,148493,151
O,1559158859,148432,294
O,1559158859,148368,324
O,1559158860,148256,362
O,1559158860,148335,221
O,1559158861,148398,388
O,1559158862,147947,335
O,1559158862,147802,344
