H,1552862771,147519
T,1552862771,2794
R,1552862772,700D9B77F
X,1552862773,425698,431
X,1552862774,425720,369
X,1552862774,425535,404
X,1552862775,425381,934
X,1552862775,425472,496
X,1552862776,425514,2992
X,1552862777,425541,1740
X,1552862777,425144,795
X,1552862778,425233,1183
X,1552862778,425554,1664
X,1552862778,425311,1386
X,1552862778,425035,1117
X,1552862779,425218,761
X,1552862780,425269,444
X,1552862780,425320,803
X,1552862781,425313,521
X,1552862781,425017,2137
X,1552862782,424980,1548
X,1552862782,424512,851
X,1552862783,424570,2420
X,1552862784,425256,955
X,1552862784,425455,3945
X,1552862785,424999,2595
X,1552862785,426308,4588
X,1552862786,426265,1049
X,1552862786,426200,1961
X,1552862787,425850,1423
X,1552862788,425628,511
X,1552862788,425571,902
X,1552862789,425708,810
X,1552862789,426025,648
X,1552862790,425873,825
X,1552862790,425862,605
X,1552862791,425659,881
X,1552862792,425558,359
A,1552862792,425486,1513
T,1552862792,2794
R,1552862792,700D9B77F
X,1552862793,425420,689
X,1552862794,425076,400
X,1552862795,424911,736
X,1552862795,425391,776
X,1552862796,425481,1205
X,1552862796,425596,747
X,1552862797,425175,576
P,1552862797,5046
X,1552862797,424812,675
X,1552862798,425007,700
X,1552862799,425406,935
X,1552862799,425550,871
X,1552862800,425196,415
X,1552862800,424841,637
X,1552862801,425668,4558
X,1552862801,424794,3590
X,1552862802,424514,882
X,1552862803,424130,402
X,1552862803,424120,534
X,1552862804,424384,1034
X,1552862804,424863,1368
X,1552862805,424380,417
X,1552862805,424105,489
X,1552862806,424097,635
X,1552862807,424406,1031
X,1552862807,424600,647
X,1552862808,424141,729
A,1552862808,424823,1499
T,1552862808,2794
R,1552862808,700D9B77F
X,1552862810,424390,692
X,1552862810,424581,317
X,1552862811,424225,306
X,1552862811,423961,436
X,1552862812,423892,641
X,1552862812,424072,830
X,1552862813,424464,580
X,1552862814,424267,1156
X,1552862814,424103,414
X,1552862815,424060,523
X,1552862815,424074,669
X,1552862816,424386,661
X,1552862816,424716,854
X,1552862817,424324,498
X,1552862818,424062,696
X,1552862818,423896,579
X,1552862819,424038,739
X,1552862819,424412,663
X,1552862819,424294,349
X,1552862819,424101,375
X,1552862820,424041,463
A,1552862820,424204,824
T,1552862820,2794
R,1552862820,700D9B77F
X,1552862822,424247,766
X,1552862823,424102,860
X,1552862823,424158,362
X,1552862824,424377,923
X,1552862824,424754,1073
X,1552862825,424590,864
X,1552862825,424372,654
X,1552862826,424256,654
P,1552862826,5049
X,1552862827,424392,577
X,1552862827,424779,753
X,1552862828,424830,1142
X,1552862828,424519,638
X,1552862829,424349,506
X,1552862829,424376,1076
X,1552862830,424707,603
X,1552862831,425028,1147
X,1552862831,424594,955
X,1552862832,424397,440
X,1552862832,424331,1221
X,1552862833,424876,2400
X,1552862833,425579,1169
X,1552862834,425541,592
X,1552862835,425659,495
X,1552862835,425762,714
X,1552862836,425730,781
X,1552862836,425523,986
X,1552862837,425549,906
A,1552862837,424780,1660
T,1552862837,2794
X,1552862839,425545,599
X,1552862839,425457,717
X,1552862840,425534,1255
X,1552862840,425817,767
X,1552862841,425882,750
X,1552862842,425712,841
X,1552862842,425578,887
X,1552862843,425655,577
X,1552862843,425741,775
X,1552862844,425731,692
X,1552862844,425680,732
X,1552862845,425494,1151
X,1552862846,425598,592
X,1552862846,425675,722
X,1552862847,425726,579
X,1552862847,425771,506
X,1552862848,425572,1231
X,1552862848,425630,447
X,1552862849,425677,792
X,1552862850,425693,596
X,1552862850,425681,844
X,1552862851,425594,588
X,1552862851,425391,1114
X,1552862852,425521,462
A,1552862852,425668,425
T,1552862852,2794
X,1552862854,425531,857
X,1552862854,425465,648
X,1552862855,425560,684
X,1552862855,425645,632
X,1552862856,425695,532
P,1552862856,5048
X,1552862857,425711,512
X,1552862857,425479,522
X,1552862858,425581,849
X,1552862858,425572,696
X,1552862859,425619,471
X,1552862859,425652,555
X,1552862860,425412,1049
X,1552862860,425502,784
X,1552862860,425536,815
X,1552862861,425586,525
X,1552862861,425557,885
X,1552862862,425524,394
X,1552862862,425393,1072
X,1552862863,425446,746
X,1552862864,425519,566
X,1552862864,425525,630
X,1552862865,425509,1010
