H,1553046666,147519
T,1553046666,2753
R,1553046666,700D9B77F
X,1553046668,429621,1363
X,1553046669,428866,684
X,1553046669,428224,889
X,1553046670,428097,919
X,1553046670,428529,1247
X,1553046671,428938,691
X,1553046671,428992,790
X,1553046672,428273,900
X,1553046673,428137,884
X,1553046673,428345,1689
X,1553046674,428256,1178
X,1553046674,428563,852
X,1553046675,428049,631
X,1553046675,428172,713
X,1553046676,428280,667
X,1553046676,428105,806
X,1553046677,428175,944
X,1553046678,427891,1120
X,1553046678,427014,1019
X,1553046679,426412,1753
X,1553046679,425994,2378
P,1553046679,5033
X,1553046680,426402,3314
X,1553046680,427371,1000
X,1553046681,427813,1191
X,1553046682,427820,1365
X,1553046682,427119,3180
X,1553046683,427581,1571
X,1553046683,427672,1514
X,1553046684,427129,2246
X,1553046684,427265,946
X,1553046685,428059,1326
X,1553046686,428716,1249
X,1553046686,428471,727
X,1553046687,427946,575
X,1553046687,428114,697
X,1553046688,427943,572
X,1553046688,427735,740
A,1553046688,428185,1727
T,1553046689,2753
R,1553046689,700D9B77F
X,1553046690,426110,1909
X,1553046691,426527,1033
X,1553046692,427093,1044
X,1553046692,427200,876
X,1553046693,427516,905
X,1553046693,427745,433
X,1553046694,428130,870
X,1553046694,428430,856
X,1553046694,428172,1169
X,1553046695,428314,973
X,1553046695,428136,1408
X,1553046696,428118,2451
X,1553046696,427659,988
X,1553046697,427280,1614
X,1553046697,427706,1207
X,1553046698,427514,1165
X,1553046698,427381,1367
X,1553046699,427678,823
X,1553046700,427346,4166
X,1553046700,426591,1202
X,1553046701,426446,2637
X,1553046701,427352,1667
X,1553046702,426116,1025
X,1553046702,427081,757
X,1553046703,427665,901
X,1553046704,427922,827
X,1553046704,427751,522
X,1553046705,427589,862
X,1553046705,427195,1101
X,1553046706,425136,3341
X,1553046706,426084,1607
X,1553046707,427099,1115
X,1553046708,427704,623
X,1553046708,427960,642
P,1553046708,5033
X,1553046709,427972,970
X,1553046709,428395,810
X,1553046710,428742,931
X,1553046710,428434,839
X,1553046711,428504,1281
X,1553046712,427433,1956
X,1553046712,427375,1373
X,1553046713,427819,1294
X,1553046713,429900,2104
X,1553046714,431871,2060
X,1553046714,433198,2624
X,1553046715,431366,5301
X,1553046716,429167,887
A,1553046716,427952,2086
T,1553046716,2753
R,1553046716,700D9B77F
X,1553046718,428282,682
X,1553046718,428010,1115
X,1553046719,428218,728
X,1553046719,428284,838
X,1553046720,428167,538
X,1553046720,428186,565
X,1553046721,428026,698
X,1553046722,427555,845
X,1553046722,425902,2003
X,1553046723,415889,31574
X,1553046723,419402,14524
X,1553046724,421261,6207
X,1553046724,423481,3828
X,1553046725,425667,3409
X,1553046725,426566,2490
X,1553046726,426504,2329
X,1553046727,425135,4348
X,1553046727,425915,1331
X,1553046728,425732,1096
X,1553046728,426481,645
X,1553046729,427013,1672
X,1553046729,427829,802
X,1553046730,427337,1119
X,1553046731,424693,6927
X,1553046731,424541,4133
X,1553046732,425166,2589
X,1553046732,426606,1635
X,1553046733,427172,931
X,1553046733,427756,767
X,1553046734,427716,590
X,1553046735,427395,926
X,1553046735,426673,1651
X,1553046735,426146,2323
X,1553046735,424958,2675
X,1553046736,425200,2190
X,1553046736,424583,3301
X,1553046737,424218,2974
P,1553046738,5034
X,1553046738,425023,1160
X,1553046738,424777,1356
X,1553046739,425886,1011
X,1553046739,425939,911
X,1553046740,426042,843
X,1553046740,426434,1247
X,1553046741,427311,649
X,1553046742,427166,491
X,1553046742,427076,672
X,1553046743,427195,844
X,1553046743,427357,653
A,1553046743,427457,2345
T,1553046743,2753
R,1553046744,700D9B77F
X,1553046745,426468,1067
X,1553046746,425960,1324
X,1553046746,426430,1095
X,1553046747,424705,1706
X,1553046747,425715,1810
X,1553046748,426129,972
X,1553046749,426461,668
X,1553046749,426378,780
X,1553046750,426274,523
X,1553046750,426353,986
X,1553046751,426041,595
X,1553046751,426160,1192
X,1553046752,426888,1150
X,1553046753,427137,557
X,1553046753,427419,869
X,1553046754,427688,944
X,1553046754,427820,641
X,1553046755,427621,603
X,1553046755,427617,730
X,1553046756,427654,736
X,1553046757,427325,991
X,1553046757,427669,1624
X,1553046758,424925,3606
X,1553046758,425750,1282
X,1553046759,425915,2228
