,1558146553,265216
D,1558146555,265216
D,1558146557,265472
D,1558146560,264960
D,1558146562,262656
D,1558146564,265984
D,1558146566,264704
D,1558146568,266752
D,1558146571,266240
P,1558146572,5189
D,1558146573,266496
D,1558146575,265728
D,1558146577,265472
D,1558146579,264704
D,1558146581,267776
D,1558146583,265728
D,1558146585,265472
D,1558146587,266240
D,1558146589,265984
D,1558146592,265984
D,1558146594,266752
D,1558146596,266240
D,1558146598,265984
D,1558146600,265984
P,1558146601,5190
D,1558146603,265728
D,1558146605,265728
D,1558146607,266752
D,1558146609,260352
D,1558146611,265728
D,1558146614,266496
D,1558146616,265728
D,1558146618,265984
D,1558146620,265728
D,1558146622,265472
D,1558146624,266496
D,1558146626,266240
D,1558146628,266496
D,1558146630,266752
P,1558146630,5038
D,1558146633,266752
D,1558146635,265216
D,1558146637,271360
D,1558146639,265984
D,1558146641,268288
D,1558146644,267776
D,1558146646,267776
D,1558146648,267264
D,1558146650,263680
D,1558146652,263168
D,1558146655,267264
