,047888,366817,1752
X,1565047888,367531,17059
X,1565047889,366598,9686
X,1565047889,367077,11894
X,1565047890,366760,10069
X,1565047891,366274,7656
X,1565047891,366491,6054
X,1565047892,366343,16125
X,1565047892,366492,12958
X,1565047893,366869,6537
X,1565047893,366704,1598
X,1565047894,366623,825
X,1565047895,366480,1041
X,1565047895,366578,757
X,1565047896,366578,1011
X,1565047896,366581,734
X,1565047897,366583,12682
X,1565047897,366584,1010
X,1565047898,366639,643
X,1565047899,366670,765
X,1565047899,366461,1140
X,1565047900,366450,16997
X,1565047900,366736,1385
X,1565047901,366902,30924
P,1565047901,5040
X,1565047901,366429,4588
X,1565047902,366762,2370
X,1565047903,366622,5440
X,1565047903,366712,1328
X,1565047904,366634,13278
X,1565047904,366515,8556
X,1565047905,367449,7627
X,1565047905,366289,3951
X,1565047906,366406,1262
X,1565047907,366494,914
X,1565047907,366458,10835
X,1565047908,366861,2689
X,1565047908,366557,8744
X,1565047909,366733,1322
X,1565047909,366400,1858
X,1565047910,366613,35972
X,1565047911,366209,1537
X,1565047911,366539,897
X,1565047912,367013,2150
X,1565047912,366348,1998
X,1565047913,366588,1475
X,1565047913,366213,5241
X,1565047914,366400,1016
X,1565047914,366512,792
X,1565047915,366325,11098
X,1565047916,342093,5407
X,1565047916,146874,2416
X,1565047917,146176,384
X,1565047917,146110,143
X,1565047918,145898,278
X,1565047918,145511,343
X,1565047919,145375,274
