D,1556493162,265472
D,1556493164,265216
D,1556493167,265216
R,1556493167,5C00DDFC91
X,1556493169,387366,8601
X,1556493169,385978,21811
X,1556493170,386589,37345
X,1556493170,386221,3125
X,1556493171,386665,7956
X,1556493171,386650,5405
X,1556493172,386521,2038
X,1556493172,386787,674
X,1556493173,386751,715
X,1556493174,387040,640
X,1556493174,386929,827
X,1556493175,386869,553
X,1556493175,386965,716
X,1556493176,386989,525
X,1556493176,387074,805
X,1556493177,386991,528
X,1556493178,386645,3340
X,1556493178,386938,881
X,1556493179,386984,555
X,1556493179,386787,832
X,1556493180,386794,638
X,1556493180,386866,577
X,1556493181,386840,763
X,1556493182,386907,635
X,1556493182,386873,1020
X,1556493183,386946,582
X,1556493183,387007,619
X,1556493184,386932,354
X,1556493184,386897,670
A,1556493185,386914,323
T,1556493185,2802
U,1556493185,64657
P,1556493186,5312
X,1556493187,387031,495
X,1556493187,387019,378
X,1556493188,387075,633
X,1556493188,386987,511
X,1556493189,387125,684
X,1556493189,387128,599
X,1556493190,386991,537
X,1556493191,387042,332
X,1556493191,387101,511
X,1556493192,387180,559
X,1556493192,387039,656
X,1556493193,386958,431
X,1556493193,387065,520
X,1556493194,387152,3952
X,1556493194,386730,5281
X,1556493195,386717,17227
X,1556493196,386733,2141
X,1556493196,387156,1044
X,1556493197,387208,1239
X,1556493197,387323,589
X,1556493198,387319,430
X,1556493198,387197,711
X,1556493199,387320,365
X,1556493200,387332,492
X,1556493200,387469,705
X,1556493200,387372,412
A,1556493200,387153,511
T,1556493200,2803
U,1556493200,64657
X,1556493202,387515,1902
X,1556493202,387343,872
X,1556493203,387244,449
X,1556493203,387210,427
X,1556493204,387217,324
X,1556493205,387204,840
X,1556493205,387135,550
X,1556493206,387126,439
X,1556493206,387026,580
X,1556493207,387042,665
X,1556493207,387108,530
X,1556493208,386814,10199
X,1556493209,387279,900
X,1556493209,387201,629
X,1556493210,387276,353
X,1556493210,387372,1281
X,1556493211,387418,610
X,1556493211,387315,306
X,1556493212,387231,355
X,1556493213,387162,523
X,1556493213,387198,654
X,1556493214,387250,987
X,1556493214,387255,544
A,1556493214,387212,392
T,1556493214,2803
U,1556493215,64657
P,1556493215,5312
X,1556493216,387118,917
X,1556493217,386993,1696
X,1556493217,387115,883
X,1556493218,387013,410
X,1556493218,386982,491
X,1556493219,387119,619
X,1556493220,387250,846
X,1556493220,387247,347
X,1556493221,387239,515
X,1556493221,387068,777
X,1556493222,387182,420
X,1556493222,387175,719
X,1556493223,387411,921
X,1556493224,387353,399
X,1556493224,387225,520
X,1556493225,387237,447
X,1556493225,387260,420
X,1556493226,387372,833
X,1556493226,387336,357
X,1556493227,387227,354
X,1556493228,387313,472
A,1556493228,387212,429
T,1556493228,2803
U,1556493228,64657
X,1556493229,387406,344
X,1556493230,387329,228
X,1556493231,387312,768
X,1556493231,387256,876
X,1556493232,387440,965
X,1556493232,387281,507
X,1556493233,387270,382
X,1556493233,387279,414
X,1556493234,387302,609
X,1556493235,387454,784
X,1556493235,387480,457
X,1556493236,387366,372
X,1556493236,387342,507
X,1556493237,387310,590
X,1556493237,387388,549
X,1556493238,387598,401
X,1556493239,387393,269
X,1556493239,387324,458
X,1556493240,387309,416
X,1556493240,387335,312
A,1556493240,387358,342
T,1556493240,2803
U,1556493241,64657
