H,1553298553,147519
T,1553298553,2808
R,1553298553,700D9B77F
X,1553298554,416013,667
X,1553298555,416048,390
X,1553298556,416039,671
X,1553298556,416160,536
X,1553298557,416162,815
X,1553298557,416009,933
X,1553298558,416087,664
X,1553298558,416053,1584
X,1553298559,416027,700
X,1553298560,416083,749
X,1553298560,415896,883
P,1553298560,5016
X,1553298561,416023,891
X,1553298561,415998,703
X,1553298562,415959,496
X,1553298562,416101,719
X,1553298563,415972,865
X,1553298563,416040,17742
X,1553298564,416108,11467
X,1553298565,416295,1103
X,1553298565,416241,567
X,1553298566,416237,567
X,1553298566,416249,385
X,1553298567,416297,705
X,1553298567,416340,741
A,1553298567,416097,444
T,1553298568,2808
R,1553298568,700D9B77F
X,1553298569,416179,401
X,1553298570,416142,626
X,1553298571,416229,948
X,1553298571,416298,849
X,1553298572,416199,1051
X,1553298572,416204,794
X,1553298573,416234,693
X,1553298573,416247,616
X,1553298574,416236,486
X,1553298575,416173,505
X,1553298575,416152,646
X,1553298576,416176,832
X,1553298576,416217,621
X,1553298577,416263,1208
X,1553298577,416231,786
X,1553298578,416089,13235
X,1553298579,416170,12709
X,1553298579,416394,754
X,1553298580,416458,1122
X,1553298580,416464,647
X,1553298581,417112,2603
X,1553298581,415902,3796
X,1553298582,416696,11919
X,1553298583,416615,13558
X,1553298583,416704,1148
X,1553298584,416667,899
X,1553298584,416553,5232
X,1553298585,416613,873
X,1553298585,416577,502
X,1553298586,416574,626
X,1553298587,416427,694
A,1553298587,416321,525
T,1553298587,2808
R,1553298587,700D9B77F
X,1553298588,416589,757
X,1553298589,416507,528
X,1553298590,416369,580
X,1553298590,416377,599
P,1553298590,5013
X,1553298591,416458,521
X,1553298591,416536,409
X,1553298591,416586,752
X,1553298591,416600,850
X,1553298592,416412,704
X,1553298593,416410,658
X,1553298593,416481,418
X,1553298594,416462,412
X,1553298594,416447,657
X,1553298595,416547,938
X,1553298595,416375,988
X,1553298596,416367,521
X,1553298597,416385,400
X,1553298597,416371,534
X,1553298598,416331,469
X,1553298598,416391,493
A,1553298598,416450,269
T,1553298598,2808
R,1553298599,700D9B77F
X,1553298600,416360,552
X,1553298601,416414,388
X,1553298601,416379,603
X,1553298602,416338,1011
X,1553298603,416224,537
X,1553298603,416238,671
X,1553298604,416284,549
X,1553298604,416331,828
X,1553298605,416316,464
X,1553298605,416308,866
X,1553298606,416163,912
X,1553298606,416283,831
X,1553298607,416251,609
X,1553298608,416213,438
X,1553298608,416267,447
X,1553298609,416289,804
X,1553298609,416159,764
X,1553298610,416173,730
X,1553298610,416191,628
X,1553298611,416223,500
X,1553298612,416232,763
A,1553298612,416264,255
T,1553298612,2808
R,1553298612,700D9B77F
X,1553298614,415359,9328
X,1553298614,416282,5038
X,1553298615,416344,826
X,1553298615,416332,640
X,1553298616,416366,318
X,1553298616,416383,353
X,1553298617,416407,414
X,1553298618,416306,559
X,1553298618,416297,852
X,1553298619,416337,813
X,1553298619,416370,552
P,1553298620,5014
X,1553298620,416435,450
X,1553298620,416441,721
X,1553298621,416396,579
X,1553298622,416324,12010
X,1553298622,416270,11510
X,1553298623,416434,759
X,1553298623,416362,675
X,1553298624,416383,580
X,1553298624,416433,363
X,1553298625,416488,890
X,1553298626,416334,578
X,1553298626,416294,614
X,1553298627,416347,545
A,1553298627,416374,194
T,1553298627,2808
R,1553298627,700D9B77F
X,1553298629,416320,692
X,1553298629,416246,479
X,1553298630,416308,385
X,1553298630,416368,429
X,1553298631,416434,874
X,1553298631,416331,687
X,1553298632,416328,15275
X,1553298632,416367,14259
X,1553298632,416500,523
X,1553298633,416454,900
X,1553298633,416502,506
X,1553298634,416561,536
X,1553298634,416552,391
X,1553298635,416612,474
X,1553298636,416461,1107
X,1553298636,416494,625
X,1553298637,416516,379
X,1553298637,416569,513
X,1553298638,416515,688
X,1553298638,416603,1062
X,1553298639,416407,13764
X,1553298640,416548,12559
X,1553298640,416584,1169
X,1553298641,416422,854
X,1553298641,416461,949
X,1553298642,416497,419
X,1553298642,416566,838
A,1553298642,416461,366
T,1553298643,2808
R,1553298643,700D9B77F
X,1553298644,416285,16524
X,1553298645,416305,700
X,1553298646,416339,864
