H,1551155805,147519
T,1551155805,2750
X,1551155807,417645,514
X,1551155807,417397,455
X,1551155808,417625,317
X,1551155808,417911,605
X,1551155809,418385,829
X,1551155809,418489,1327
X,1551155810,417901,593
X,1551155810,417664,363
X,1551155811,417339,510
X,1551155812,417541,655
X,1551155812,417936,878
X,1551155813,417625,796
X,1551155813,417365,533
X,1551155814,417236,436
X,1551155814,417446,334
P,1551155815,5099
X,1551155815,417683,4340
X,1551155816,416234,1790
X,1551155816,416539,366
X,1551155817,416573,697
X,1551155817,416263,598
X,1551155818,416500,623
X,1551155818,416950,734
X,1551155819,417197,771
A,1551155819,417351,2122
T,1551155819,2750
X,1551155821,416225,167
X,1551155822,416674,713
X,1551155822,417267,754
X,1551155823,417177,1074
X,1551155823,416787,549
X,1551155824,416725,326
X,1551155824,416801,766
X,1551155825,417332,557
X,1551155826,418336,3661
X,1551155826,418228,854
X,1551155827,417831,1115
X,1551155827,417502,579
X,1551155828,417803,572
X,1551155828,418192,901
X,1551155829,417850,669
X,1551155829,417686,299
X,1551155829,417658,317
X,1551155830,417894,692
X,1551155830,418272,941
X,1551155831,418782,838
X,1551155831,418342,460
X,1551155832,418056,323
X,1551155832,418081,329
A,1551155832,417607,2557
T,1551155833,2750
X,1551155834,418558,764
X,1551155835,418206,440
X,1551155836,418138,394
X,1551155836,418084,337
X,1551155837,418438,597
X,1551155837,419014,1158
X,1551155838,418601,1018
X,1551155838,418414,433
X,1551155839,418285,544
X,1551155840,418148,732
X,1551155840,418853,693
X,1551155841,419070,994
X,1551155841,418308,798
X,1551155842,418500,657
X,1551155842,418333,549
X,1551155843,418651,1454
X,1551155844,419118,1027
P,1551155844,5112
X,1551155844,418760,880
X,1551155845,418708,613
X,1551155845,418411,503
X,1551155846,418715,567
X,1551155846,419017,582
X,1551155847,419403,666
X,1551155848,418820,827
A,1551155848,418558,1319
T,1551155848,2750
X,1551155850,418632,974
X,1551155850,419004,585
X,1551155851,419047,936
X,1551155851,418740,597
X,1551155852,418637,541
X,1551155852,418448,583
X,1551155853,418457,749
X,1551155853,418801,662
X,1551155854,418797,820
X,1551155855,418281,622
X,1551155855,418090,396
X,1551155856,417996,454
X,1551155856,418261,623
X,1551155857,418047,822
X,1551155857,418147,1106
X,1551155858,418147,546
X,1551155859,417942,372
X,1551155859,417465,762
X,1551155860,417844,1044
X,1551155860,418989,1100
X,1551155861,418469,1193
X,1551155861,418363,618
X,1551155862,418216,449
X,1551155863,417910,357
A,1551155863,418364,1582
T,1551155863,2750
X,1551155865,418498,511
X,1551155865,418498,291
X,1551155866,418539,486
X,1551155866,417973,526
X,1551155867,418165,429
X,1551155867,418006,1109
X,1551155868,418236,467
X,1551155869,417951,609
X,1551155869,417789,940
X,1551155870,418599,844
X,1551155870,418954,1113
X,1551155870,418578,1076
X,1551155870,418695,733
X,1551155871,418392,752
X,1551155872,418432,670
X,1551155872,418639,691
X,1551155873,418627,1543
P,1551155873,5111
X,1551155873,417889,631
X,1551155874,417591,1009
X,1551155874,416577,1146
X,1551155875,417510,1489
X,1551155875,418544,880
X,1551155876,418437,463
X,1551155877,418657,345
X,1551155877,418644,430
X,1551155878,418779,571
X,1551155878,419145,533
A,1551155878,418425,1356
T,1551155878,2750
X,1551155880,417949,661
X,1551155881,417915,679
X,1551155881,418650,1494
X,1551155882,419034,805
X,1551155883,418515,455
X,1551155883,418327,471
X,1551155884,418319,580
X,1551155884,418402,593
X,1551155885,417181,9201
X,1551155885,415287,2007
X,1551155886,416166,1602
X,1551155887,416937,1317
X,1551155887,417044,1007
X,1551155888,416824,1446
X,1551155888,417812,2456
X,1551155889,417520,2496
X,1551155889,417940,4018
X,1551155890,418226,2916
X,1551155891,417559,824
X,1551155891,417738,1442
X,1551155892,418232,1969
X,1551155892,418401,1271
X,1551155893,418378,1917
X,1551155893,418448,2050
X,1551155894,418594,4262
X,1551155895,418150,2155
X,1551155895,418175,2233
X,1551155896,418689,1749
X,1551155896,418828,1648
X,1551155897,418605,1446
X,1551155897,418795,2019
X,1551155898,419164,4885
X,1551155898,418305,3193
X,1551155899,418362,1825
X,1551155900,418959,2271
X,1551155900,418800,1915
X,1551155901,418517,985
X,1551155901,418440,1302
