022,5161
P,1559870752,5161
P,1559870781,5160
P,1559870810,5160
P,1559870840,5160
P,1559870869,5159
P,1559870898,5156
P,1559870927,5159
P,1559870957,5157
P,1559870987,5158
P,1559871016,5159
P,1559871046,5158
P,1559871075,5156
P,1559871104,5159
P,1559871133,5161
P,1559871163,5159
P,1559871192,5160
P,1559871221,5160
P,1559871251,5160
P,1559871281,5160
P,1559871310,5160
P,1559871339,5160
P,1559871369,5160
P,1559871398,5158
P,1559871427,5161
P,1559871456,5161
P,1559871486,5159
P,1559871515,5159
P,1559871544,5158
P,1559871575,5160
D,1559871579,246528
R,1559871579,5C00DDFC91
R,1559871579,5C00DDFC91
X,1559871580,361259,14039
X,1559871580,361255,24918
X,1559871581,363144,15500
X,1559871582,362193,7402
X,1559871582,359777,55487
X,1559871583,358997,53697
X,1559871583,363324,27071
X,1559871584,361763,59701
X,1559871584,362218,17600
X,1559871585,363394,16869
X,1559871586,359940,26357
X,1559871586,362665,1327
X,1559871587,362760,3899
X,1559871587,362250,3393
X,1559871588,362357,2192
X,1559871588,362494,1458
X,1559871589,362493,2281
X,1559871590,362497,1238
X,1559871590,362996,7815
X,1559871591,360823,13516
X,1559871591,362374,2021
X,1559871592,362429,1587
X,1559871592,362675,2409
X,1559871593,363295,9691
X,1559871593,363733,18811
X,1559871594,364299,17972
X,1559871595,364812,6132
X,1559871595,364634,2370
X,1559871596,364932,12229
X,1559871596,365247,19735
X,1559871597,363488,20531
X,1559871597,363669,15320
X,1559871598,364473,11499
X,1559871599,364461,7525
X,1559871599,362493,14796
X,1559871600,362837,13059
X,1559871600,362974,15043
X,1559871601,363775,6947
X,1559871601,362581,11898
X,1559871602,363970,6656
X,1559871603,363619,10950
X,1559871603,366426,11465
P,1559871604,5149
X,1559871604,363954,21721
X,1559871604,363489,11969
X,1559871605,365138,6819
X,1559871605,364481,9422
X,1559871606,364026,5755
X,1559871607,364707,7275
X,1559871607,364955,14674
X,1559871608,362935,9807
X,1559871608,364095,3514
X,1559871609,364237,4958
X,1559871609,364398,3492
X,1559871610,365361,30607
X,1559871611,362381,26563
X,1559871611,363410,28838
X,1559871612,362434,35629
