H,1552357462,147519
T,1552357462,2749
R,1552357462,700D9B77F
X,1552357464,410914,681
X,1552357464,411011,689
X,1552357465,411075,803
X,1552357465,410953,682
X,1552357466,410923,595
X,1552357467,410931,411
X,1552357467,410887,712
X,1552357468,410886,827
X,1552357468,411018,680
X,1552357469,410947,852
X,1552357469,410854,556
X,1552357470,410844,619
X,1552357471,410676,971
X,1552357471,410727,723
X,1552357472,410699,781
X,1552357472,410558,622
X,1552357473,410517,536
X,1552357473,410580,432
X,1552357474,410630,687
X,1552357475,410675,947
A,1552357475,410815,558
T,1552357475,2749
R,1552357475,700D9B77F
X,1552357477,410400,712
X,1552357477,410516,772
X,1552357477,410598,1174
X,1552357477,410702,717
P,1552357478,5057
X,1552357478,410477,723
X,1552357478,410562,440
X,1552357479,410446,633
X,1552357479,410377,586
X,1552357480,410154,524
X,1552357481,410411,593
X,1552357481,410477,633
X,1552357482,410435,613
X,1552357482,410403,740
X,1552357483,410327,710
X,1552357483,410531,473
X,1552357484,410613,850
X,1552357485,411149,851
X,1552357485,411479,770
X,1552357486,410867,763
X,1552357486,410536,597
X,1552357487,410330,670
A,1552357487,410559,1325
T,1552357487,2749
R,1552357487,700D9B77F
X,1552357489,410838,1167
X,1552357489,411324,676
X,1552357490,410854,1147
X,1552357491,410891,1042
X,1552357491,409928,1465
X,1552357492,410207,1622
X,1552357492,410072,729
X,1552357493,409944,667
X,1552357493,409845,1135
X,1552357494,410309,826
X,1552357495,409612,1360
X,1552357495,409529,2801
X,1552357496,409846,1673
X,1552357496,410014,1666
X,1552357497,410434,1153
X,1552357497,410065,1049
X,1552357498,410305,1443
X,1552357499,409353,890
X,1552357499,409325,1596
X,1552357500,409201,2281
X,1552357500,410565,1346
X,1552357501,410329,867
X,1552357501,410085,1115
X,1552357502,410517,1327
X,1552357502,410591,1104
X,1552357503,410331,1226
X,1552357504,409620,1674
X,1552357504,410193,1390
X,1552357505,409121,1317
X,1552357505,409546,1690
X,1552357506,410054,1300
X,1552357506,410193,870
X,1552357507,410382,552
X,1552357508,409700,468
P,1552357508,5058
X,1552357508,409807,783
X,1552357509,409978,1024
X,1552357509,409936,1006
X,1552357510,409819,671
X,1552357510,409217,1152
X,1552357511,408434,843
X,1552357512,409029,1811
X,1552357512,407843,1889
X,1552357513,408728,1842
X,1552357513,408922,1352
X,1552357514,409389,2697
X,1552357514,409376,1681
X,1552357515,409607,1144
X,1552357516,408941,1099
X,1552357516,408444,2406
X,1552357517,409809,1439
X,1552357517,409902,1628
X,1552357518,409815,2121
X,1552357518,409121,1772
X,1552357518,409830,1320
X,1552357519,410375,1143
X,1552357519,410361,1243
X,1552357520,410498,996
X,1552357520,410562,540
X,1552357521,410628,810
X,1552357521,410265,761
X,1552357522,410555,1291
X,1552357523,410360,892
X,1552357523,410485,856
X,1552357524,410909,869
X,1552357524,410897,484
A,1552357524,410213,2890
T,1552357524,2749
R,1552357525,700D9B77F
X,1552357526,410590,1430
X,1552357527,410403,1809
X,1552357527,410131,1108
X,1552357528,410224,646
X,1552357528,410093,863
X,1552357529,410112,1043
X,1552357530,410085,1201
X,1552357530,410531,1183
X,1552357531,410316,1350
X,1552357531,410414,1030
X,1552357532,410664,949
X,1552357532,410854,437
X,1552357533,410591,674
X,1552357534,410688,949
X,1552357534,410712,808
X,1552357535,410574,741
X,1552357535,410549,699
X,1552357536,410471,550
X,1552357536,410713,572
P,1552357537,5059
X,1552357537,410628,842
X,1552357538,410536,764
X,1552357538,410548,1264
X,1552357539,410463,720
X,1552357539,410525,703
X,1552357540,410345,812
X,1552357540,410241,717
X,1552357541,410246,667
X,1552357541,410228,853
X,1552357542,410279,642
A,1552357542,410481,761
T,1552357542,2749
R,1552357542,700D9B77F
X,1552357544,410856,991
X,1552357545,410715,1638
X,1552357545,410589,589
X,1552357546,410554,824
X,1552357546,410773,674
X,1552357547,410703,768
X,1552357547,410899,893
X,1552357548,410720,565
X,1552357549,410536,651
X,1552357549,410604,643
X,1552357550,410629,1001
X,1552357550,410568,626
X,1552357551,410627,755
X,1552357551,410543,892
X,1552357552,410352,846
X,1552357553,410551,534
X,1552357553,410529,563
X,1552357554,410399,385
X,1552357554,410381,973
X,1552357555,410493,1214
X,1552357555,410394,809
