,368414,11754
X,1558830917,368134,16911
X,1558830918,368048,23376
X,1558830918,368786,4088
X,1558830919,368282,13601
X,1558830919,367634,1779
X,1558830920,367411,884
X,1558830921,367618,338
X,1558830921,367510,859
X,1558830921,367813,1357
X,1558830921,367894,887
X,1558830922,368157,753
X,1558830922,368389,752
P,1558830923,5346
X,1558830923,368980,1018
X,1558830924,368319,782
X,1558830924,368390,1249
X,1558830925,369001,1471
X,1558830925,368797,622
X,1558830926,368206,1187
X,1558830926,368824,909
X,1558830927,367310,2720
X,1558830927,368005,930
X,1558830928,368386,914
X,1558830929,368778,1121
X,1558830929,369017,839
X,1558830930,368855,697
X,1558830930,369210,882
A,1558830930,368103,2414
T,1558830930,2873
R,1558830931,5C00DDFC91
X,1558830932,368825,953
X,1558830933,368394,1246
X,1558830933,368574,933
X,1558830934,369062,908
X,1558830935,369092,597
X,1558830935,368857,1055
X,1558830936,368106,1310
X,1558830936,367671,937
X,1558830937,367806,1464
X,1558830937,368682,2098
X,1558830938,368150,1231
X,1558830939,368538,631
X,1558830939,368635,693
X,1558830940,369209,866
X,1558830940,368750,590
X,1558830941,368454,1019
X,1558830941,368923,1149
X,1558830942,368129,1596
X,1558830943,368875,1205
X,1558830943,368304,1621
X,1558830944,368221,1588
X,1558830944,367774,1537
X,1558830945,368055,831
X,1558830945,368088,622
X,1558830946,368189,1145
X,1558830947,368230,1128
X,1558830947,368666,1587
X,1558830948,368620,613
X,1558830948,368364,682
X,1558830949,368168,613
X,1558830949,368309,1575
X,1558830950,367657,1502
X,1558830950,367000,1108
X,1558830951,367704,1235
X,1558830952,368285,955
X,1558830952,367971,1157
X,1558830953,368346,889
P,1558830953,5360
X,1558830953,368629,1132
X,1558830954,368914,944
X,1558830954,369117,1002
X,1558830955,367947,1070
X,1558830956,368816,1290
X,1558830956,368650,1800
X,1558830957,368819,996
X,1558830957,369020,833
X,1558830958,368838,1102
X,1558830958,368476,1109
X,1558830959,368633,1198
X,1558830960,367943,1809
X,1558830960,368417,1633
X,1558830961,367631,2682
X,1558830961,367647,1455
X,1558830962,367038,1862
X,1558830962,367253,416
A,1558830962,368514,1956
T,1558830962,2873
R,1558830962,5C00DDFC91
X,1558830963,368617,735
X,1558830964,368475,729
X,1558830964,368414,800
X,1558830965,368202,794
X,1558830966,368529,1151
X,1558830966,368584,968
X,1558830967,368794,1485
X,1558830967,368594,2114
X,1558830968,368683,1570
X,1558830968,368020,1040
X,1558830969,368691,1557
X,1558830970,368533,592
X,1558830970,368743,1239
X,1558830971,369432,679
X,1558830971,368592,1057
X,1558830972,367968,1111
X,1558830972,367603,1159
X,1558830973,367618,994
X,1558830974,367815,951
X,1558830974,368172,1256
